"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.160581231E-2,3.968669474E-2,-1.398266107E-2
2.175900000E-2,9.682692587E-2,3.856814653E-2,-1.432244014E-2
4.353500000E-2,9.317427129E-2,3.734171018E-2,-1.560213696E-2
6.527200000E-2,9.067688137E-2,3.980638087E-2,-1.452257670E-2
8.703600000E-2,9.684050083E-2,3.857129067E-2,-1.552755013E-2
1.087950000E-1,9.561784565E-2,3.733744845E-2,-1.553367637E-2
1.305740000E-1,9.802645445E-2,3.732005879E-2,-1.426041499E-2
1.523350000E-1,9.189745784E-2,4.103649780E-2,-1.572169177E-2
1.741030000E-1,9.065322578E-2,3.856135905E-2,-1.449477300E-2
1.958620000E-1,1.004510522E-1,3.977848589E-2,-1.424844749E-2
2.176210000E-1,9.918077290E-2,3.976618871E-2,-1.428333949E-2
2.393890000E-1,9.789736569E-2,4.221607372E-2,-1.437457092E-2
2.611420000E-1,9.290864319E-2,4.219133034E-2,-1.330765150E-2
2.828990000E-1,9.661949426E-2,4.219452292E-2,-1.440940239E-2
3.046570000E-1,9.288989753E-2,3.970315307E-2,-1.445658691E-2
3.264160000E-1,9.663896263E-2,4.218235612E-2,-2.043475956E-2
3.481960000E-1,9.639545530E-2,4.088357463E-2,-1.197358966E-2
3.699390000E-1,9.391383827E-2,3.715761378E-2,-1.316312701E-2
3.917180000E-1,9.390147030E-2,4.333065450E-2,-1.571435854E-2
4.134770000E-1,9.380985796E-2,3.960036486E-2,-1.081041433E-2
4.352410000E-1,9.394967556E-2,3.839741647E-2,-1.680625416E-2
4.570000000E-1,9.629520029E-2,3.957879916E-2,-1.917718723E-2
4.787600000E-1,9.237299114E-2,3.704704717E-2,-1.079083886E-2
5.005190000E-1,9.351783991E-2,4.196552187E-2,-1.087017171E-2
5.222780000E-1,9.587070346E-2,3.943975270E-2,-1.195132453E-2
5.440560000E-1,9.214463085E-2,3.942101821E-2,-1.325995382E-2
5.657960000E-1,9.208550304E-2,4.064314440E-2,-1.087855455E-2
5.875850000E-1,9.571678936E-2,3.689398617E-2,-1.430691965E-2
6.093440000E-1,8.945862949E-2,3.934356198E-2,-9.715896100E-3
6.310920000E-1,9.326082468E-2,3.689611703E-2,-1.437562890E-2
6.528470000E-1,9.289290011E-2,3.799818829E-2,-1.199778263E-2
6.746210000E-1,9.285115451E-2,3.673704341E-2,-1.438034046E-2
6.963800000E-1,9.148149192E-2,3.545035794E-2,-1.197785139E-2
7.181390000E-1,9.269349277E-2,3.915401548E-2,-1.202818379E-2
7.399150000E-1,9.138558060E-2,3.787388653E-2,-1.324031223E-2
7.616550000E-1,9.113433957E-2,3.773586079E-2,-1.685803570E-2
7.834170000E-1,9.573854506E-2,4.009608179E-2,-1.316488069E-2
8.052060000E-1,9.062592685E-2,4.001583531E-2,-1.330440026E-2
8.269650000E-1,8.805127442E-2,3.625281155E-2,-1.570003107E-2
8.487210000E-1,9.290941060E-2,3.623576835E-2,-1.315298397E-2
8.704780000E-1,8.920921385E-2,3.376275674E-2,-1.199477445E-2
8.922430000E-1,9.275711328E-2,3.617334366E-2,-1.194953267E-2
9.140010000E-1,9.379104525E-2,3.732037172E-2,-1.435556449E-2
9.357600000E-1,9.484898299E-2,4.220943525E-2,-1.323061064E-2
9.575190000E-1,9.094443917E-2,3.964811191E-2,-1.327971928E-2
9.792780000E-1,9.065974504E-2,3.954105824E-2,-1.087258290E-2
1.001051000E0,9.184551239E-2,3.949908540E-2,-1.445405092E-2
1.022827000E0,9.798539430E-2,4.223555699E-2,-1.571940258E-2
1.044568000E0,9.177543968E-2,3.975189477E-2,-1.222027466E-2
1.066345000E0,9.313257784E-2,4.101769254E-2,-1.823822036E-2
1.088104000E0,9.547564387E-2,4.098243266E-2,-1.455546170E-2
1.109863000E0,8.796668798E-2,4.094303027E-2,-1.114778873E-2
1.131622000E0,8.930528164E-2,3.972541541E-2,-1.710958965E-2
1.153381000E0,9.296765924E-2,3.848091885E-2,-1.577348076E-2
1.175140000E0,8.557818830E-2,3.724601120E-2,-1.474656537E-2
1.196899000E0,9.794963896E-2,4.096565023E-2,-1.930696331E-2
1.218689000E0,9.417675436E-2,3.970368952E-2,-1.697266661E-2
