,Time (s),X (µT),Y (µT),Z (µT)
329,7160557875.0,-17.45456123,-23.32549667,40.74097824
330,7182315875.0,-17.44173431,-23.33586884,40.74053192
331,7204106875.0,-17.42464256,-23.34673309,40.74162292
332,7225865875.0,-17.42321968,-23.31484985,40.7604866
333,7247624875.0,-17.41715431,-23.31824684,40.76113129
334,7269383875.0,-17.41343498,-23.33193588,40.75489044
335,7291132875.0,-17.39362907,-23.36994171,40.74156189
336,7312909875.0,-17.3800869,-23.36712837,40.7489624
337,7334690875.0,-17.36694527,-23.3656826,40.75538635
338,7356450875.0,-17.35499954,-23.36860847,40.75880432
339,7378198875.0,-17.34964371,-23.37323952,40.75843048
340,7399967875.0,-17.34316444,-23.38025475,40.75716019
341,7421716875.0,-17.33864021,-23.39252472,40.75204849
342,7443486875.0,-17.32522774,-23.42351341,40.73994827
343,7465245875.0,-17.32192612,-23.41628838,40.74550247
344,7487034875.0,-17.30986977,-23.42735863,40.7442627
345,7508793875.0,-17.29970169,-23.41535568,40.75547791
346,7530535875.0,-17.29394913,-23.41340828,40.75904465
347,7552311875.0,-17.2713356,-23.43881226,40.75402832
348,7574070875.0,-17.25793266,-23.44043159,40.7587738
349,7595829875.0,-17.24258614,-23.43143654,40.77043915
350,7617588875.0,-17.22776794,-23.44355965,40.76973343
351,7639378875.0,-17.21999741,-23.44987106,40.76938629
352,7661114875.0,-17.21095657,-23.46008301,40.76733017
353,7682876875.0,-17.20797539,-23.46949387,40.76316833
354,7704655875.0,-17.19795418,-23.48986053,40.75566864
355,7726408875.0,-17.19752884,-23.46854782,40.76812363
356,7748173875.0,-17.19165421,-23.47330856,40.76786423
357,7769932875.0,-17.18237686,-23.48174286,40.76691818
358,7791723875.0,-17.16542053,-23.50527954,40.76049805
359,7813482875.0,-17.15887642,-23.48641586,40.77412033
360,7835240875.0,-17.15516472,-23.48258591,40.77789307
361,7856999875.0,-17.13666344,-23.48778725,40.78267288
362,7878762875.0,-17.09667969,-23.51368713,40.78453064
363,7900517875.0,-17.01475334,-23.59771347,40.77025986
364,7922295875.0,-16.95109177,-23.69826126,40.73844147
365,7944065875.0,-16.61809158,-24.23742294,40.5580368
366,7965824875.0,-16.71371841,-24.49238968,40.36510849
367,7987576875.0,-17.51766586,-24.51156998,40.01102448
368,8009342875.0,-20.41824341,-24.43855286,38.65773392
369,8031101875.0,-24.09392929,-24.87516212,36.18392563
370,8052868875.0,-27.43941116,-25.50637817,33.24261093
371,8074628875.0,-31.40740013,-25.55122185,29.48352814
372,8096409875.0,-36.09375,-25.00589371,24.09386826
373,8118168875.0,-39.69799042,-23.94848251,18.95014191
374,8139927875.0,-43.91769791,-21.46454811,10.91223717
375,8161686875.0,-46.37765503,-18.75679207,2.421438217
376,8183440875.0,-46.86235809,-16.49635696,-6.352762222
377,8205227875.0,-44.69184875,-14.17489052,-17.61473465
378,8226994875.0,-41.70783997,-13.37825298,-24.29087067
379,8248753875.0,-36.17065811,-13.38886261,-31.95293045
380,8270513875.0,-29.30376816,-15.28693867,-37.63198853
381,8292268875.0,-20.14287949,-20.6093483,-40.96445847
382,8314044875.0,-13.34895611,-25.47316742,-41.00598526
383,8335789875.0,-6.697275162,-29.83100891,-39.67146683
384,8357548875.0,-3.424503326,-31.88883018,-38.47002792
385,8379321875.0,3.97548008,-36.621315,-33.93585968
386,8401097875.0,7.731961727,-39.12355042,-30.3006916
387,8422851875.0,12.14810467,-41.83957291,-24.70711517
388,8444616875.0,8.372618675,-40.55134964,-28.1789856
389,8466374875.0,10.02681255,-39.1035614,-29.64696121
390,8488133875.0,12.81093502,-37.5199852,-30.60552788
391,8509892875.0,14.15427017,-36.99980164,-30.64700699
392,8531681875.0,16.69555664,-36.45665741,-30.01229858
393,8553440875.0,19.23089409,-35.60790253,-29.50962448
394,8575200875.0,21.15719795,-34.65177917,-29.32907677
395,8596959875.0,22.67313385,-33.90021896,-29.07356262
396,8618717875.0,23.33882332,-33.7264328,-28.74708557
397,8640476875.0,23.50388718,-33.97481155,-28.31690598
398,8662238875.0,23.28861237,-34.46710968,-27.89671898
399,8684007875.0,22.9101963,-35.24498749,-27.23015594
400,8705784875.0,22.79599762,-35.75204086,-26.65899277
401,8727544875.0,22.74019241,-36.48715591,-25.69317245
402,8749303875.0,22.6606369,-37.25280762,-24.64329147
403,8771079875.0,22.48658943,-37.98622131,-23.66365051
404,8792820875.0,22.31924438,-38.67405319,-22.6878109
405,8814610875.0,22.33050156,-39.26991653,-21.62845612
406,8836369875.0,22.62149429,-39.71353149,-20.48587608
407,8858129875.0,23.08242416,-40.03377151,-19.31493378
408,8879901875.0,23.48467255,-40.28961945,-18.26977158
409,8901646875.0,23.73695755,-40.42630768,-17.63059998
410,8923426875.0,24.42742157,-40.44021988,-16.62700653
411,8945164875.0,25.20129776,-40.16972351,-16.12003708
412,8966954875.0,26.08414459,-39.75151443,-15.74808693
413,8988708875.0,26.60468102,-39.49860382,-15.51189423
414,9010466875.0,26.72718811,-39.45231628,-15.41881752
415,9032231875.0,26.80150604,-39.35287857,-15.54341507
416,9053990875.0,26.97241211,-39.06987762,-15.95623398
417,9075765875.0,27.14716721,-38.63679504,-16.69721985
418,9097538875.0,27.25868034,-38.19109344,-17.52062607
419,9119297875.0,27.34339905,-37.90939713,-17.99399185
420,9141056875.0,27.4693222,-37.52848816,-18.59077263
421,9162815875.0,27.6098423,-36.97900772,-19.46323013
422,9184583875.0,27.82075882,-36.56407166,-19.94095993
423,9206333875.0,28.1705246,-36.2539711,-20.01596451
424,9228092875.0,28.40378952,-35.995327,-20.1526432
425,9249882875.0,28.50030136,-35.74757767,-20.4550972
426,9271632875.0,28.45615387,-35.6512146,-20.68346977
427,9293395875.0,28.47631454,-35.62837219,-20.69508171
428,9315159875.0,28.61136627,-35.6592598,-20.45421028
429,9336918875.0,28.87087631,-35.70770264,-20.00000191
430,9358677875.0,29.06554985,-35.6885643,-19.75064659
