"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675934663E1,1.203331927E1,1.039031982E3,-1.000000000E0,-1.000000000E0,1.188763744E3,1.188763744E3
9.824991226E-3,4.675934663E1,1.203331927E1,1.039031982E3,-1.000000000E0,-1.000000000E0,1.188763795E3,1.188763795E3
2.793090343E-1,4.675948824E1,1.203333107E1,1.039046753E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
5.744159222E-1,4.675948961E1,1.203333119E1,1.039060913E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.149207950E0,4.675949029E1,1.203333124E1,1.039074585E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
4.522470951E0,4.675949063E1,1.203333127E1,1.039087646E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
