"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.532945603E-2,3.277850151E-2,-1.232018974E-2
2.176400000E-2,8.547849953E-2,3.277816251E-2,-1.139018871E-2
4.352300000E-2,8.421806991E-2,3.400338814E-2,-1.024790108E-2
6.528200000E-2,8.915324509E-2,3.276712447E-2,-1.128717605E-2
8.704100000E-2,9.274931252E-2,3.645502031E-2,-8.859492838E-3
1.088000000E-1,9.494736046E-2,3.681937605E-2,-1.622818783E-2
1.305600000E-1,9.242109954E-2,3.803754598E-2,-1.391560491E-2
1.523490000E-1,9.371126443E-2,3.928257152E-2,-1.752402447E-2
1.740920000E-1,9.476861358E-2,3.923389316E-2,-1.026079617E-2
1.958670000E-1,9.348601848E-2,3.797913715E-2,-7.857264951E-3
2.176260000E-1,8.739068359E-2,3.676003218E-2,-1.041064970E-2
2.393770000E-1,8.855268359E-2,3.798320517E-2,-9.200212546E-3
2.611440000E-1,9.232365340E-2,3.552784026E-2,-1.386035793E-2
2.829030000E-1,9.103254229E-2,3.921238333E-2,-1.277469844E-2
3.046620000E-1,9.107038379E-2,3.920650855E-2,-1.518428139E-2
3.264210000E-1,8.990664035E-2,3.674009070E-2,-1.877677441E-2
3.481800000E-1,9.339292347E-2,3.421467543E-2,-1.138888299E-2
3.699510000E-1,9.335414320E-2,3.915193304E-2,-1.391233690E-2
3.916980000E-1,9.209194034E-2,3.790471703E-2,-1.391891111E-2
4.134580000E-1,8.722621202E-2,3.543599695E-2,-1.761471108E-2
4.352470000E-1,9.325394779E-2,3.663439304E-2,-1.385696977E-2
4.570070000E-1,9.682744741E-2,3.782261536E-2,-1.137285866E-2
4.787500000E-1,8.440901339E-2,3.778389096E-2,-9.307544678E-3
5.005280000E-1,8.809856325E-2,3.654759750E-2,-1.279168855E-2
5.222830000E-1,9.301297367E-2,3.654497117E-2,-1.626970619E-2
5.440420000E-1,8.795361221E-2,3.897662461E-2,-1.284973137E-2
5.658080000E-1,9.039669484E-2,3.647403419E-2,-1.392967626E-2
5.875610000E-1,9.165120870E-2,4.016325995E-2,-1.879972592E-2
6.093200000E-1,9.267276525E-2,3.391521424E-2,-1.260108408E-2
6.310780000E-1,9.262071550E-2,3.389469534E-2,-1.501184702E-2
6.528370000E-1,8.995615691E-2,3.508107364E-2,-1.029064134E-2
6.745990000E-1,8.382874727E-2,3.507110849E-2,-1.648776606E-2
6.963850000E-1,9.105708450E-2,3.749713674E-2,-1.272417046E-2
7.181450000E-1,8.730681241E-2,3.622426838E-2,-1.400475111E-2
7.399050000E-1,8.842993528E-2,3.616934270E-2,-1.397132874E-2
7.616490000E-1,8.832253516E-2,3.364003822E-2,-1.632613689E-2
7.834220000E-1,8.929160982E-2,3.974590823E-2,-1.161496714E-2
8.051810000E-1,8.676380664E-2,3.477532789E-2,-1.277684886E-2
8.269410000E-1,8.665663749E-2,3.720203042E-2,-1.283426676E-2
8.486990000E-1,9.267925471E-2,3.219513968E-2,-1.134581212E-2
8.704680000E-1,8.523612469E-2,3.957120702E-2,-1.654202864E-2
8.922170000E-1,9.003427625E-2,3.457277268E-2,-1.749811880E-2
9.139760000E-1,8.491216600E-2,3.697787970E-2,-1.528382115E-2
9.357650000E-1,8.723744750E-2,3.445197269E-2,-1.395497564E-2
9.575240000E-1,8.825191855E-2,3.438636661E-2,-1.030754205E-2
9.792840000E-1,8.809162676E-2,3.432265297E-2,-1.030917838E-2
1.001042000E0,8.418325335E-2,3.547723964E-2,-8.032514714E-3
1.022801000E0,8.581057191E-2,3.364329785E-2,-1.308387332E-2
1.044560000E0,8.813849092E-2,3.731025755E-2,-1.069081761E-2
1.066312000E0,9.309097379E-2,3.360134736E-2,-1.408371795E-2
1.088079000E0,9.047843516E-2,3.850375116E-2,-1.065147109E-2
1.109838000E0,9.174542129E-2,3.603017330E-2,-1.417565625E-2
1.131620000E0,8.799335361E-2,3.600049391E-2,-1.548452768E-2
1.153357000E0,8.669792861E-2,3.473776579E-2,-1.549140736E-2
1.175145000E0,8.785774559E-2,3.470743075E-2,-1.545777917E-2
1.196904000E0,8.651432395E-2,3.590437397E-2,-1.311134733E-2
1.218664000E0,8.767437935E-2,3.216891736E-2,-1.178807300E-2
1.240405000E0,8.890203387E-2,3.463341668E-2,-1.542529464E-2
1.262176000E0,8.628208935E-2,3.582338989E-2,-1.190857589E-2
1.283940000E0,8.751966804E-2,3.580638394E-2,-1.548949536E-2
1.305699000E0,8.618701249E-2,3.823678195E-2,-1.437626779E-2
1.327459000E0,8.977212757E-2,3.943151608E-2,-1.309732441E-2
1.349217000E0,9.094082564E-2,3.693519905E-2,-1.300715096E-2
1.370983000E0,9.087567031E-2,3.567545116E-2,-1.297957078E-2
1.392736000E0,8.710017055E-2,3.935596719E-2,-1.316804253E-2
1.414495000E0,8.839187771E-2,3.688462451E-2,-1.910213754E-2
1.436284000E0,8.320514113E-2,3.804334253E-2,-1.083498541E-2
1.458032000E0,8.816297352E-2,3.556052595E-2,-1.546120457E-2
1.479802000E0,8.928567916E-2,3.799099103E-2,-1.427926682E-2
