"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.893562317E-1,-1.947450256E-1,-9.898615723E0
2.543000000E-2,1.806742859E-1,-1.933978271E-1,-9.932595062E0
4.505900000E-2,1.760339355E-1,-1.957928467E-1,-9.913883972E0
6.468200000E-2,1.594184875E-1,-1.889071655E-1,-9.921667786E0
8.427400000E-2,1.922003174E-1,-2.010319519E-1,-9.906698914E0
1.038970000E-1,1.579216003E-1,-1.956431580E-1,-9.917027435E0
1.235200000E-1,1.639091492E-1,-1.806742859E-1,-9.904154205E0
1.431500000E-1,1.752854919E-1,-1.989363098E-1,-9.913883972E0
1.627660000E-1,1.362167358E-1,-1.895059204E-1,-9.896370392E0
1.823870000E-1,1.875599670E-1,-1.947450256E-1,-9.905202026E0
2.019810000E-1,1.911524963E-1,-1.877096558E-1,-9.920170898E0
2.216030000E-1,1.856140137E-1,-1.953437805E-1,-9.927954712E0
2.412380000E-1,1.645079041E-1,-2.055226135E-1,-9.892628174E0
2.608490000E-1,1.812730408E-1,-1.920506287E-1,-9.902058563E0
2.804710000E-1,1.757345581E-1,-1.971400452E-1,-9.908046112E0
3.000950000E-1,1.749861145E-1,-1.984872437E-1,-9.899214478E0
3.196860000E-1,1.594184875E-1,-1.820214844E-1,-9.912387085E0
3.393240000E-1,1.913021851E-1,-1.986369324E-1,-9.894424438E0
3.589440000E-1,1.739382935E-1,-1.820214844E-1,-9.883646851E0
3.785390000E-1,1.676513672E-1,-2.082170105E-1,-9.882748718E0
3.981780000E-1,1.651066589E-1,-1.932481384E-1,-9.864786072E0
4.177700000E-1,1.833686829E-1,-2.167492676E-1,-9.875264282E0
4.374180000E-1,1.787283325E-1,-1.839674377E-1,-9.878557434E0
4.570470000E-1,1.971400452E-1,-1.899549866E-1,-9.862540741E0
4.766380000E-1,1.893562317E-1,-1.926493835E-1,-9.863139496E0
4.962620000E-1,1.618135071E-1,-2.049238586E-1,-9.867929535E0
5.158830000E-1,1.755848694E-1,-2.091151428E-1,-9.842632141E0
5.355070000E-1,1.670526123E-1,-1.930984497E-1,-9.848619690E0
5.551300000E-1,1.942959595E-1,-1.854643250E-1,-9.856253815E0
5.747530000E-1,1.936972046E-1,-1.929487610E-1,-9.849218445E0
5.943760000E-1,1.475930786E-1,-1.941462708E-1,-9.851613464E0
6.139970000E-1,1.829196167E-1,-1.731898499E-1,-9.825567627E0
6.336210000E-1,1.660047913E-1,-1.863624573E-1,-9.821226654E0
6.532440000E-1,1.933978271E-1,-2.040257263E-1,-9.839937744E0
6.728350000E-1,1.754351807E-1,-1.999841309E-1,-9.837243347E0
6.924590000E-1,1.998344421E-1,-1.927990723E-1,-9.816735992E0
7.120810000E-1,1.954934692E-1,-1.826202393E-1,-9.843230896E0
7.317210000E-1,1.751358032E-1,-1.913021851E-1,-9.829010468E0
7.513280000E-1,1.775308228E-1,-1.836680603E-1,-9.829010468E0
7.709490000E-1,1.796264648E-1,-2.040257263E-1,-9.821226654E0
7.905750000E-1,1.561253357E-1,-1.942959595E-1,-9.835447083E0
8.101990000E-1,1.830693054E-1,-2.082170105E-1,-9.818981323E0
8.298240000E-1,1.913021851E-1,-1.920506287E-1,-9.826615448E0
8.494420000E-1,1.790277100E-1,-2.058219910E-1,-9.816436615E0
8.690640000E-1,1.655557251E-1,-1.827699280E-1,-9.832602997E0
8.886720000E-1,1.737886047E-1,-2.007325745E-1,-9.797725525E0
9.082780000E-1,1.773811340E-1,-1.880090332E-1,-9.815837860E0
9.279020000E-1,1.817221069E-1,-1.984872437E-1,-9.831704865E0
9.475250000E-1,1.845661926E-1,-2.164498901E-1,-9.815089417E0
9.671470000E-1,1.689985657E-1,-1.992356873E-1,-9.804012451E0
9.867690000E-1,1.695973206E-1,-1.898052979E-1,-9.790989532E0
1.006392000E0,1.871109009E-1,-1.860630798E-1,-9.813592529E0
1.026016000E0,1.686991882E-1,-1.960922241E-1,-9.810748444E0
1.045639000E0,1.788780212E-1,-1.924996948E-1,-9.819580078E0
1.065231000E0,1.815724182E-1,-2.155517578E-1,-9.793534241E0
1.084854000E0,1.902543640E-1,-2.059716797E-1,-9.797575836E0
1.104476000E0,1.839674377E-1,-2.137554932E-1,-9.799521790E0
1.124100000E0,1.630110168E-1,-2.049238586E-1,-9.827214203E0
1.143723000E0,1.908531189E-1,-1.936972046E-1,-9.803862762E0
1.163345000E0,1.748364258E-1,-1.956431580E-1,-9.796078949E0
1.182968000E0,1.785786438E-1,-2.088157654E-1,-9.803413696E0
1.202590000E0,1.814227295E-1,-2.107617188E-1,-9.804461517E0
1.222214000E0,1.627116394E-1,-2.032772827E-1,-9.795180817E0
1.241837000E0,1.809736633E-1,-2.059716797E-1,-9.807305603E0
1.261458000E0,1.600172424E-1,-1.987866211E-1,-9.812844086E0
1.281082000E0,1.901046753E-1,-1.899549866E-1,-9.802365875E0
1.300697000E0,1.830693054E-1,-2.031275940E-1,-9.793534241E0
1.320300000E0,1.737886047E-1,-2.056723022E-1,-9.791139221E0
1.339917000E0,1.908531189E-1,-2.180964661E-1,-9.783654785E0
1.359536000E0,1.721420288E-1,-1.986369324E-1,-9.805209961E0
1.379166000E0,1.716929626E-1,-1.974394226E-1,-9.779613190E0
1.398788000E0,1.712438965E-1,-1.986369324E-1,-9.778864746E0
1.418411000E0,1.818717957E-1,-2.067201233E-1,-9.792336731E0
1.438022000E0,1.838177490E-1,-1.972897339E-1,-9.793683929E0
1.457657000E0,1.745370483E-1,-2.091151428E-1,-9.795180817E0
1.477279000E0,1.815724182E-1,-2.104623413E-1,-9.778565369E0
1.496903000E0,1.865121460E-1,-2.139051819E-1,-9.795629883E0
1.516524000E0,1.749861145E-1,-2.192939758E-1,-9.793534241E0
1.536125000E0,1.853146362E-1,-2.031275940E-1,-9.793983307E0
1.555771000E0,1.960922241E-1,-2.040257263E-1,-9.808353424E0
1.575363000E0,1.871109009E-1,-2.029779053E-1,-9.794132996E0
1.595011000E0,1.754351807E-1,-2.074685669E-1,-9.801018677E0
1.614603000E0,1.622625732E-1,-1.974394226E-1,-9.784702606E0
1.634251000E0,1.863624573E-1,-1.966909790E-1,-9.786049805E0
1.653854000E0,1.571731567E-1,-1.924996948E-1,-9.791887665E0
1.673476000E0,1.634600830E-1,-1.980381775E-1,-9.815388794E0
1.693100000E0,1.974394226E-1,-1.872605896E-1,-9.811496887E0
1.712722000E0,1.787283325E-1,-1.905537415E-1,-9.813891907E0
1.732346000E0,1.724414062E-1,-2.140548706E-1,-9.793983307E0
1.751938000E0,1.716929626E-1,-2.071691895E-1,-9.793534241E0
1.771560000E0,1.814227295E-1,-1.859133911E-1,-9.807754669E0
1.791167000E0,1.721420288E-1,-2.026785278E-1,-9.807305603E0
1.810804000E0,1.761836243E-1,-2.049238586E-1,-9.806557159E0
1.830428000E0,1.805245972E-1,-1.941462708E-1,-9.796378326E0
1.850052000E0,1.772314453E-1,-1.922003174E-1,-9.819430389E0
1.869675000E0,1.736389160E-1,-2.109114075E-1,-9.810449066E0
1.889267000E0,1.749861145E-1,-2.044747925E-1,-9.823172607E0
1.908890000E0,1.845661926E-1,-1.990859985E-1,-9.816436615E0
1.928494000E0,1.667532349E-1,-2.004331970E-1,-9.801318054E0
1.948135000E0,1.935475159E-1,-2.139051819E-1,-9.830507355E0
1.967757000E0,1.751358032E-1,-2.025288391E-1,-9.816436615E0
1.987351000E0,1.951940918E-1,-2.049238586E-1,-9.833201752E0
2.006973000E0,1.736389160E-1,-2.103126526E-1,-9.821376343E0
2.026595000E0,1.580712891E-1,-2.043251038E-1,-9.824370117E0
2.046218000E0,1.740879822E-1,-2.034269714E-1,-9.828711090E0
2.065841000E0,1.832189941E-1,-2.043251038E-1,-9.837093658E0
2.085447000E0,1.591191101E-1,-2.155517578E-1,-9.828860779E0
2.105057000E0,1.962419128E-1,-2.074685669E-1,-9.827513580E0
2.124680000E0,1.787283325E-1,-2.112107849E-1,-9.832453308E0
2.144302000E0,1.862127686E-1,-2.106120300E-1,-9.826914825E0
2.163925000E0,1.716929626E-1,-1.983375549E-1,-9.816137238E0
2.183522000E0,1.782792664E-1,-2.174977112E-1,-9.842183075E0
2.203140000E0,1.875599670E-1,-2.050735474E-1,-9.833800507E0
2.222763000E0,1.716929626E-1,-1.989363098E-1,-9.834998016E0
2.242386000E0,1.866618347E-1,-2.017803955E-1,-9.831405487E0
2.261978000E0,1.932481384E-1,-1.977388000E-1,-9.831255798E0
2.281600000E0,1.760339355E-1,-2.134561157E-1,-9.826914825E0
2.301223000E0,1.703457642E-1,-1.975891113E-1,-9.809700623E0
2.320846000E0,1.734892273E-1,-2.125579834E-1,-9.841734009E0
2.340445000E0,1.841171265E-1,-1.993853760E-1,-9.835147705E0
2.360061000E0,1.766326904E-1,-2.110610962E-1,-9.840087433E0
2.379679000E0,2.068698120E-1,-2.001338196E-1,-9.821526031E0
