"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.638110542E1,-2.114872360E1,3.219176102E1
2.175900000E-2,-1.634673309E1,-2.121136665E1,3.216800690E1
4.351800000E-2,-1.636693764E1,-2.115373993E1,3.219566727E1
6.527700000E-2,-1.639308548E1,-2.107842636E1,3.223173904E1
8.701900000E-2,-1.641275406E1,-2.102168274E1,3.225878143E1
1.087950000E-1,-1.643332672E1,-2.096356201E1,3.228612137E1
1.305550000E-1,-1.645026016E1,-2.090607834E1,3.231475830E1
1.523140000E-1,-1.636236000E1,-2.109837341E1,3.223429871E1
1.740730000E-1,-1.630150795E1,-2.120437813E1,3.219556046E1
1.958420000E-1,-1.632203674E1,-2.114728165E1,3.222269821E1
2.175910000E-1,-1.634206200E1,-2.108967209E1,3.225028992E1
2.393510000E-1,-1.632143402E1,-2.115374565E1,3.221876144E1
2.611090000E-1,-1.629111099E1,-2.127519608E1,3.215406799E1
2.828720000E-1,-1.626523590E1,-2.134037781E1,3.212396622E1
3.046530000E-1,-1.628543091E1,-2.128313065E1,3.215169525E1
3.264170000E-1,-1.630461121E1,-2.122591591E1,3.217979050E1
3.481750000E-1,-1.626294518E1,-2.132514000E1,3.213523483E1
3.699350000E-1,-1.625710487E1,-2.135097122E1,3.212103653E1
3.917030000E-1,-1.623987389E1,-2.140969086E1,3.209065628E1
4.134470000E-1,-1.622404099E1,-2.143008614E1,3.208504868E1
4.352070000E-1,-1.624319839E1,-2.137281418E1,3.211354828E1
4.569700000E-1,-1.622772217E1,-2.138266563E1,3.211481476E1
4.787300000E-1,-1.620599937E1,-2.140328026E1,3.211204910E1
5.004890000E-1,-1.620123100E1,-2.140884590E1,3.211074829E1
5.222480000E-1,-1.620248604E1,-2.139353180E1,3.212031937E1
5.440280000E-1,-1.622138977E1,-2.133604622E1,3.214899445E1
5.657660000E-1,-1.624720955E1,-2.126118851E1,3.218553162E1
5.875480000E-1,-1.626607704E1,-2.120453644E1,3.221336365E1
6.093150000E-1,-1.628651237E1,-2.114724731E1,3.224068832E1
6.310730000E-1,-1.630052376E1,-2.110447502E1,3.226163101E1
6.528320000E-1,-1.632152367E1,-2.104743385E1,3.228826141E1
