,Time (s),X (µT),Y (µT),Z (µT)
57,1240327000.0,-16.1550293,-20.8645401,42.57059479
58,1262060000.0,-16.14702034,-20.86859512,42.57164764
59,1283844000.0,-16.15392876,-20.84000015,42.5830307
60,1305604000.0,-16.18209267,-20.75744057,42.61265564
61,1327362000.0,-16.16070366,-20.79767036,42.60115433
62,1349121000.0,-16.13141823,-20.85131073,42.58602524
63,1370880000.0,-16.11515808,-20.87799263,42.57911682
64,1392639000.0,-16.10476685,-20.90327835,42.57064056
65,1414399000.0,-16.08951378,-20.92552567,42.56547165
66,1436157000.0,-16.09832001,-20.89222527,42.57850647
67,1457903000.0,-16.10438728,-20.85201263,42.59591675
68,1479675000.0,-16.09890366,-20.84590721,42.60098267
69,1501437000.0,-16.08209991,-20.87220573,42.5944519
70,1523193000.0,-16.05101204,-20.93490791,42.57539749
71,1544952000.0,-16.03829193,-20.95942497,42.56813049
72,1566724000.0,-16.02630806,-20.97945023,42.56277847
73,1588471000.0,-16.0535202,-20.89877129,42.59220123
74,1610230000.0,-16.05070496,-20.89803314,42.59363174
75,1632003000.0,-16.03751945,-20.90893173,42.59324265
76,1653747000.0,-16.02117729,-20.9354744,42.58634949
77,1675507000.0,-16.0032959,-20.96310425,42.57948685
78,1697266000.0,-16.03433037,-20.88160324,42.60784531
79,1719025000.0,-16.03426361,-20.88239479,42.60748672
80,1740785000.0,-16.05938911,-20.84156609,42.61801147
81,1762552000.0,-16.07972527,-20.80470657,42.62835312
82,1784302000.0,-15.81358147,-21.00871086,42.62786102
83,1806061000.0,-15.86565971,-20.91949272,42.65237808
84,1827820000.0,-15.95832157,-20.82037354,42.66630173
85,1849580000.0,-16.02542496,-20.73427582,42.68307877
86,1871338000.0,-16.26248932,-20.65527344,42.63168716
87,1893097000.0,-16.92180061,-20.55290985,42.42405701
88,1914856000.0,-17.26695633,-20.29257202,42.41029739
89,1936615000.0,-17.61652756,-19.9230175,42.44173813
90,1958388000.0,-18.51138496,-19.53640747,42.24010849
91,1980164000.0,-20.31801987,-19.36772156,41.48059082
92,2001923000.0,-22.71512222,-19.96117783,39.92673874
93,2023682000.0,-24.39851761,-20.76877403,38.49597931
94,2045442000.0,-26.95179558,-22.12765121,35.95187378
95,2067200000.0,-29.2688446,-22.67903519,33.72782135
96,2088953000.0,-31.39780617,-22.64447403,31.7801075
97,2110713000.0,-34.87554169,-22.35450363,28.15212822
98,2132477000.0,-38.0861969,-22.23308182,23.74239731
99,2154224000.0,-41.51721573,-21.91672707,17.45129395
100,2175995000.0,-44.52546692,-21.0492115,9.109508514
101,2197754000.0,-45.92115784,-19.9825592,0.7171354294
102,2219513000.0,-45.54640198,-19.38896942,-7.626451492
103,2241272000.0,-43.61681366,-19.78689384,-14.64999104
104,2263021000.0,-38.53392792,-20.35961723,-24.68181992
105,2284778000.0,-31.81099701,-21.046278,-32.46050262
106,2306550000.0,-26.47885513,-22.84490013,-35.85457611
107,2328308000.0,-22.61098099,-24.90177155,-37.11084747
108,2350075000.0,-19.9507637,-24.89899826,-38.60798645
109,2371826000.0,-15.6056633,-25.09938622,-40.43579865
110,2393584000.0,-11.75034142,-25.12783051,-41.70241547
