,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75940776,12.03305033,1052.437988,-1.0,-1.0,499.7279335,499.7279335
1,80392956.73,46.75937635,12.03294247,1052.677612,-1.0,-1.0,65.0,65.0
2,394251942.6,46.75937631,12.03294234,1052.747192,-1.0,-1.0,65.0,65.0
3,2140241981.0,46.75937868,12.03292961,1052.757568,-1.0,-1.0,65.0,65.0
