"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.747080421E1,-2.170242310E1,3.981873322E1
2.178500000E-2,-1.747593117E1,-2.168437576E1,3.982631302E1
4.354300000E-2,-1.748330879E1,-2.164773178E1,3.984300613E1
6.529200000E-2,-1.749269676E1,-2.161548615E1,3.985639572E1
8.705700000E-2,-1.750218773E1,-2.158951569E1,3.986629486E1
1.088200000E-1,-1.751180458E1,-2.155555344E1,3.988044739E1
1.305790000E-1,-1.752144623E1,-2.152417183E1,3.989315796E1
1.523380000E-1,-1.752422714E1,-2.151555634E1,3.989658737E1
1.741280000E-1,-1.753261566E1,-2.148520851E1,3.990925217E1
1.958700000E-1,-1.754600716E1,-2.143358994E1,3.993112564E1
2.176410000E-1,-1.755452347E1,-2.140361404E1,3.994345093E1
2.394050000E-1,-1.755962372E1,-2.137536240E1,3.995633698E1
2.611640000E-1,-1.756556320E1,-2.134530640E1,3.996979523E1
2.829230000E-1,-1.756399345E1,-2.133649063E1,3.997518539E1
3.046820000E-1,-1.756856537E1,-2.130986023E1,3.998738480E1
3.264520000E-1,-1.756974602E1,-2.129331017E1,3.999568176E1
3.482320000E-1,-1.757789421E1,-2.126893997E1,4.000506592E1
3.699900000E-1,-1.757920074E1,-2.124259567E1,4.001848984E1
3.917530000E-1,-1.758157539E1,-2.121856689E1,4.003018570E1
4.135080000E-1,-1.758885574E1,-2.119477272E1,4.003959274E1
4.352670000E-1,-1.759364510E1,-2.117127419E1,4.004991913E1
4.570260000E-1,-1.759148979E1,-2.117078209E1,4.005113220E1
4.788150000E-1,-1.760200119E1,-2.113316727E1,4.006637955E1
5.005740000E-1,-1.760466385E1,-2.111123466E1,4.007675934E1
5.223330000E-1,-1.760704422E1,-2.109070396E1,4.008652878E1
5.440920000E-1,-1.760765457E1,-2.107426071E1,4.009490204E1
5.658520000E-1,-1.760706329E1,-2.105787468E1,4.010377121E1
5.876000000E-1,-1.761042023E1,-2.104041862E1,4.011146164E1
6.093700000E-1,-1.761298180E1,-2.102487755E1,4.011848450E1
6.311290000E-1,-1.760952950E1,-2.102745056E1,4.011865616E1
6.529180000E-1,-1.761009979E1,-2.101289558E1,4.012602234E1
6.746770000E-1,-1.761314583E1,-2.099942589E1,4.013174820E1
6.964170000E-1,-1.761186600E1,-2.098707962E1,4.013876343E1
7.181950000E-1,-1.761590767E1,-2.095721436E1,4.015258408E1
7.399540000E-1,-1.760924721E1,-2.096330070E1,4.015233994E1
7.617140000E-1,-1.760976601E1,-2.094746971E1,4.016036606E1
7.834840000E-1,-1.761215782E1,-2.093206406E1,4.016735077E1
8.052620000E-1,-1.761333466E1,-2.091851807E1,4.017389297E1
8.270160000E-1,-1.761181641E1,-2.090726471E1,4.018040848E1
8.487810000E-1,-1.761277771E1,-2.089228058E1,4.018778610E1
8.705390000E-1,-1.761359024E1,-2.087802887E1,4.019483185E1
8.923140000E-1,-1.761532402E1,-2.086502075E1,4.020082855E1
9.140570000E-1,-1.761488724E1,-2.085330582E1,4.020710373E1
9.358150000E-1,-1.761272049E1,-2.084329796E1,4.021323776E1
9.576060000E-1,-1.760595512E1,-2.084067917E1,4.021755600E1
9.793650000E-1,-1.760471344E1,-2.082719994E1,4.022508621E1
1.001124000E0,-1.760291862E1,-2.081214333E1,4.023365784E1
1.022883000E0,-1.760321045E1,-2.080326080E1,4.023813248E1
1.044642000E0,-1.760201454E1,-2.079478455E1,4.024303055E1
1.066399000E0,-1.760169411E1,-2.078950500E1,4.024589920E1
1.088186000E0,-1.759916306E1,-2.077870369E1,4.025257874E1
1.109949000E0,-1.759732246E1,-2.076918602E1,4.025830460E1
1.131708000E0,-1.759534836E1,-2.076142120E1,4.026316833E1
1.153467000E0,-1.758588600E1,-2.076873207E1,4.026353073E1
1.175227000E0,-1.758946609E1,-2.074512100E1,4.027413940E1
1.196982000E0,-1.758613968E1,-2.073910904E1,4.027869034E1
1.218745000E0,-1.758471489E1,-2.072926331E1,4.028438187E1
1.240504000E0,-1.758015442E1,-2.072117424E1,4.029052353E1
1.262293000E0,-1.757607841E1,-2.071898079E1,4.029343033E1
1.284049000E0,-1.756077385E1,-2.072902298E1,4.029494476E1
1.305811000E0,-1.756100464E1,-2.072662163E1,4.029607773E1
1.327565000E0,-1.756051254E1,-2.071382332E1,4.030286789E1
1.349329000E0,-1.756141090E1,-2.070457840E1,4.030722427E1
1.371088000E0,-1.756038666E1,-2.069900131E1,4.031053543E1
1.392859000E0,-1.754889107E1,-2.070979881E1,4.030999756E1
1.414637000E0,-1.755194283E1,-2.068668747E1,4.032053757E1
1.436396000E0,-1.754133415E1,-2.068410110E1,4.032648087E1
1.458146000E0,-1.751744652E1,-2.071112061E1,4.032299423E1
1.479914000E0,-1.750969696E1,-2.072107124E1,4.032125092E1
1.501673000E0,-1.750848579E1,-2.072846413E1,4.031797791E1
1.523432000E0,-1.751341629E1,-2.073092270E1,4.031457138E1
1.545191000E0,-1.751233482E1,-2.072641563E1,4.031735229E1
1.566966000E0,-1.750458527E1,-2.071972847E1,4.032415771E1
1.588740000E0,-1.749429512E1,-2.071425629E1,4.033143234E1
1.610500000E0,-1.748377037E1,-2.071397018E1,4.033614731E1
1.632259000E0,-1.747607422E1,-2.071655083E1,4.033815384E1
1.654017000E0,-1.746788406E1,-2.074607086E1,4.032652664E1
1.675776000E0,-1.747571754E1,-2.073334503E1,4.032968521E1
1.697559000E0,-1.747264862E1,-2.072933388E1,4.033307648E1
1.719325000E0,-1.746426201E1,-2.072219086E1,4.034037399E1
1.741083000E0,-1.745304871E1,-2.071726608E1,4.034775162E1
1.762842000E0,-1.743993187E1,-2.074285126E1,4.034028625E1
1.784604000E0,-1.744204712E1,-2.073376274E1,4.034404373E1
1.806362000E0,-1.743906593E1,-2.073156357E1,4.034646225E1
1.828120000E0,-1.743414688E1,-2.072501564E1,4.035194397E1
1.849879000E0,-1.742051697E1,-2.073413467E1,4.035314941E1
1.871668000E0,-1.742023849E1,-2.070871162E1,4.036632156E1
1.893428000E0,-1.741017342E1,-2.073159790E1,4.035891342E1
1.915186000E0,-1.740833664E1,-2.074522400E1,4.035271072E1
1.936945000E0,-1.737841606E1,-2.077692223E1,4.034929276E1
1.958704000E0,-1.708148384E1,-2.099686813E1,4.036222839E1
1.980475000E0,-1.652478027E1,-2.137555122E1,4.039520264E1
2.002222000E0,-1.636321449E1,-2.145722771E1,4.041767120E1
2.024012000E0,-1.650373840E1,-2.128320694E1,4.045252991E1
2.045771000E0,-1.643781090E1,-2.124662781E1,4.049857712E1
2.067530000E0,-1.663706398E1,-2.154956055E1,4.025643158E1
2.089271000E0,-1.768454361E1,-2.175263596E1,3.969679260E1
2.111049000E0,-1.937916374E1,-2.257824516E1,3.842429352E1
2.132807000E0,-2.072509193E1,-2.401399040E1,3.681785202E1
2.154566000E0,-2.204670715E1,-2.524203491E1,3.519286346E1
2.176328000E0,-2.408220673E1,-2.655262566E1,3.281404114E1
2.198118000E0,-2.671858025E1,-2.709221840E1,3.023053169E1
2.219874000E0,-3.160776901E1,-2.742951202E1,2.470478821E1
2.241633000E0,-3.571327209E1,-2.770460510E1,1.785420227E1
2.263392000E0,-3.880457687E1,-2.757195663E1,9.785074234E0
2.285151000E0,-4.022866821E1,-2.706422615E1,3.307159424E0
2.306940000E0,-4.072008133E1,-2.590899277E1,-5.688124657E0
2.328678000E0,-3.924236679E1,-2.473773193E1,-1.448574924E1
2.350458000E0,-3.567084503E1,-2.408972168E1,-2.256172371E1
2.372217000E0,-3.036840439E1,-2.469639587E1,-2.880284119E1
2.393971000E0,-2.412860870E1,-2.635194778E1,-3.294147491E1
2.415736000E0,-1.714647293E1,-2.834858894E1,-3.555434418E1
2.437495000E0,-8.497074127E0,-3.012165642E1,-3.717850113E1
