"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675950981E1,1.203274001E1,1.054937988E3,-1.000000000E0,-1.000000000E0,3.987792834E2,3.987792834E2
2.914595604E-2,4.675950981E1,1.203274001E1,1.054937988E3,-1.000000000E0,-1.000000000E0,3.987801465E2,3.987801465E2
4.088670015E-1,4.675942343E1,1.203276491E1,1.054619385E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
6.434839964E-1,4.675941603E1,1.203276704E1,1.054363159E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.372902989E0,4.675941234E1,1.203276810E1,1.054150879E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
