,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75937736,12.03293664,1052.636841,-1.0,-1.0,322.5049287,322.5049287
1,259536027.9,46.75937734,12.03293676,1052.636841,-1.0,-1.0,322.5816521,322.5816521
2,537950992.6,46.75940215,12.03280394,1052.570557,-1.0,-1.0,165.0,165.0
3,775640964.5,46.75940539,12.03278656,1052.516357,-1.0,-1.0,165.0,165.0
4,2475137949.0,46.75940702,12.03277787,1052.46936,-1.0,-1.0,165.0,165.0
