"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.615980834E-2,4.018309712E-2,-1.078894436E-1
2.174400000E-2,9.289672226E-2,3.761782870E-2,-4.505741969E-2
4.350300000E-2,9.321905673E-2,3.524371982E-2,-5.945895985E-2
6.526200000E-2,9.015557170E-2,3.880983219E-2,-3.310647234E-2
8.705200000E-2,9.336204082E-2,3.873341903E-2,-1.252209302E-2
1.088100000E-1,8.846097440E-2,3.626773879E-2,-1.260307711E-2
1.305710000E-1,9.095314890E-2,3.507519513E-2,-1.491621789E-2
1.523290000E-1,9.704871476E-2,4.004083946E-2,-1.485787425E-2
1.740880000E-1,8.711299300E-2,3.637905791E-2,-1.143440697E-2
1.958470000E-1,9.581581503E-2,3.766140342E-2,-1.724659838E-2
2.176060000E-1,9.430126846E-2,3.888592869E-2,-6.466744468E-3
2.393660000E-1,8.828055859E-2,3.527851030E-2,-1.378385816E-2
2.611240000E-1,8.701335639E-2,3.407771140E-2,-1.379079279E-2
2.828830000E-1,9.068555385E-2,3.658611327E-2,-1.615468226E-2
3.046450000E-1,8.548450470E-2,4.026854038E-2,-6.739143282E-3
3.264010000E-1,9.169857204E-2,3.907745704E-2,-1.256408263E-2
3.481910000E-1,9.285135567E-2,3.659753874E-2,-1.006403100E-2
3.699500000E-1,9.270729870E-2,4.028762877E-2,-7.739807479E-3
3.917090000E-1,8.661468327E-2,3.538097814E-2,-1.261877455E-2
4.134680000E-1,8.894695342E-2,3.661724180E-2,-1.137456857E-2
4.352270000E-1,9.246161580E-2,4.156607017E-2,-8.976155892E-3
4.569860000E-1,8.880586922E-2,3.915385157E-2,-1.384346746E-2
4.787450000E-1,8.984448016E-2,3.789150715E-2,-8.962768130E-3
5.005210000E-1,9.113394469E-2,3.420623764E-2,-1.366377156E-2
5.222840000E-1,8.975915611E-2,3.789908439E-2,-1.378441881E-2
5.440450000E-1,9.202752262E-2,3.415508568E-2,-1.001802832E-2
5.658120000E-1,8.961503208E-2,3.541089967E-2,-1.493494306E-2
5.875710000E-1,8.944305778E-2,3.537471965E-2,-1.011645328E-2
6.093300000E-1,9.179492295E-2,3.413562849E-2,-1.243125089E-2
6.310700000E-1,8.901667595E-2,3.778506070E-2,-1.017806679E-2
6.528480000E-1,8.274839073E-2,3.528841585E-2,-1.150012016E-2
6.746070000E-1,8.992464840E-2,3.523477167E-2,-1.009106450E-2
6.963650000E-1,8.726721257E-2,4.013156518E-2,-9.069626220E-3
7.181250000E-1,9.082726389E-2,3.514664993E-2,-8.855256252E-3
7.398860000E-1,8.819001168E-2,3.757574037E-2,-8.982353844E-3
7.616450000E-1,8.545779437E-2,3.505361453E-2,-1.140818466E-2
7.834020000E-1,8.763159066E-2,3.871453181E-2,-1.142739132E-2
8.051820000E-1,8.982241154E-2,3.618274629E-2,-1.010046713E-2
