"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.704223442E1,-2.240365028E1,4.000217056E1
2.175900000E-2,-1.706978416E1,-2.235944176E1,4.001515198E1
4.351800000E-2,-1.708995056E1,-2.233300400E1,4.002130890E1
6.527700000E-2,-1.709759521E1,-2.230662918E1,4.003275681E1
8.704700000E-2,-1.709565735E1,-2.227784157E1,4.004961395E1
1.088220000E-1,-1.710578156E1,-2.225049591E1,4.006048965E1
1.305860000E-1,-1.712036896E1,-2.222548294E1,4.006814575E1
1.523440000E-1,-1.713891029E1,-2.220069885E1,4.007395172E1
1.741030000E-1,-1.715530586E1,-2.216546059E1,4.008644485E1
1.958620000E-1,-1.716187286E1,-2.213238907E1,4.010190582E1
2.176210000E-1,-1.716713905E1,-2.211382866E1,4.010988617E1
2.393810000E-1,-1.717077446E1,-2.209873772E1,4.011664963E1
2.611700000E-1,-1.717959976E1,-2.207540321E1,4.012571335E1
2.829290000E-1,-1.718832588E1,-2.205776215E1,4.013168335E1
3.046740000E-1,-1.720245361E1,-2.201486015E1,4.014918137E1
3.264470000E-1,-1.721030045E1,-2.200009155E1,4.015391159E1
3.482060000E-1,-1.721315384E1,-2.198452759E1,4.016121292E1
3.699650000E-1,-1.720915413E1,-2.197582626E1,4.016769028E1
3.917250000E-1,-1.722071838E1,-2.192992783E1,4.018780518E1
4.134980000E-1,-1.721955872E1,-2.192905426E1,4.018878555E1
4.352730000E-1,-1.722838593E1,-2.191574860E1,4.019226074E1
4.570320000E-1,-1.723255539E1,-2.189866638E1,4.019977188E1
4.787920000E-1,-1.723877716E1,-2.187347412E1,4.021082687E1
5.005630000E-1,-1.724413300E1,-2.185077667E1,4.022087097E1
5.223090000E-1,-1.724527359E1,-2.183760643E1,4.022753525E1
5.440680000E-1,-1.724958038E1,-2.182383728E1,4.023315430E1
5.658270000E-1,-1.725642586E1,-2.180900764E1,4.023826981E1
5.875900000E-1,-1.725470161E1,-2.180060387E1,4.024356079E1
6.093570000E-1,-1.725679779E1,-2.178551102E1,4.025083160E1
6.311340000E-1,-1.725965118E1,-2.177217674E1,4.025682068E1
6.528940000E-1,-1.725661850E1,-2.177954292E1,4.025413513E1
6.746520000E-1,-1.725944901E1,-2.176437950E1,4.026112366E1
6.964110000E-1,-1.726296806E1,-2.174895096E1,4.026795578E1
7.181710000E-1,-1.727111435E1,-2.171876526E1,4.028075027E1
7.399610000E-1,-1.727167320E1,-2.170777321E1,4.028643799E1
7.617190000E-1,-1.727586555E1,-2.169083023E1,4.029376602E1
7.834780000E-1,-1.727244377E1,-2.169028282E1,4.029552078E1
8.052300000E-1,-1.727334404E1,-2.167120743E1,4.030540085E1
8.270020000E-1,-1.728426552E1,-2.163447571E1,4.032044601E1
8.487560000E-1,-1.728434563E1,-2.162133980E1,4.032746124E1
8.710291250E-1,-1.727911758E1,-2.162709045E1,4.032661819E1
8.927871250E-1,-1.728596306E1,-2.159255409E1,4.034218597E1
9.145621250E-1,-1.728075981E1,-2.159774017E1,4.034164429E1
9.363301250E-1,-1.728540421E1,-2.156608200E1,4.035658646E1
9.580791250E-1,-1.727703476E1,-2.157204437E1,4.035698318E1
9.798541250E-1,-1.727750969E1,-2.156227684E1,4.036200333E1
1.001615125E0,-1.728414154E1,-2.153133392E1,4.037567520E1
1.023372125E0,-1.728194809E1,-2.152538681E1,4.037978745E1
1.045131125E0,-1.727410507E1,-2.153363419E1,4.037874985E1
1.066922125E0,-1.727264786E1,-2.152509308E1,4.038392258E1
1.088681125E0,-1.727124596E1,-2.151631355E1,4.038920212E1
1.110440125E0,-1.727124214E1,-2.150814247E1,4.039354706E1
1.132198125E0,-1.726846695E1,-2.150022888E1,4.039895630E1
1.153957125E0,-1.726533127E1,-2.149449921E1,4.040334320E1
1.175716125E0,-1.726230240E1,-2.148864937E1,4.040773773E1
1.197475125E0,-1.725929832E1,-2.148250580E1,4.041230011E1
1.219246125E0,-1.725015259E1,-2.149052811E1,4.041193771E1
1.241018125E0,-1.724871254E1,-2.148670387E1,4.041458130E1
1.262782125E0,-1.724920464E1,-2.146223450E1,4.042737579E1
1.284542125E0,-1.724759102E1,-2.145826721E1,4.043016434E1
1.306302125E0,-1.724364662E1,-2.145547867E1,4.043332672E1
1.328059125E0,-1.723621750E1,-2.146793365E1,4.042988586E1
1.349833125E0,-1.722840118E1,-2.146242332E1,4.043614197E1
1.371579125E0,-1.722379112E1,-2.145933342E1,4.043974686E1
1.393367125E0,-1.722113800E1,-2.145928955E1,4.044089508E1
1.415126125E0,-1.721493340E1,-2.145617485E1,4.044519424E1
1.436885125E0,-1.721346092E1,-2.145226860E1,4.044789505E1
1.458644125E0,-1.720844269E1,-2.144902420E1,4.045175171E1
1.480405125E0,-1.720226097E1,-2.144594383E1,4.045601273E1
1.502181125E0,-1.719823456E1,-2.144211769E1,4.045975113E1
1.523921125E0,-1.719190979E1,-2.144190216E1,4.046255112E1
1.545712125E0,-1.718848991E1,-2.144253731E1,4.046366501E1
1.567470125E0,-1.717744637E1,-2.146030426E1,4.045893478E1
1.589222125E0,-1.717826653E1,-2.144006729E1,4.046931839E1
1.610990125E0,-1.717325020E1,-2.143704796E1,4.047304535E1
1.632747125E0,-1.716911316E1,-2.143362617E1,4.047660828E1
1.654506125E0,-1.715734291E1,-2.144858932E1,4.047368240E1
1.676265125E0,-1.715505981E1,-2.144889832E1,4.047447968E1
1.698050125E0,-1.715263939E1,-2.143280029E1,4.048403931E1
1.719799125E0,-1.714459610E1,-2.143485832E1,4.048635483E1
1.741573125E0,-1.713921165E1,-2.143805313E1,4.048693848E1
1.763332125E0,-1.713087845E1,-2.144254494E1,4.048808670E1
1.785092125E0,-1.712206841E1,-2.146109772E1,4.048198700E1
1.806864125E0,-1.711881828E1,-2.146082115E1,4.048350143E1
1.828609125E0,-1.711454773E1,-2.146241379E1,4.048446274E1
1.850398125E0,-1.710900307E1,-2.146033478E1,4.048790741E1
1.872158125E0,-1.710362244E1,-2.146009445E1,4.049031067E1
1.893917125E0,-1.709817123E1,-2.145904541E1,4.049317169E1
1.915660125E0,-1.708617401E1,-2.147525215E1,4.048963928E1
1.937435125E0,-1.709188461E1,-2.145682144E1,4.049700546E1
1.959195125E0,-1.708660316E1,-2.145953369E1,4.049779892E1
1.980963125E0,-1.707599449E1,-2.147927666E1,4.049180222E1
2.002715125E0,-1.707196045E1,-2.147717476E1,4.049462128E1
2.024501125E0,-1.706595421E1,-2.147593689E1,4.049781418E1
2.046260125E0,-1.705475426E1,-2.149390793E1,4.049299622E1
2.068019125E0,-1.704825783E1,-2.149252129E1,4.049646759E1
2.089768125E0,-1.704262543E1,-2.149248505E1,4.049885559E1
2.111555125E0,-1.702894020E1,-2.150970840E1,4.049546051E1
2.133297125E0,-1.702621269E1,-2.150874519E1,4.049711990E1
2.155087125E0,-1.702343941E1,-2.148963165E1,4.050843048E1
