"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.409704804E-2,3.500347584E-2,-1.078155823E-2
2.175800000E-2,9.339638054E-2,3.522716463E-2,-8.212490939E-3
4.351800000E-2,9.461881220E-2,3.646125644E-2,-8.206370287E-3
6.527700000E-2,9.218658507E-2,3.770181537E-2,-9.508071467E-3
8.703600000E-2,9.352501482E-2,3.772405162E-2,-1.429290883E-2
1.087910000E-1,9.095079452E-2,4.017043114E-2,-9.598820470E-3
1.305360000E-1,9.223173559E-2,3.769908473E-2,-1.191775594E-2
1.523140000E-1,9.086506814E-2,3.766445071E-2,-5.928089842E-3
1.740730000E-1,9.590132535E-2,3.768594936E-2,-1.181488205E-2
1.958320000E-1,9.587442875E-2,3.767955676E-2,-1.061006822E-2
2.175930000E-1,9.833962470E-2,3.642399609E-2,-1.171813533E-2
2.393430000E-1,9.575574100E-2,3.760844097E-2,-6.995813921E-3
2.611100000E-1,9.458593279E-2,3.636603057E-2,-1.061656978E-2
2.828690000E-1,9.096407890E-2,3.885151818E-2,-1.680102572E-2
3.046270000E-1,8.835907280E-2,3.758502007E-2,-1.322821155E-2
3.263860000E-1,9.557957947E-2,3.878282383E-2,-9.436853230E-3
3.481450000E-1,9.428059310E-2,3.627672791E-2,-7.005421910E-3
3.699200000E-1,9.804707021E-2,3.871747851E-2,-1.298307441E-2
3.916630000E-1,8.933161199E-2,3.619566560E-2,-1.075829752E-2
4.134250000E-1,9.290108085E-2,3.985910118E-2,-1.074117608E-2
4.351810000E-1,9.536769986E-2,3.738715500E-2,-1.061600819E-2
4.569400000E-1,9.410838038E-2,3.737819567E-2,-1.185600366E-2
4.786990000E-1,9.643029422E-2,3.485238925E-2,-9.322357364E-3
5.004600000E-1,9.018136561E-2,3.849969059E-2,-8.374562487E-3
5.222140000E-1,9.149083495E-2,3.353043273E-2,-1.425194647E-2
5.439770000E-1,9.630076587E-2,3.844662756E-2,-1.061300375E-2
5.657350000E-1,9.245655686E-2,3.593534604E-2,-8.251571096E-3
5.874940000E-1,9.234864265E-2,3.589528054E-2,-1.186854858E-2
6.092740000E-1,9.212132543E-2,3.579551727E-2,-7.050557062E-3
6.310110000E-1,9.096114337E-2,4.196542129E-2,-1.325042173E-2
6.528020000E-1,9.697189927E-2,4.069323093E-2,-7.026348263E-3
6.745610000E-1,9.069036692E-2,3.693550080E-2,-1.073094737E-2
6.963200000E-1,9.166944027E-2,3.560891375E-2,-9.466433898E-3
7.180730000E-1,9.028670937E-2,3.799818456E-2,-1.196926739E-2
7.398380000E-1,8.902623504E-2,3.304683417E-2,-9.481075220E-3
7.615970000E-1,9.625902772E-2,3.792750090E-2,-9.389216080E-3
7.833560000E-1,8.982303739E-2,3.906952590E-2,-7.182588801E-3
8.051150000E-1,8.969681710E-2,3.901081160E-2,-1.320999395E-2
8.268740000E-1,9.190442413E-2,3.893696144E-2,-8.323854767E-3
8.486330000E-1,9.324000031E-2,3.896146268E-2,-1.310875639E-2
8.703920000E-1,8.940242976E-2,3.267225251E-2,-1.548320893E-2
8.921510000E-1,9.033303708E-2,3.748350218E-2,-1.315482799E-2
9.139000000E-1,8.889981359E-2,3.615516052E-2,-1.557372510E-2
9.356690000E-1,8.734686673E-2,3.604941070E-2,-1.440676115E-2
9.574280000E-1,8.821885288E-2,3.594120219E-2,-1.076122839E-2
9.791960000E-1,8.806113154E-2,3.711982444E-2,-9.586253203E-3
1.000946000E0,9.040416777E-2,3.455874324E-2,-1.428349037E-2
1.022705000E0,9.425266832E-2,3.379045427E-2,-1.030408777E-2
1.044464000E0,9.303561598E-2,3.750263155E-2,-1.162794512E-2
1.066223000E0,9.423407912E-2,3.377817944E-2,-1.271456014E-2
1.087982000E0,9.297606349E-2,3.747043759E-2,-1.524408441E-2
1.109751000E0,9.898371249E-2,3.495007008E-2,-1.140221674E-2
1.131515000E0,9.528756142E-2,3.741614521E-2,-1.276694518E-2
1.153260000E0,9.151466191E-2,3.862805292E-2,-1.048899349E-2
1.175019000E0,9.399761260E-2,3.614755347E-2,-1.397909131E-2
1.196778000E0,8.886487782E-2,3.856313601E-2,-8.149763569E-3
1.218539000E0,9.006662667E-2,3.360331804E-2,-9.208166972E-3
1.240310000E0,8.511273563E-2,4.100289568E-2,-1.192545705E-2
1.262055000E0,9.118875861E-2,3.602449223E-2,-1.043679845E-2
1.283815000E0,8.995306492E-2,3.725270927E-2,-1.170463208E-2
1.305574000E0,9.116481245E-2,3.477543592E-2,-1.040900405E-2
1.327358000E0,9.242204577E-2,3.600852564E-2,-1.522296481E-2
1.349091000E0,9.227970243E-2,3.225303441E-2,-1.152483374E-2
1.370875000E0,9.217638522E-2,3.715405613E-2,-1.284400932E-2
1.392639000E0,9.328808635E-2,3.710903227E-2,-1.040101796E-2
1.414376000E0,9.201774001E-2,3.832240403E-2,-1.166930143E-2
1.436158000E0,8.829064667E-2,3.584299982E-2,-9.306278080E-3
1.457917000E0,8.830446750E-2,3.460552543E-2,-1.168810669E-2
1.479676000E0,9.431503713E-2,3.950257972E-2,-1.042537484E-2
1.501417000E0,9.426342696E-2,3.453222662E-2,-1.031341590E-2
1.523194000E0,9.663582593E-2,3.326559439E-2,-7.807391230E-3
1.544954000E0,8.938110620E-2,3.824357688E-2,-1.415050775E-2
1.566712000E0,9.308752418E-2,3.453011811E-2,-1.637290791E-2
1.588471000E0,8.927930146E-2,3.572808951E-2,-1.530038845E-2
1.610222000E0,9.403243661E-2,4.061885551E-2,-1.286724117E-2
1.631989000E0,9.159778059E-2,3.568135574E-2,-1.282303315E-2
1.653748000E0,9.153178334E-2,3.441786021E-2,-1.159070898E-2
1.675507000E0,9.149047732E-2,3.686102480E-2,-1.405808050E-2
1.697266000E0,9.255222231E-2,3.680173680E-2,-1.041050814E-2
1.719025000E0,9.139295667E-2,3.804269806E-2,-1.770286448E-2
1.740784000E0,9.494981170E-2,3.552885726E-2,-1.513435319E-2
1.762543000E0,9.361641109E-2,3.549462557E-2,-1.396468282E-2
1.784302000E0,8.982084692E-2,3.422864899E-2,-1.042556018E-2
1.806052000E0,9.112736583E-2,3.422876075E-2,-1.762134209E-2
1.827820000E0,9.222572297E-2,3.542581573E-2,-1.400130149E-2
1.849579000E0,8.837504685E-2,3.537492454E-2,-1.049096324E-2
1.871347000E0,8.829507232E-2,3.409969062E-2,-1.166900992E-2
1.893097000E0,8.816221356E-2,3.529386595E-2,-9.288344532E-3
1.914878000E0,8.445888758E-2,3.527808934E-2,-1.180209778E-2
1.936615000E0,8.939771354E-2,3.528022021E-2,-1.286949217E-2
1.958399000E0,8.563306928E-2,3.526423872E-2,-9.358114563E-3
1.980158000E0,9.172388166E-2,3.770153597E-2,-1.165365707E-2
2.001923000E0,9.167359769E-2,3.520559147E-2,-1.280280482E-2
2.023682000E0,9.453235567E-2,4.082439467E-2,-1.538051572E-2
2.045441000E0,9.086970985E-2,3.588795662E-2,-1.537066232E-2
2.067201000E0,9.081300348E-2,3.710152581E-2,-1.539953332E-2
2.088959000E0,9.202475101E-2,3.462425619E-2,-1.410390530E-2
2.110691000E0,8.947501332E-2,3.706542403E-2,-1.302503888E-2
2.132477000E0,9.062796831E-2,3.580541164E-2,-1.055318117E-2
2.154236000E0,9.429106861E-2,4.073555022E-2,-1.176828239E-2
2.175995000E0,9.177341312E-2,3.700553626E-2,-1.054811012E-2
2.197755000E0,8.801472187E-2,3.574443981E-2,-9.418852627E-3
2.219520167E0,8.927015215E-2,3.573988006E-2,-1.299962122E-2
2.241284167E0,9.171891958E-2,3.820012137E-2,-1.539751422E-2
2.263038167E0,9.148889780E-2,3.690112382E-2,-6.936121732E-3
2.284797167E0,9.048143029E-2,3.571841493E-2,-1.658076048E-2
2.306538167E0,9.036624432E-2,3.815502673E-2,-1.422808692E-2
2.328315167E0,9.030319005E-2,3.442626074E-2,-1.173415594E-2
2.350074167E0,9.025551379E-2,3.316960484E-2,-1.170650870E-2
2.371822167E0,9.745972604E-2,4.053157941E-2,-8.055988699E-3
2.393592167E0,8.774200827E-2,3.684702888E-2,-1.427093521E-2
2.415368167E0,8.651254326E-2,3.931271657E-2,-1.677179895E-2
2.437112167E0,9.259306639E-2,3.434858471E-2,-1.287266519E-2
2.458870167E0,9.130727500E-2,3.556452692E-2,-1.293560863E-2
2.480629167E0,9.124968201E-2,3.678252548E-2,-1.175931748E-2
2.502395167E0,8.748631924E-2,3.676064685E-2,-9.453203529E-3
