,Time (s),X (µT),Y (µT),Z (µT)
0,0.0,-13.03282166,-21.13811493,33.29010773
1,21764000.0,-13.02926731,-21.1247406,33.29998016
2,43523000.0,-13.03926849,-21.08077812,33.32392883
3,65273000.0,-13.04227352,-21.06274223,33.33415222
4,87041000.0,-13.04208374,-21.06586456,33.33224869
5,108800000.0,-13.04480076,-21.05327988,33.33913803
6,130560000.0,-13.04780769,-21.03223801,33.35123825
7,152313000.0,-13.04862881,-21.00971603,33.36511612
8,174077000.0,-13.05020618,-20.98793411,33.37820435
9,195837000.0,-13.05220032,-20.97191238,33.38748932
10,217596000.0,-13.05687046,-20.96146202,33.39222717
11,239356000.0,-13.05593872,-20.96157074,33.3925209
12,261133000.0,-13.05610466,-20.94414711,33.40338516
13,282898000.0,-13.05641365,-20.92663193,33.41424561
14,304662000.0,-13.05532455,-20.90891266,33.42576218
15,326422000.0,-13.05089188,-20.91283798,33.42503738
16,348180000.0,-13.059865,-20.89094162,33.43521881
17,369926000.0,-13.06056118,-20.88096428,33.44118118
18,391698000.0,-13.06057262,-20.87060356,33.44764709
19,413457000.0,-13.05819798,-20.85692406,33.45710373
20,435216000.0,-13.05212593,-20.85446358,33.46100616
21,456971000.0,-13.05382824,-20.84195328,33.46813583
22,478734000.0,-13.05689716,-20.82822227,33.47548676
23,500502000.0,-13.0568552,-20.82626343,33.4767189
24,522253000.0,-13.05819798,-20.80905342,33.48689651
25,544012000.0,-13.05844212,-20.78880501,33.49937439
26,565771000.0,-13.05049324,-20.78812218,33.50289536
27,587531000.0,-13.04849529,-20.77613068,33.51111603
28,609290000.0,-13.04819965,-20.76760864,33.51651382
29,631078000.0,-13.04828167,-20.75806236,33.52238846
30,652831000.0,-13.05113792,-20.74265862,33.53081131
31,674596000.0,-13.04585648,-20.74333572,33.53244781
32,696355000.0,-13.05015659,-20.71340179,33.54927826
33,718114000.0,-13.0472517,-20.70601463,33.55496216
34,739855000.0,-13.04535198,-20.69965935,33.55962372
35,761623000.0,-13.03621674,-20.70548248,33.55958176
36,783392000.0,-13.03580666,-20.6994133,33.56348419
37,805150000.0,-13.03975105,-20.67307663,33.57817841
38,826910000.0,-13.03713226,-20.66442871,33.58451843
39,848661000.0,-13.03277779,-20.65946007,33.58926392
40,870419000.0,-13.0278511,-20.65663528,33.5929184
41,892188000.0,-13.01718998,-20.66437149,33.59228516
42,913947000.0,-13.01632118,-20.65579033,33.59790039
43,935705000.0,-13.02161407,-20.63425827,33.60908127
44,957463000.0,-13.01689148,-20.62895012,33.61416626
45,979253000.0,-13.0108366,-20.62797546,33.61711502
