,Time (s),X (µT),Y (µT),Z (µT)
21,456970000.0,-13.94626713,-23.44169044,42.93881607
22,478729000.0,-13.88439941,-23.55756569,42.89542389
23,500994750.0,-13.84529495,-23.64680099,42.8589592
24,522779750.0,-13.87406921,-23.56596375,42.89415359
25,544538750.0,-13.90333366,-23.48370743,42.92978668
26,566279750.0,-13.93200207,-23.400774,42.96576309
27,588055750.0,-13.87504864,-23.53243828,42.9122467
28,609814750.0,-13.87102795,-23.50654411,42.92772675
29,631568750.0,-13.88601112,-23.46547127,42.94535446
30,653327750.0,-13.8837595,-23.45635414,42.95106506
31,675091750.0,-13.86683273,-23.48329163,42.94181061
32,696836750.0,-13.90313435,-23.38028336,42.98625946
33,718607750.0,-13.92986679,-23.29856682,43.0219574
34,740369750.0,-13.95776367,-23.21784973,43.05653763
35,762128750.0,-13.98104,-23.15600204,43.08229446
36,783888750.0,-14.0090704,-23.07395744,43.11717987
37,805646750.0,-13.95748806,-23.17940521,43.07733536
38,827421750.0,-13.86454105,-23.38747215,42.99481583
39,849164750.0,-13.85458851,-23.40421295,42.98890686
40,870924750.0,-13.87662506,-23.34165573,43.01581192
41,892682750.0,-13.90538216,-23.26206207,43.04962158
42,914452750.0,-13.87396622,-23.32758904,43.02429581
43,936213750.0,-13.80926228,-23.47179985,42.96664429
44,957959750.0,-13.83848953,-23.38982391,43.00191879
45,979718750.0,-13.81478786,-23.44399452,42.98003769
46,1001478750.0,-13.75850487,-23.56159973,42.93375778
47,1023232750.0,-13.72535229,-23.64773941,42.89699554
48,1045009750.0,-13.69600773,-23.71376038,42.86992645
49,1066754750.0,-13.70379257,-23.6801815,42.88599777
50,1088513750.0,-13.68292522,-23.71710968,42.87224579
51,1110304750.0,-13.71386528,-23.63531494,42.90752411
52,1132062750.0,-13.70883656,-23.64108276,42.90594864
53,1153821750.0,-13.75031853,-23.60131645,42.91456223
54,1175557750.0,-13.89244366,-23.45564651,42.94864655
55,1197339750.0,-14.02407074,-23.31488609,42.98249817
56,1219074750.0,-14.08049202,-23.20053291,43.02589798
57,1240857750.0,-14.0947113,-23.15902328,43.04360199
58,1262610750.0,-14.13077545,-23.05652428,43.08679199
59,1284375750.0,-14.14163399,-22.98371315,43.12210464
60,1306134750.0,-13.92594051,-23.01751137,43.17425156
61,1327883750.0,-13.66310024,-23.09064102,43.21915817
62,1349652750.0,-13.84485149,-22.91077805,43.25701904
63,1371411750.0,-14.14746475,-22.63756561,43.30292511
64,1393170750.0,-14.41010666,-22.34827995,43.36653519
65,1414917750.0,-13.88857937,-22.13950157,43.64290619
66,1436689750.0,-13.68179703,-22.05656052,43.75008011
67,1458447750.0,-14.14794159,-21.99518394,43.63256454
68,1480206750.0,-16.64874649,-21.52806473,42.97807312
69,1501965750.0,-18.90054321,-20.83753777,42.38300705
70,1523738750.0,-21.74548721,-20.16359138,41.33178711
71,1545483750.0,-24.25248337,-20.04595757,39.97161865
72,1567250750.0,-28.99562836,-20.25680351,36.56048203
