"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675945059E1,1.203306841E1,1.052771973E3,-1.000000000E0,-1.000000000E0,1.969582808E2,1.969582808E2
1.198303699E-2,4.675945059E1,1.203306841E1,1.052771973E3,-1.000000000E0,-1.000000000E0,1.969582808E2,1.969582808E2
4.699560404E-1,4.675942594E1,1.203289257E1,1.052700928E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
7.525449991E-1,4.675941729E1,1.203283087E1,1.052641846E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.415208101E0,4.675941297E1,1.203280002E1,1.052591675E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
