"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675949097E1,1.203333130E1,1.038891479E3,-1.000000000E0,-1.000000000E0,2.360243458E2,2.360243458E2
5.572593212E-2,4.675949097E1,1.203333130E1,1.038908813E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
5.351339579E-1,4.675949097E1,1.203333130E1,1.038925537E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.040908933E0,4.675949097E1,1.203333130E1,1.038941528E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
