,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
5,2448727012.0,46.75937808,12.03293343,1052.863159,-1.0,-1.0,65.0,65.0
6,4719233036.0,46.75937799,12.0329334,1052.85437,-1.0,-1.0,65.0,65.0
