,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75941495,12.03261419,1064.727417,-1.0,-1.0,407.4693496,407.4693496
1,186304926.9,46.75941495,12.03261419,1064.727417,-1.0,-1.0,407.5043001,407.5043001
2,428547978.4,46.75940953,12.03274735,1060.950684,-1.0,-1.0,165.0,165.0
3,623096942.9,46.75940908,12.03275826,1058.900879,-1.0,-1.0,165.0,165.0
4,2252545953.0,46.75940886,12.03276371,1057.606689,-1.0,-1.0,165.0,165.0
