"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,1.354334652E-1,4.911934491E-3,-1.320128981E-2
2.175900000E-2,1.366238892E-1,7.374293171E-3,-1.201857999E-2
4.353500000E-2,1.341153681E-1,6.129674613E-3,-9.649512358E-3
6.527700000E-2,1.354711056E-1,6.158456206E-3,-1.563930698E-2
8.703600000E-2,1.341464520E-1,9.845070541E-3,-1.214390714E-2
1.088190000E-1,9.128842503E-2,3.857200593E-2,-1.381943468E-2
1.305730000E-1,9.126152843E-2,3.856561333E-2,-1.261462085E-2
1.523380000E-1,8.996882290E-2,3.484278172E-2,-8.949845098E-3
1.741030000E-1,9.365809709E-2,3.360467777E-2,-8.818550967E-3
1.958620000E-1,9.248308837E-2,3.732623160E-2,-1.255219523E-2
2.176210000E-1,9.374784678E-2,3.609240055E-2,-1.489940379E-2
2.393700000E-1,9.116815031E-2,3.729778528E-2,-1.017714571E-2
2.611390000E-1,9.236390889E-2,3.852523491E-2,-8.966206573E-3
2.828980000E-1,8.871218562E-2,3.606881201E-2,-1.142291538E-2
3.046580000E-1,8.504824340E-2,3.731894866E-2,-1.396429166E-2
3.264250000E-1,9.356591105E-2,3.606129810E-2,-1.128641237E-2
3.481760000E-1,9.353031963E-2,3.605223447E-2,-1.128690504E-2
3.699410000E-1,9.841499478E-2,3.726304322E-2,-1.238305401E-2
3.916930000E-1,8.969027549E-2,3.599340096E-2,-7.776299026E-3
4.134520000E-1,9.216699004E-2,3.599191457E-2,-1.011756994E-2
4.352190000E-1,9.723497927E-2,3.726090863E-2,-1.723726466E-2
4.569710000E-1,9.221012890E-2,3.847451136E-2,-1.258365717E-2
4.787300000E-1,9.101957083E-2,3.848198056E-2,-1.623297483E-2
5.004880000E-1,9.214758873E-2,3.844279051E-2,-1.378941350E-2
5.222410000E-1,8.844238520E-2,3.719770163E-2,-1.386449113E-2
5.440380000E-1,9.209410846E-2,3.842302412E-2,-1.258484274E-2
5.657960000E-1,8.959013224E-2,3.593839705E-2,-1.139263064E-2
5.875550000E-1,8.841595054E-2,3.595224395E-2,-1.383661292E-2
6.093140000E-1,8.594818413E-2,4.089696333E-2,-1.642843150E-2
6.310740000E-1,9.186120331E-2,3.588573262E-2,-8.915862069E-3
6.528320000E-1,9.196878970E-2,3.591129929E-2,-1.373511832E-2
6.745920000E-1,8.943285793E-2,3.586854041E-2,-1.380454190E-2
6.963500000E-1,8.811618388E-2,3.583850339E-2,-1.383980922E-2
7.181090000E-1,9.183003008E-2,3.707848117E-2,-1.737992465E-2
7.398790000E-1,8.925022185E-2,3.457884118E-2,-1.136810426E-2
7.616270000E-1,8.673514426E-2,3.580309451E-2,-9.055415168E-3
7.833860000E-1,9.050729126E-2,3.456078470E-2,-1.735889912E-2
8.051450000E-1,8.899448067E-2,3.694184870E-2,-1.022194605E-2
8.269100000E-1,9.499468654E-2,3.812026232E-2,-8.874642663E-3
8.486740000E-1,9.142897278E-2,3.567920998E-2,-1.374050416E-2
8.704230000E-1,9.122827649E-2,3.686753288E-2,-7.745267823E-3
8.921810000E-1,8.746299893E-2,3.561656550E-2,-9.026061743E-3
9.139710000E-1,8.986853808E-2,3.436494619E-2,-8.929721080E-3
9.357300000E-1,9.103004634E-2,3.308258951E-2,-1.007324457E-2
9.574890000E-1,8.857382089E-2,3.552522510E-2,-1.501890086E-2
9.792430000E-1,8.734051138E-2,3.676119819E-2,-1.508148573E-2
1.001007000E0,9.219864756E-2,3.674415126E-2,-1.253443863E-2
1.022752000E0,9.087808430E-2,3.472942859E-2,-9.400483221E-3
1.044525000E0,8.726968616E-2,3.722007200E-2,-1.437949669E-2
1.066284000E0,9.088887274E-2,3.472643718E-2,-1.181057934E-2
1.088043000E0,9.094266593E-2,3.473921865E-2,-1.422020793E-2
1.109804000E0,9.213310480E-2,3.720157593E-2,-1.303749811E-2
1.131564000E0,9.211152792E-2,3.596027941E-2,-1.180445403E-2
1.153320000E0,8.966902643E-2,3.720006347E-2,-1.551651768E-2
1.175080000E0,8.578997105E-2,3.839008510E-2,-9.624402039E-3
1.196839000E0,9.189808369E-2,3.466267511E-2,-9.368593805E-3
1.218587000E0,8.830555528E-2,3.344579786E-2,-1.426305901E-2
1.240371000E0,9.437037259E-2,3.836731985E-2,-1.179457456E-2
1.262115000E0,8.698969334E-2,3.465797752E-2,-1.191639993E-2
1.283906000E0,9.190843254E-2,3.465188295E-2,-1.418914832E-2
1.305664000E0,9.067122638E-2,3.341116384E-2,-1.540059596E-2
1.327421000E0,8.821212500E-2,3.711583093E-2,-1.796419919E-2
1.349182000E0,8.812011033E-2,3.584893420E-2,-1.552710403E-2
1.370941000E0,8.809380978E-2,3.212333098E-2,-1.544324402E-2
1.392700000E0,9.169250727E-2,3.703347594E-2,-1.424905285E-2
1.414455000E0,8.678440750E-2,3.827019408E-2,-1.561983582E-2
1.436214000E0,9.038031846E-2,3.700652346E-2,-1.307924092E-2
1.457977000E0,8.665453643E-2,3.699795529E-2,-1.318257395E-2
1.479736000E0,8.780715615E-2,3.574280813E-2,-9.505547583E-3
1.501499000E0,8.912567049E-2,3.451918066E-2,-1.426272467E-2
1.523258000E0,9.274516255E-2,3.697301820E-2,-1.180649083E-2
1.545013000E0,9.165167063E-2,3.700603917E-2,-1.786491647E-2
1.566772000E0,9.145805985E-2,3.819620609E-2,-9.459447116E-3
1.588531000E0,8.406577259E-2,3.695648909E-2,-9.637690149E-3
1.610290000E0,9.025374055E-2,3.695694357E-2,-1.428579167E-2
1.632053000E0,8.779659867E-2,3.695418313E-2,-1.555971336E-2
1.653839000E0,9.025789797E-2,3.571714461E-2,-1.546277385E-2
1.675598000E0,8.892519772E-2,3.443989158E-2,-1.306041237E-2
1.697357000E0,9.265547246E-2,3.567474335E-2,-1.780549251E-2
1.719117000E0,8.765795827E-2,3.689018264E-2,-1.676670834E-2
1.740865000E0,9.012457728E-2,3.441823646E-2,-1.664154045E-2
1.762634000E0,9.126745909E-2,3.562562168E-2,-1.422630716E-2
1.784393000E0,9.240492433E-2,3.806087002E-2,-1.304462086E-2
1.806152000E0,8.618976921E-2,3.680526093E-2,-1.077900641E-2
1.827911000E0,9.235162288E-2,3.803089634E-2,-1.425056532E-2
1.849684000E0,8.857451379E-2,3.553456813E-2,-1.068305597E-2
1.871429000E0,8.988632262E-2,3.555069491E-2,-1.667281240E-2
1.893188000E0,8.844665438E-2,3.549593315E-2,-9.478617460E-3
1.914959000E0,8.979288489E-2,3.305061907E-2,-1.420705952E-2
1.936706000E0,8.854383230E-2,3.303145617E-2,-1.544740237E-2
1.958465000E0,9.093376249E-2,3.671520203E-2,-1.425908133E-2
1.980236000E0,8.479384333E-2,3.672052920E-2,-1.443085540E-2
2.002014000E0,8.600025624E-2,3.547816351E-2,-1.316345669E-2
2.023773000E0,8.801262826E-2,3.454577923E-2,-1.440455392E-2
2.045532000E0,8.673040569E-2,3.329163045E-2,-1.320626959E-2
2.067291000E0,8.673599362E-2,3.823765367E-2,-1.452400163E-2
2.089050000E0,9.280054271E-2,3.697824478E-2,-1.070955582E-2
2.110792000E0,9.286499023E-2,3.452121466E-2,-1.306272484E-2
2.132559000E0,8.303239942E-2,3.946595639E-2,-1.586048119E-2
2.154327000E0,9.532970190E-2,3.698548302E-2,-1.666537300E-2
2.176086000E0,8.790799975E-2,3.697909042E-2,-1.446187403E-2
2.197845000E0,8.673913777E-2,3.575803339E-2,-1.687762700E-2
2.219600000E0,9.037527442E-2,3.696804121E-2,-1.680362783E-2
2.241372000E0,8.777946234E-2,3.692232817E-2,-1.325889118E-2
2.263122000E0,9.017962962E-2,5.420840532E-2,-1.599519141E-2
2.284882000E0,8.900600672E-2,3.443880007E-2,-1.557808369E-2
2.306634000E0,9.150125831E-2,3.444507718E-2,-1.791892946E-2
2.328954375E0,8.898616582E-2,3.566933051E-2,-1.560624037E-2
2.350709375E0,8.891475946E-2,3.564616293E-2,-1.319711935E-2
2.372472375E0,8.644238114E-2,3.810622916E-2,-1.452797186E-2
2.394231375E0,8.895976096E-2,3.563851491E-2,-1.801777259E-2
2.415979375E0,9.008548409E-2,3.437697887E-2,-1.313593239E-2
2.437750375E0,8.652318269E-2,1.462884992E-2,-1.519681979E-2
2.459509375E0,8.954367042E-2,3.577499464E-2,-4.572819173E-2
2.481267375E0,1.142940223E-1,4.373705015E-2,-3.851459324E-1
2.503014375E0,5.153684020E-1,6.201187149E-2,3.030977249E-1
2.524786375E0,1.710550547E0,1.122634932E-1,-2.023055218E-2
2.546544375E0,2.068391323E0,8.195203543E-1,-2.028168552E-2
2.568303375E0,3.006939650E0,2.429558754E0,7.962650657E-1
2.590062375E0,3.941814661E0,3.111270905E0,8.780195713E-1
2.611829375E0,2.538287401E0,3.567413330E0,7.380025387E-1
2.633606375E0,-1.100414395E-1,6.109822750E0,1.085909128E0
2.655370375E0,-1.924477339E0,7.658948898E0,1.887147307E0
2.677129375E0,-1.527888417E0,8.667341232E0,2.837230444E0
2.698888375E0,1.168035150E0,1.019078827E1,2.286096573E0
2.720642375E0,3.030714273E0,1.149710178E1,1.348952293E0
2.742406375E0,2.535804033E0,1.270854950E1,6.903935075E-1
2.764165375E0,2.236903429E0,1.077115250E1,-4.166471660E-1
2.785924375E0,2.813595057E0,7.789968014E0,-1.330823779E0
2.807693375E0,3.242281437E0,6.851239681E0,-1.561480403E0
2.829442375E0,3.031618357E0,6.329237938E0,-1.589251876E0
2.851209375E0,2.525495529E0,5.795246124E0,-1.644297481E0
2.872960375E0,1.980048418E0,5.156857491E0,-1.566677809E0
2.894719375E0,1.609784961E0,3.839363337E0,-1.978611350E0
2.916478375E0,1.596681952E0,3.188593388E0,-1.966590643E0
2.938238375E0,1.970603824E0,2.594303131E0,-1.250711799E0
2.959997375E0,1.858795285E0,2.714195251E0,-5.622416139E-1
2.981775375E0,1.387757421E0,2.083626270E0,-5.719206333E-1
3.003531375E0,1.107640266E0,1.793627977E0,-5.659250617E-1
3.025305375E0,1.096997857E0,1.405361891E0,-4.248485267E-1
3.047063375E0,9.962542653E-1,1.361813784E0,-5.809686184E-1
3.068823375E0,1.030121565E0,8.556440473E-1,-8.324991465E-1
3.090581375E0,1.042322516E0,8.217169642E-1,-4.914579391E-1
3.112323375E0,9.139498472E-1,1.450425863E0,-5.128321797E-2
3.134099375E0,6.199383736E-1,1.241414309E0,2.839730680E-1
3.155859375E0,4.523411393E-1,4.507887065E-1,1.465880573E-1
3.177617375E0,6.580713987E-1,3.041185737E-1,-3.952024877E-1
3.199365375E0,6.657789350E-1,5.802165866E-1,-3.048315942E-1
3.221135375E0,3.126041889E-1,5.769946575E-1,-1.157375723E-1
3.242916375E0,2.367302328E-1,5.875328779E-1,-4.616433084E-1
