"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675949090E1,1.203333129E1,1.035899658E3,-1.000000000E0,-1.000000000E0,1.259719433E3,1.259719433E3
5.794150829E-1,4.675949090E1,1.203333129E1,1.035899658E3,-1.000000000E0,-1.000000000E0,1.272710409E3,1.272710409E3
6.198099852E-1,4.675949090E1,1.203333129E1,1.035899658E3,-1.000000000E0,-1.000000000E0,1.272710409E3,1.272710409E3
8.822040558E-1,4.675949097E1,1.203333130E1,1.036151855E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
1.168753028E0,4.675949097E1,1.203333130E1,1.036373047E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.756533027E0,4.675949097E1,1.203333130E1,1.036568726E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
