"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,2.924702072E1,-1.132433701E1,4.480973053E1
2.176000000E-2,2.923673820E1,-1.127244091E1,4.482952118E1
4.351800000E-2,2.922812843E1,-1.122163582E1,4.484786606E1
6.527700000E-2,2.922179413E1,-1.120016479E1,4.485737228E1
8.703600000E-2,2.920803070E1,-1.115404510E1,4.487781906E1
1.087950000E-1,2.919501305E1,-1.110524654E1,4.489838409E1
1.305440000E-1,2.916870689E1,-1.102897263E1,4.493427277E1
1.523130000E-1,2.916820526E1,-1.101124477E1,4.493894196E1
1.740720000E-1,2.914867592E1,-1.094073009E1,4.496882248E1
1.958320000E-1,2.913568687E1,-1.090037441E1,4.498704147E1
2.175900000E-1,2.912569427E1,-1.086166191E1,4.500286865E1
2.393580000E-1,2.910133362E1,-1.079421997E1,4.503484726E1
2.610970000E-1,2.910287476E1,-1.076740265E1,4.504027557E1
2.828670000E-1,2.909620094E1,-1.073213005E1,4.505300140E1
3.046270000E-1,2.908666992E1,-1.069128990E1,4.506885910E1
3.263950000E-1,2.907781601E1,-1.065159225E1,4.508396912E1
3.481450000E-1,2.907073784E1,-1.061173725E1,4.509793091E1
3.699010000E-1,2.904837227E1,-1.053964233E1,4.512924957E1
3.916630000E-1,2.904406929E1,-1.050823784E1,4.513933563E1
4.134220000E-1,2.903722763E1,-1.047347736E1,4.515180969E1
4.351790000E-1,2.903210831E1,-1.043864346E1,4.516316223E1
4.569400000E-1,2.903366661E1,-1.042894840E1,4.516440582E1
4.787140000E-1,2.900412941E1,-1.033715725E1,4.520447540E1
5.004580000E-1,2.901110458E1,-1.033414268E1,4.520068741E1
5.222170000E-1,2.900022888E1,-1.028427887E1,4.521902466E1
5.439760000E-1,2.899817467E1,-1.025974464E1,4.522592163E1
5.657350000E-1,2.900355721E1,-1.025401878E1,4.522376251E1
5.875240000E-1,2.899810600E1,-1.022079659E1,4.523477936E1
6.092750000E-1,2.899487877E1,-1.019280052E1,4.524316025E1
6.310200000E-1,2.897614098E1,-1.012751007E1,4.526983261E1
6.528020000E-1,2.897420502E1,-1.010209465E1,4.527674103E1
6.745610000E-1,2.896906662E1,-1.007536983E1,4.528599548E1
6.963200000E-1,2.896548271E1,-1.004754448E1,4.529446030E1
7.180790000E-1,2.896318817E1,-1.001907921E1,4.530223083E1
7.398380000E-1,2.895429802E1,-9.986120224E0,4.531518936E1
7.615980000E-1,2.894684219E1,-9.934567451E0,4.533127975E1
7.833560000E-1,2.894693756E1,-9.914752960E0,4.533555222E1
8.051160000E-1,2.894737625E1,-9.898414612E0,4.533884811E1
8.268580000E-1,2.892729187E1,-9.836674690E0,4.536510849E1
8.486340000E-1,2.892679596E1,-9.816853523E0,4.536971283E1
8.703870000E-1,2.893705750E1,-9.813060760E0,4.536398697E1
8.921510000E-1,2.893648720E1,-9.790779114E0,4.536916351E1
9.139100000E-1,2.893458939E1,-9.773965836E0,4.537399673E1
9.356790000E-1,2.894349670E1,-9.779581070E0,4.536710358E1
9.574230000E-1,2.894070816E1,-9.756561279E0,4.537384033E1
9.791820000E-1,2.893066406E1,-9.704002380E0,4.539151001E1
1.000946000E0,2.894191742E1,-9.708915710E0,4.538328171E1
1.022715000E0,2.893448639E1,-9.660792351E0,4.539830017E1
1.044464000E0,2.893466187E1,-9.640384674E0,4.540251160E1
1.066223000E0,2.894339752E1,-9.642255783E0,4.539654922E1
1.087982000E0,2.894415474E1,-9.617377281E0,4.540134811E1
1.109741000E0,2.894429970E1,-9.594173431E0,4.540616226E1
1.131528000E0,2.891456032E1,-9.611797333E0,4.542138290E1
1.153290000E0,2.881849480E1,-9.969812393E0,4.540526199E1
1.175049000E0,2.870378685E1,-1.016046619E1,4.543564987E1
1.196809000E0,2.882491875E1,-1.018874741E1,4.535255814E1
1.218568000E0,2.910799408E1,-1.117751408E1,4.493693542E1
1.240317000E0,2.938080788E1,-1.218458557E1,4.449544144E1
1.262085000E0,3.183941841E1,-1.342259598E1,4.239842224E1
1.283844000E0,3.454244232E1,-1.388780880E1,4.006855774E1
1.305603000E0,3.903286743E1,-1.343665886E1,3.588080597E1
1.327364000E0,4.407596970E1,-1.202094173E1,3.007235527E1
1.349121000E0,4.914461517E1,-1.051185131E1,2.158353043E1
1.370893000E0,5.275692749E1,-9.750079155E0,1.063875008E1
1.392639000E0,5.372387314E1,-9.865579605E0,-2.820827484E0
1.414398000E0,5.230555725E1,-1.064759159E1,-1.192889023E1
1.436157000E0,4.956401443E1,-1.213716030E1,-1.968852615E1
1.457916000E0,4.677691269E1,-1.348340130E1,-2.493308830E1
1.479667000E0,4.117979431E1,-1.571730804E1,-3.238412094E1
1.501434000E0,3.545650101E1,-1.764458084E1,-3.772327423E1
1.523204000E0,2.826120377E1,-1.936715126E1,-4.263517761E1
1.544952000E0,2.092218781E1,-2.079509735E1,-4.605829620E1
1.566711000E0,1.606813431E1,-2.212248611E1,-4.737036133E1
1.588471000E0,9.928731918E0,-2.428030014E1,-4.799404144E1
1.610230000E0,3.144470215E0,-2.684592247E1,-4.754944229E1
1.632017000E0,-2.336261749E0,-2.850185394E1,-4.662324142E1
1.653778000E0,-7.906534195E0,-2.985483551E1,-4.514106750E1
