,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75944974,12.03265141,1056.130127,-1.0,-1.0,165.2384427,165.2384427
1,91670036.32,46.75942916,12.03271038,1054.976196,-1.0,-1.0,165.0,165.0
2,544716000.6,46.75941887,12.03273985,1054.323242,-1.0,-1.0,165.0,165.0
3,1875630975.0,46.75941359,12.03275498,1053.897461,-1.0,-1.0,165.0,165.0
