"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.383649254E1,-2.410827255E1,4.364732742E1
2.176000000E-2,-1.378892040E1,-2.421488571E1,4.360334396E1
4.351700000E-2,-1.375473118E1,-2.430376434E1,4.356468201E1
6.527600000E-2,-1.372430325E1,-2.436283302E1,4.354127502E1
8.703500000E-2,-1.372892761E1,-2.434230423E1,4.355130005E1
1.087990000E-1,-1.375963497E1,-2.425705147E1,4.358915710E1
1.305530000E-1,-1.378901958E1,-2.417337990E1,4.362634277E1
1.523250000E-1,-1.381838036E1,-2.409015274E1,4.366307449E1
1.740720000E-1,-1.375811577E1,-2.422197723E1,4.360913849E1
1.958300000E-1,-1.375381088E1,-2.419797707E1,4.362382126E1
2.175890000E-1,-1.377743340E1,-2.413187790E1,4.365296555E1
2.393480000E-1,-1.374137211E1,-2.420365715E1,4.362458801E1
2.611080000E-1,-1.376992798E1,-2.411584091E1,4.366419601E1
2.828730000E-1,-1.380639362E1,-2.401023674E1,4.371085358E1
3.046280000E-1,-1.383769226E1,-2.392241096E1,4.374909592E1
3.263850000E-1,-1.386738968E1,-2.383652496E1,4.378656006E1
3.481440000E-1,-1.388967514E1,-2.377256203E1,4.381425095E1
3.699030000E-1,-1.391709900E1,-2.368717003E1,4.385178757E1
3.916620000E-1,-1.394607353E1,-2.360049438E1,4.388930511E1
4.134460000E-1,-1.387000370E1,-2.375659561E1,4.382914734E1
4.351810000E-1,-1.382488728E1,-2.384747124E1,4.379403305E1
4.569390000E-1,-1.378444386E1,-2.390917015E1,4.377314377E1
4.786980000E-1,-1.370410252E1,-2.409588432E1,4.369591522E1
5.004680000E-1,-1.369572449E1,-2.409973335E1,4.369641876E1
5.222460000E-1,-1.372408772E1,-2.401505280E1,4.373411942E1
5.440060000E-1,-1.375326252E1,-2.392864990E1,4.377230072E1
5.657640000E-1,-1.372413158E1,-2.400960350E1,4.373710251E1
5.875250000E-1,-1.367315102E1,-2.414062309E1,4.368091965E1
6.092660000E-1,-1.369574642E1,-2.407836723E1,4.370818710E1
6.310430000E-1,-1.363859367E1,-2.422187805E1,4.364672470E1
6.528010000E-1,-1.366767216E1,-2.413264275E1,4.368703461E1
6.745470000E-1,-1.366124344E1,-2.412637901E1,4.369251251E1
6.963190000E-1,-1.368932152E1,-2.404102898E1,4.373075104E1
7.180720000E-1,-1.371835327E1,-2.395616722E1,4.376820755E1
7.398370000E-1,-1.374731445E1,-2.387186432E1,4.380516815E1
7.615960000E-1,-1.371415138E1,-2.394446945E1,4.377592468E1
7.833570000E-1,-1.364501667E1,-2.406562233E1,4.373107147E1
8.051020000E-1,-1.367474365E1,-2.397944641E1,4.376910782E1
8.268730000E-1,-1.370691395E1,-2.389271927E1,4.380645370E1
8.486320000E-1,-1.373776054E1,-2.380751610E1,4.384316635E1
8.703920000E-1,-1.369425869E1,-2.389374161E1,4.380985260E1
8.921510000E-1,-1.361719608E1,-2.404120636E1,4.375316620E1
9.139200000E-1,-1.360470200E1,-2.402946854E1,4.376349640E1
9.356680000E-1,-1.363426208E1,-2.394341087E1,4.380145264E1
9.574270000E-1,-1.360936260E1,-2.401208496E1,4.377158737E1
9.791860000E-1,-1.356729794E1,-2.412054253E1,4.372498703E1
1.000945000E0,-1.359750557E1,-2.403557777E1,4.376238251E1
1.022700000E0,-1.362581348E1,-2.395182610E1,4.379948044E1
1.044463000E0,-1.365505028E1,-2.386802483E1,4.383610153E1
1.066222000E0,-1.357642555E1,-2.406415939E1,4.375321198E1
1.087981000E0,-1.357895470E1,-2.406044769E1,4.375446701E1
1.109747000E0,-1.356404114E1,-2.409352684E1,4.374089432E1
1.131499000E0,-1.352280712E1,-2.418668747E1,4.370222092E1
1.153263000E0,-1.355643082E1,-2.407970619E1,4.375086212E1
1.175017000E0,-1.350462914E1,-2.416653824E1,4.371899033E1
1.196780000E0,-1.353280735E1,-2.408385086E1,4.375590134E1
