"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.015731514E-2,3.615765274E-2,-7.101851515E-3
2.177200000E-2,9.058655798E-2,3.260787949E-2,-1.002414152E-2
4.353100000E-2,9.304998815E-2,3.631504625E-2,-1.124500949E-2
6.529000000E-2,9.167952091E-2,3.751909733E-2,-5.283614155E-3
8.708000000E-2,8.929560333E-2,3.754042834E-2,-8.966955356E-3
1.088130000E-1,9.294912964E-2,3.629010171E-2,-7.630960550E-3
1.305800000E-1,9.054908156E-2,3.753753006E-2,-1.134256646E-2
1.523570000E-1,8.571354300E-2,3.508387506E-2,-1.503813080E-2
1.741160000E-1,9.409664571E-2,3.749610111E-2,-7.625743747E-3
1.958760000E-1,9.290812910E-2,3.503539786E-2,-1.001362223E-2
2.176340000E-1,8.677249402E-2,3.751007840E-2,-1.265199389E-2
2.394060000E-1,9.280466288E-2,3.746315092E-2,-1.007109135E-2
2.611520000E-1,8.537330478E-2,3.621212766E-2,-9.044654667E-3
2.829420000E-1,9.150525928E-2,3.743462637E-2,-1.131139975E-2
3.046920000E-1,8.901381493E-2,3.495403752E-2,-1.252941601E-2
3.264600000E-1,9.133797139E-2,3.367675841E-2,-1.002385840E-2
3.482190000E-1,8.404536545E-2,3.493353352E-2,-1.507781912E-2
3.699840000E-1,8.996456861E-2,3.609444574E-2,-8.911035955E-3
3.917370000E-1,9.109938890E-2,3.357414156E-2,-8.821229450E-3
4.135090000E-1,8.614331484E-2,3.478977084E-2,-1.260268036E-2
4.352550000E-1,8.845649660E-2,3.597011045E-2,-1.135854796E-2
4.570440000E-1,8.337900043E-2,3.468530625E-2,-9.059454314E-3
4.788040000E-1,8.451555669E-2,3.463972360E-2,-1.023114659E-2
5.005680000E-1,8.689334244E-2,3.460565582E-2,-1.016330160E-2
5.223210000E-1,8.674586564E-2,3.825514019E-2,-1.145451795E-2
5.440810000E-1,8.295147866E-2,3.325649351E-2,-1.265109796E-2
5.658390000E-1,8.527268469E-2,3.071793914E-2,-1.373250596E-2
5.875980000E-1,8.748033643E-2,3.434507921E-2,-1.134086773E-2
6.093810000E-1,8.366599679E-2,3.427343443E-2,-1.385534368E-2
6.311170000E-1,9.067122638E-2,3.415824845E-2,-6.422565319E-3
6.529060000E-1,8.444880694E-2,3.287241980E-2,-1.138739288E-2
6.746650000E-1,8.680715412E-2,3.528632596E-2,-1.619643904E-2
6.964240000E-1,8.529154211E-2,3.394741938E-2,-1.259034500E-2
7.181830000E-1,8.379544318E-2,3.384146094E-2,-1.021723822E-2
7.399420000E-1,8.866561949E-2,3.504762799E-2,-1.372373942E-2
7.617020000E-1,8.599135280E-2,3.248412907E-2,-1.494349912E-2
7.834600000E-1,7.948590070E-2,3.235771880E-2,-1.029868983E-2
8.052220000E-1,8.538829535E-2,3.349106759E-2,-1.136266533E-2
8.270090000E-1,8.642847836E-2,3.217972815E-2,-1.491750684E-2
8.487600000E-1,8.370117098E-2,3.456533700E-2,-1.022506878E-2
8.705270000E-1,7.970666140E-2,3.197713196E-2,-9.069987573E-3
8.922860000E-1,8.554866165E-2,3.432531655E-2,-1.016285084E-2
9.140450000E-1,8.276674151E-2,3.419492021E-2,-9.029908106E-3
9.358050000E-1,8.621414751E-2,3.160521388E-2,-1.128316298E-2
9.575630000E-1,8.467804641E-2,3.395096958E-2,-1.137707941E-2
9.793180000E-1,8.311270922E-2,3.381733224E-2,-1.020983234E-2
1.001097000E0,8.157192916E-2,3.616774827E-2,-1.150888018E-2
1.022871000E0,8.746205270E-2,3.406019881E-2,-1.568082534E-2
1.044630000E0,8.860794455E-2,3.897851333E-2,-1.455495972E-2
1.066389000E0,9.097569436E-2,3.895011544E-2,-1.207699813E-2
1.088148000E0,8.973883092E-2,3.276189789E-2,-1.197060198E-2
1.109912000E0,8.725628257E-2,3.398124129E-2,-1.447799243E-2
1.131666000E0,8.830571175E-2,3.639186546E-2,-1.209170930E-2
1.153425000E0,8.955423534E-2,3.515172377E-2,-1.443918701E-2
1.175214000E0,9.188556671E-2,3.386885673E-2,-1.193344779E-2
