"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.439428896E-2,3.603012487E-2,-8.496018127E-3
2.173300000E-2,8.961538970E-2,3.485122323E-2,-8.808217011E-3
4.350100000E-2,9.335605055E-2,3.980601206E-2,-1.243252959E-2
6.527600000E-2,8.711038530E-2,3.855000064E-2,-7.756847888E-3
8.703500000E-2,9.455724806E-2,3.732612729E-2,-1.113701332E-2
1.087820000E-1,9.077931941E-2,3.854345903E-2,-7.653964218E-3
1.305230000E-1,9.200721234E-2,3.730458766E-2,-7.591431960E-3
1.523070000E-1,8.959972113E-2,3.855441138E-2,-1.009799913E-2
1.740410000E-1,9.326408058E-2,3.606752306E-2,-9.938793257E-3
1.963298750E-1,9.435555339E-2,3.973547742E-2,-6.375163794E-3
2.181088750E-1,8.942727000E-2,3.973216936E-2,-7.717968430E-3
2.398478750E-1,8.701909333E-2,3.727329150E-2,-1.134529337E-2
2.616068750E-1,9.307362884E-2,3.847573698E-2,-9.997621179E-3
2.833618750E-1,9.181950986E-2,3.846748918E-2,-1.003232226E-2
3.051248750E-1,9.045703709E-2,3.843659908E-2,-4.042607266E-3
3.268838750E-1,9.538863599E-2,3.842297196E-2,-8.725565858E-3
3.486428750E-1,9.038107842E-2,3.839570284E-2,-8.864307776E-3
3.704018750E-1,9.029552341E-2,3.712882102E-2,-8.837333880E-3
3.921608750E-1,9.153975546E-2,3.960396349E-2,-1.006425172E-2
4.139278750E-1,9.269209206E-2,3.832571581E-2,-1.241307706E-2
4.356898750E-1,9.123948961E-2,3.453627229E-2,-7.545173634E-3
4.574378750E-1,8.990221471E-2,3.697252274E-2,-6.432123017E-3
4.791978750E-1,9.360365570E-2,3.572707996E-2,-9.916187264E-3
5.009558750E-1,9.236502647E-2,3.819796070E-2,-1.000700146E-2
5.227208750E-1,8.976275474E-2,3.690419719E-2,-1.487038005E-2
5.444738750E-1,9.312493354E-2,3.927062079E-2,-8.802149445E-3
5.662328750E-1,9.062452614E-2,3.553444892E-2,-9.992141277E-3
5.879928750E-1,9.187407792E-2,3.677468374E-2,-1.119082980E-2
6.097478750E-1,8.903613687E-2,3.418132290E-2,-3.977396060E-3
6.315098750E-1,8.902835846E-2,3.539704904E-2,-8.826392703E-3
6.532698750E-1,9.131046385E-2,3.902813047E-2,-1.125491410E-2
6.750308750E-1,8.610621840E-2,3.522288054E-2,-7.696370594E-3
