,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
100,1967456000.0,0.1707948303,-0.1451980591,-9.824370117
101,1987078000.0,0.1585203552,-0.1386117554,-9.839039612
102,2006702000.0,0.1420545959,-0.1252894592,-9.840536499
103,2026325000.0,0.1657054138,-0.1469943237,-9.825567627
104,2045919000.0,0.1416055298,-0.1390608215,-9.825118561
105,2065540000.0,0.1577719116,-0.1630110168,-9.833052063
106,2085163000.0,0.1564247131,-0.1504371643,-9.824968872
107,2104769000.0,0.1493893433,-0.1507365417,-9.839338989
108,2124377000.0,0.1612147522,-0.1472937012,-9.848170624
109,2144014000.0,0.1603166199,-0.1601669312,-9.835297394
110,2163625000.0,0.1603166199,-0.1574725342,-9.842632141
111,2183246000.0,0.1622625732,-0.1314266968,-9.865534515
112,2202835000.0,0.1447489929,-0.1576222229,-9.838889923
113,2222461000.0,0.1351689148,-0.1582209778,-9.836794281
114,2242084000.0,0.143102417,-0.1583706665,-9.833052063
115,2261707000.0,0.1594184875,-0.1451980591,-9.850415955
116,2281299000.0,0.1646575928,-0.1487905884,-9.819131012
117,2300910000.0,0.1809736633,-0.1255888367,-9.838889923
118,2320545000.0,0.1422042847,-0.1541793823,-9.838440857
119,2340137000.0,0.136665802,-0.1549278259,-9.842033386
120,2359760000.0,0.143102417,-0.1615141296,-9.826465759
121,2379383000.0,0.1492396545,-0.1483415222,-9.846374359
122,2398985000.0,0.7924520874,-0.07798782349,-9.807455292
123,2418628000.0,2.521356812,0.09370513916,-9.794132996
124,2438221000.0,-3.179238739,-0.4797523499,-9.906399536
125,2457843000.0,0.3535647583,-0.2686912537,-9.88020401
126,2477466000.0,-0.2830613708,-0.1678010559,-9.852960663
127,2497064000.0,0.05748046875,-0.4583468628,-9.857301636
128,2516681000.0,0.6288423157,0.008681945801,-9.980046387
129,2536303000.0,-0.002395019531,-0.5869294739,-10.45994843
130,2555926000.0,1.310824127,0.326920166,-9.912536774
131,2575550000.0,-0.6062393188,-1.032253418,-11.08100693
132,2595159000.0,-0.5742059326,-1.674118652,-10.04291565
133,2614762000.0,-0.1601669312,-1.947899323,-9.762099609
134,2634387000.0,-1.357077942,-0.8581654358,-11.20180573
135,2654009000.0,-4.246369629,0.3972738647,-13.12335983
136,2673603000.0,-4.540208588,-1.006207581,-14.48492844
137,2693225000.0,-6.524931335,-1.09287735,-13.70115829
138,2712847000.0,-9.634564819,-1.080303497,-11.88483536
139,2732471000.0,-10.42432251,-2.384391632,-10.54287598
140,2752062000.0,-10.23840912,-3.387006683,-10.14635056
141,2771686000.0,-11.32395172,-3.964056702,-9.679321747
142,2791309000.0,-14.57788513,-3.73024292,-7.119944
143,2810932000.0,-16.67711975,-5.011728058,-4.585713959
144,2830523000.0,-15.05389526,-6.614594879,-5.885161743
145,2850147000.0,-12.5106839,-4.498295746,-6.214776306
146,2869770000.0,-10.3740271,-1.505120087,-4.500241699
