"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.314242649E1,-2.547092628E1,3.725645447E1
2.177400000E-2,-1.314170837E1,-2.544135284E1,3.727690887E1
4.353300000E-2,-1.314207935E1,-2.541708565E1,3.729332352E1
6.529200000E-2,-1.314598656E1,-2.539231300E1,3.730883026E1
8.705100000E-2,-1.316028500E1,-2.534532738E1,3.733572388E1
1.088090000E-1,-1.316532993E1,-2.531561089E1,3.735410690E1
1.305811667E-1,-1.316475487E1,-2.530362129E1,3.736242676E1
1.523451667E-1,-1.317157745E1,-2.526393890E1,3.738687134E1
1.741361667E-1,-1.317063427E1,-2.524243927E1,3.740172195E1
1.958741667E-1,-1.318750000E1,-2.518074036E1,3.743734741E1
2.176531667E-1,-1.318506718E1,-2.516533279E1,3.744856644E1
2.394121667E-1,-1.319314957E1,-2.512831497E1,3.747057343E1
2.611721667E-1,-1.319142437E1,-2.511767578E1,3.747830963E1
2.829301667E-1,-1.319750404E1,-2.509097099E1,3.749405670E1
3.046771667E-1,-1.321069717E1,-2.504016495E1,3.752335739E1
3.264621667E-1,-1.320597839E1,-2.503861046E1,3.752605438E1
3.482071667E-1,-1.320370960E1,-2.503574181E1,3.752877045E1
3.699661667E-1,-1.320030212E1,-2.502721786E1,3.753565216E1
3.917261667E-1,-1.319660282E1,-2.501634979E1,3.754419708E1
4.135151667E-1,-1.319246769E1,-2.500466919E1,3.755343246E1
4.352641667E-1,-1.321370697E1,-2.493529701E1,3.759206772E1
4.570331667E-1,-1.321604156E1,-2.492058945E1,3.760099792E1
4.787921667E-1,-1.321339321E1,-2.490560532E1,3.761186600E1
5.005491667E-1,-1.320805359E1,-2.490947151E1,3.761117554E1
5.223111667E-1,-1.320207882E1,-2.491233826E1,3.761137772E1
5.440691667E-1,-1.322246838E1,-2.484455109E1,3.764903259E1
5.658291667E-1,-1.320692730E1,-2.486522293E1,3.764083862E1
5.875871667E-1,-1.320165157E1,-2.485439873E1,3.764983368E1
6.093461667E-1,-1.319203663E1,-2.486206055E1,3.764814377E1
6.311051667E-1,-1.320841408E1,-2.480921745E1,3.767725372E1
