,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75939001,12.03271403,1052.49231,-1.0,-1.0,559.2402263,559.2402263
1,38768053.05,46.75938998,12.03271394,1052.49231,-1.0,-1.0,559.2415894,559.2415894
2,338696956.6,46.75940713,12.03276469,1052.393433,-1.0,-1.0,165.0,165.0
3,484091043.5,46.75940783,12.03276677,1052.327515,-1.0,-1.0,165.0,165.0
4,2241183996.0,46.75940764,12.03276621,1052.278931,-1.0,-1.0,165.0,165.0
