"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.323880858E-3,1.854218093E-2,-1.131911224E-1
2.174900000E-2,-1.834083115E-2,-1.205806645E-3,-9.004114592E-2
4.354000000E-2,-4.095242806E-3,3.733144555E-2,-1.064432436E-1
6.529800000E-2,-3.073551221E-2,5.865371257E-2,-8.938238399E-2
8.705500000E-2,-2.993241769E-2,1.080335401E-1,-1.001127830E-1
1.088210000E-1,-3.774462671E-2,6.817195182E-2,-9.799239990E-2
1.305760000E-1,-2.744801570E-2,8.236507653E-2,-8.603280650E-2
1.523340000E-1,-3.430170391E-2,9.984911928E-2,-6.568339968E-2
1.740930000E-1,-2.099990500E-2,1.137324375E-1,-7.693213611E-2
1.958530000E-1,-3.262474758E-2,1.222796963E-1,-9.910286838E-2
2.176420000E-1,-4.800641252E-2,1.258134063E-1,-8.369597591E-2
2.393800000E-1,-6.437177328E-2,1.481162765E-1,-7.229099548E-2
2.611610000E-1,-6.757283606E-2,1.404914251E-1,-7.097931426E-2
2.829210000E-1,-6.774498631E-2,1.322365453E-1,-7.612300023E-2
3.046780000E-1,-6.866641613E-2,1.473700256E-1,-4.371406744E-2
3.264370000E-1,-4.298745953E-2,1.722341407E-1,-6.669558926E-2
3.481960000E-1,-7.770617042E-2,2.050685955E-1,-6.834715359E-2
3.699800000E-1,-6.499043610E-2,1.971521050E-1,-5.071689391E-2
3.917270000E-1,-8.399555434E-2,1.721488262E-1,-5.225386652E-2
4.135030000E-1,-8.920575240E-2,1.865372159E-1,-4.006186914E-2
4.352620000E-1,-6.668165644E-2,2.108687593E-1,-6.512779999E-2
4.570210000E-1,-8.193883278E-2,2.202153143E-1,-5.651749172E-2
4.787810000E-1,-7.101004869E-2,2.302537959E-1,-6.468401003E-2
5.005430000E-1,-8.125755907E-2,2.297842462E-1,-7.311395454E-2
5.222990000E-1,-9.673073522E-2,2.466939918E-1,-4.335902268E-2
5.440580000E-1,-1.034463081E-1,2.409802023E-1,-2.945681294E-2
5.658170000E-1,-9.732265617E-2,2.303879346E-1,-2.276969272E-2
5.875930000E-1,-9.741704302E-2,2.491159634E-1,-1.761872742E-2
6.093650000E-1,-1.068700904E-1,2.826746872E-1,-6.806021062E-2
6.311240000E-1,-1.140640751E-1,2.808446183E-1,-4.291785940E-2
6.528830000E-1,-1.134400493E-1,2.486689986E-1,-3.888506217E-2
6.746420000E-1,-1.228360315E-1,2.718531355E-1,-3.966598980E-2
6.964090000E-1,-1.383530344E-1,2.839212770E-1,-1.333881224E-2
7.181600000E-1,-1.331843333E-1,3.016097439E-1,-3.280612776E-2
7.399350000E-1,-1.249679080E-1,3.028985068E-1,-3.670614979E-2
