"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675940865E1,1.203276911E1,1.052296021E3,-1.000000000E0,-1.000000000E0,2.714940804E2,2.714940804E2
1.687259674E-1,4.675940865E1,1.203276911E1,1.052296021E3,-1.000000000E0,-1.000000000E0,2.715249190E2,2.715249190E2
6.653139591E-1,4.675940865E1,1.203276911E1,1.052296021E3,-1.000000000E0,-1.000000000E0,2.717952791E2,2.717952791E2
6.870589256E-1,4.675940865E1,1.203276911E1,1.052296021E3,-1.000000000E0,-1.000000000E0,2.717958074E2,2.717958074E2
2.900797009E0,4.675938062E1,1.203291919E1,1.052669189E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
