"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.884580994E-1,-1.287322998E-1,-9.878407745E0
2.538400000E-2,1.305285645E-1,-2.918930054E-2,-9.903405762E0
4.500700000E-2,9.026229858E-2,-1.227447510E-2,-9.895621948E0
6.460000000E-2,9.744735718E-2,-7.993377686E-2,-9.902357941E0
8.422300000E-2,1.422042847E-1,-1.576222229E-1,-9.899214478E0
1.038150000E-1,1.889071655E-1,-1.606159973E-1,-9.893825684E0
1.234370000E-1,2.180964661E-1,-1.212478638E-1,-9.886341248E0
1.430610000E-1,1.737886047E-1,-7.783813477E-2,-9.901160431E0
1.626530000E-1,1.585203552E-1,-2.499801636E-2,-9.899364166E0
1.822760000E-1,1.004411316E-1,-3.023712158E-2,-9.876162415E0
2.018670000E-1,1.073268127E-1,-9.235794067E-2,-9.907746735E0
2.214900000E-1,1.152603149E-1,-1.552272034E-1,-9.903555450E0
2.410830000E-1,1.895059204E-1,-1.607656860E-1,-9.891580353E0
2.607060000E-1,2.113604736E-1,-1.258882141E-1,-9.891131287E0
2.802980000E-1,1.835183716E-1,-5.373825073E-2,-9.886640625E0
2.999160000E-1,1.576222229E-1,-1.496887207E-2,-9.871671753E0
3.195080000E-1,1.031355286E-1,-6.256988525E-2,-9.873168640E0
3.391330000E-1,9.744735718E-2,-1.357676697E-1,-9.876611481E0
3.587330000E-1,1.381626892E-1,-1.730401611E-1,-9.849368134E0
3.783210000E-1,1.585203552E-1,-1.492396545E-1,-9.890532532E0
3.979420000E-1,2.089654541E-1,-9.011260986E-2,-9.868378601E0
4.175650000E-1,2.061213684E-1,-1.886077881E-2,-9.858199768E0
4.371580000E-1,1.704954529E-1,-3.592529297E-2,-9.851463776E0
4.567500000E-1,1.297801208E-1,-8.158035278E-2,-9.837393036E0
4.763860000E-1,1.020877075E-1,-1.613644409E-1,-9.861343231E0
4.959660000E-1,1.278341675E-1,-1.631607056E-1,-9.830657043E0
5.155890000E-1,1.743873596E-1,-1.158590698E-1,-9.839039612E0
5.352010000E-1,1.907034302E-1,-6.316864014E-2,-9.839488678E0
5.548040000E-1,2.221380615E-1,-2.095642090E-2,-9.828711090E0
5.743950000E-1,1.877096558E-1,-5.029541016E-2,-9.834848328E0
5.940180000E-1,1.173559570E-1,-1.230441284E-1,-9.822723541E0
6.136110000E-1,8.711883545E-2,-1.553768921E-1,-9.821076965E0
6.332110000E-1,1.182540894E-1,-1.579216003E-1,-9.840686188E0
6.528260000E-1,1.568737793E-1,-1.098715210E-1,-9.827064514E0
6.724490000E-1,1.893562317E-1,-2.320175171E-2,-9.814191284E0
6.920410000E-1,2.013313293E-1,-3.712280273E-2,-9.841434631E0
7.116640000E-1,2.064207458E-1,-8.786727905E-2,-9.824370117E0
7.312690000E-1,1.642085266E-1,-1.564247131E-1,-9.815538483E0
7.508540000E-1,1.104702759E-1,-1.595681763E-1,-9.813742218E0
7.704850000E-1,1.252894592E-1,-1.178050232E-1,-9.806257782E0
7.900850000E-1,1.389111328E-1,-6.915618896E-2,-9.800719299E0
8.096830000E-1,1.904040527E-1,-4.670288086E-2,-9.811796265E0
8.292970000E-1,1.972897339E-1,-5.882766724E-2,-9.804760895E0
8.489020000E-1,1.836680603E-1,-1.083746338E-1,-9.799970856E0
8.684940000E-1,1.561253357E-1,-1.550775146E-1,-9.810000000E0
8.881170000E-1,1.270857239E-1,-1.432521057E-1,-9.792636108E0
9.077090000E-1,1.145118713E-1,-1.124162292E-1,-9.805060272E0
9.273390000E-1,1.300794983E-1,-5.733078003E-2,-9.805808716E0
9.469230000E-1,1.686991882E-1,-1.886077881E-2,-9.791887665E0
9.665470000E-1,2.046244812E-1,-7.334747314E-2,-9.800719299E0
9.861390000E-1,1.975891113E-1,-1.366658020E-1,-9.791588287E0
1.005761000E0,1.929487610E-1,-1.758842468E-1,-9.805958405E0
1.025354000E0,1.369651794E-1,-1.321751404E-1,-9.793534241E0
1.044947000E0,9.834548950E-2,-8.831634521E-2,-9.795929260E0
1.064569000E0,1.202000427E-1,-5.358856201E-2,-9.798773346E0
1.084161000E0,1.562750244E-1,-5.688171387E-2,-9.805808716E0
1.103784000E0,2.013313293E-1,-1.070274353E-1,-9.790839844E0
1.123376000E0,2.133064270E-1,-1.550775146E-1,-9.780062256E0
1.142999000E0,1.701960754E-1,-1.516346741E-1,-9.785001984E0
1.162591000E0,1.320254517E-1,-1.281335449E-1,-9.794432373E0
1.182215000E0,1.169068909E-1,-8.158035278E-2,-9.779014435E0
1.201807000E0,1.173559570E-1,-5.164260864E-2,-9.783355408E0
1.221428000E0,1.498384094E-1,-7.484436035E-2,-9.784103851E0
1.241022000E0,1.832189941E-1,-1.342707825E-1,-9.802814941E0
1.260645000E0,2.047741699E-1,-1.698966980E-1,-9.779613190E0
1.280237000E0,1.971400452E-1,-1.368154907E-1,-9.796528015E0
1.299832000E0,1.567240906E-1,-8.756790161E-2,-9.778415680E0
1.319458000E0,1.184037781E-1,-3.876937866E-2,-9.792187042E0
1.339045000E0,1.372645569E-1,-4.161346436E-2,-9.779463501E0
1.358667000E0,1.320254517E-1,-9.041198730E-2,-9.783205719E0
1.378255000E0,1.648072815E-1,-1.396595764E-1,-9.795480194E0
1.397882000E0,2.016307068E-1,-1.595681763E-1,-9.775870972E0
1.417486000E0,1.951940918E-1,-1.417552185E-1,-9.777816925E0
1.437097000E0,1.875599670E-1,-8.547225952E-2,-9.793833618E0
1.456689000E0,1.175056458E-1,-5.748046875E-2,-9.779613190E0
1.476302000E0,1.191522217E-1,-7.813751221E-2,-9.777068481E0
1.495905000E0,1.282832336E-1,-1.225950623E-1,-9.787397003E0
1.515527000E0,1.535806274E-1,-1.516346741E-1,-9.773326263E0
1.535151000E0,2.017803955E-1,-1.459465027E-1,-9.764644318E0
1.554743000E0,1.962419128E-1,-1.170565796E-1,-9.776469727E0
1.574350000E0,1.475930786E-1,-6.197113037E-2,-9.776769104E0
1.593957000E0,1.567240906E-1,-5.553451538E-2,-9.790839844E0
1.614089500E0,1.197509766E-1,-9.505233765E-2,-9.779912567E0
1.633681500E0,1.215472412E-1,-1.541793823E-1,-9.795330505E0
1.653303500E0,1.681004333E-1,-1.603166199E-1,-9.782756653E0
1.672900500E0,1.865121460E-1,-1.402583313E-1,-9.789642334E0
1.692488500E0,2.055226135E-1,-9.160949707E-2,-9.780661011E0
1.712123500E0,1.746867371E-1,-6.092330933E-2,-9.809700623E0
1.731703500E0,1.567240906E-1,-6.885681152E-2,-9.789941711E0
1.751321500E0,1.163081360E-1,-1.134640503E-1,-9.797875214E0
1.770915500E0,1.219963074E-1,-1.477427673E-1,-9.796977081E0
1.790540500E0,1.441502380E-1,-1.685494995E-1,-9.794582062E0
1.810133500E0,1.983375549E-1,-1.187031555E-1,-9.796677704E0
1.829756500E0,2.053729248E-1,-8.412506104E-2,-9.784852295E0
1.849349500E0,1.842668152E-1,-5.523513794E-2,-9.823471985E0
1.868961500E0,1.624122620E-1,-9.325607300E-2,-9.810449066E0
1.888563500E0,1.324745178E-1,-1.339714050E-1,-9.779463501E0
1.908187500E0,1.258882141E-1,-1.649569702E-1,-9.807455292E0
1.927779500E0,1.219963074E-1,-1.365161133E-1,-9.802665253E0
1.947402500E0,1.679507446E-1,-7.753875732E-2,-9.813293152E0
1.966994500E0,1.874102783E-1,-6.855743408E-2,-9.803713074E0
1.986617500E0,1.908531189E-1,-6.825805664E-2,-9.808054047E0
2.006209500E0,1.715432739E-1,-1.166075134E-1,-9.819131012E0
2.025832500E0,1.233435059E-1,-1.499880981E-1,-9.821226654E0
2.045423500E0,1.203497314E-1,-1.686991882E-1,-9.809251556E0
2.065046500E0,1.474433899E-1,-1.278341675E-1,-9.802066498E0
2.084638500E0,1.818717957E-1,-9.325607300E-2,-9.811646576E0
2.104262500E0,1.929487610E-1,-6.331832886E-2,-9.816137238E0
2.123854500E0,1.923500061E-1,-7.963439941E-2,-9.805808716E0
2.143476500E0,1.835183716E-1,-1.191522217E-1,-9.820328522E0
2.163100500E0,1.356179810E-1,-1.526824951E-1,-9.805060272E0
2.182692500E0,1.225950623E-1,-1.522334290E-1,-9.813891907E0
2.202315500E0,1.154100037E-1,-1.136137390E-1,-9.818681946E0
2.221906500E0,1.558259583E-1,-5.957611084E-2,-9.801617432E0
2.241525500E0,1.954934692E-1,-6.900650024E-2,-9.823771362E0
2.261141500E0,1.772314453E-1,-9.684860229E-2,-9.812844086E0
2.280728500E0,1.898052979E-1,-1.600172424E-1,-9.828112335E0
2.300346500E0,1.456471252E-1,-1.550775146E-1,-9.801018677E0
2.319943500E0,1.131646729E-1,-1.219963074E-1,-9.805958405E0
2.339553500E0,1.228944397E-1,-8.547225952E-2,-9.815837860E0
2.359171500E0,1.398092651E-1,-6.511459351E-2,-9.805808716E0
2.378768500E0,1.695973206E-1,-7.304809570E-2,-9.811646576E0
2.398390500E0,1.790277100E-1,-1.139131165E-1,-9.824669495E0
2.417988500E0,1.878593445E-1,-1.598675537E-1,-9.807904358E0
2.437606500E0,1.459465027E-1,-1.454974365E-1,-9.813143463E0
2.457198500E0,1.291813660E-1,-1.008901978E-1,-9.828262024E0
2.476790500E0,1.365161133E-1,-8.547225952E-2,-9.800270233E0
2.496413500E0,1.428030396E-1,-6.676116943E-2,-9.801467743E0
2.516029500E0,1.631607056E-1,-1.040336609E-1,-9.820627899E0
2.535627500E0,2.029779053E-1,-1.405577087E-1,-9.812395020E0
2.555251500E0,1.844165039E-1,-1.445993042E-1,-9.831555176E0
2.574843500E0,1.607656860E-1,-1.273851013E-1,-9.815688171E0
2.594465500E0,1.353186035E-1,-9.894424438E-2,-9.823471985E0
2.614080500E0,1.073268127E-1,-6.346801758E-2,-9.836195526E0
2.633681500E0,1.444496155E-1,-7.439529419E-2,-9.814939728E0
2.653273500E0,1.600172424E-1,-1.085243225E-1,-9.832303619E0
2.672896500E0,1.868115234E-1,-1.414558411E-1,-9.811646576E0
2.692488500E0,1.776805115E-1,-1.460961914E-1,-9.805209961E0
2.712111500E0,1.601669312E-1,-1.312770081E-1,-9.823771362E0
2.731727500E0,1.402583313E-1,-9.460327148E-2,-9.804012451E0
2.751331500E0,1.023870850E-1,-8.262817383E-2,-9.810598755E0
2.770949500E0,1.166075134E-1,-7.679031372E-2,-9.816286926E0
2.790541500E0,1.615141296E-1,-1.357676697E-1,-9.808054047E0
2.810158500E0,1.634600830E-1,-1.553768921E-1,-9.830357666E0
2.829756500E0,1.989363098E-1,-1.216969299E-1,-9.810299377E0
2.849378500E0,1.706451416E-1,-9.071136475E-2,-9.829010468E0
2.868971500E0,1.514849854E-1,-6.586303711E-2,-9.810149689E0
2.888594500E0,1.257385254E-1,-8.996292114E-2,-9.820927277E0
2.908216500E0,1.309776306E-1,-1.142124939E-1,-9.819580078E0
2.927808500E0,1.564247131E-1,-1.333726501E-1,-9.822573853E0
2.947432500E0,1.802252197E-1,-1.333726501E-1,-9.822873230E0
2.967055500E0,1.962419128E-1,-1.173559570E-1,-9.827064514E0
2.986647500E0,1.655557251E-1,-8.577163696E-2,-9.811646576E0
3.006270500E0,1.598675537E-1,-9.190887451E-2,-9.830956421E0
3.025892500E0,1.276844788E-1,-9.071136475E-2,-9.811796265E0
3.045485500E0,1.457968140E-1,-1.020877075E-1,-9.823771362E0
3.065108500E0,1.480421448E-1,-1.395098877E-1,-9.807305603E0
3.084700500E0,1.672023010E-1,-1.314266968E-1,-9.787247314E0
3.104323500E0,1.722917175E-1,-9.550140381E-2,-9.781858521E0
3.123945500E0,1.916015625E-1,-6.137237549E-2,-9.809850311E0
3.143538500E0,1.672023010E-1,-8.442443848E-2,-9.810748444E0
3.163150500E0,1.537303162E-1,-1.196012878E-1,-9.819430389E0
3.182783500E0,1.378633118E-1,-1.116677856E-1,-9.822274475E0
3.202376500E0,1.234931946E-1,-1.402583313E-1,-9.828860779E0
3.221998500E0,1.823208618E-1,-1.188528442E-1,-9.808503113E0
3.241601500E0,1.719923401E-1,-1.082249451E-1,-9.797875214E0
3.261214500E0,1.832189941E-1,-8.936416626E-2,-9.804910583E0
3.280819500E0,1.643582153E-1,-8.891510010E-2,-9.807455292E0
3.300438500E0,1.429527283E-1,-1.170565796E-1,-9.823921051E0
3.320021500E0,1.145118713E-1,-1.621128845E-1,-9.817933502E0
3.339643500E0,1.249900818E-1,-1.661544800E-1,-9.816137238E0
3.359257500E0,1.713935852E-1,-1.035845947E-1,-9.812395020E0
3.378859500E0,1.679507446E-1,-9.071136475E-2,-9.819430389E0
3.398450500E0,1.673519897E-1,-7.469467163E-2,-9.805659027E0
3.418074500E0,1.773811340E-1,-1.083746338E-1,-9.825417938E0
3.437667500E0,1.311273193E-1,-1.291813660E-1,-9.812993774E0
3.457271500E0,1.375639343E-1,-1.448986816E-1,-9.793983307E0
3.476882500E0,1.363664246E-1,-1.251397705E-1,-9.820178833E0
3.496504500E0,1.483415222E-1,-9.220825195E-2,-9.802365875E0
3.516097500E0,1.740879822E-1,-9.505233765E-2,-9.816436615E0
3.535720500E0,1.707948303E-1,-9.804611206E-2,-9.812245331E0
3.555310500E0,1.818717957E-1,-1.157093811E-1,-9.812095642E0
3.574934500E0,1.609153748E-1,-1.300794983E-1,-9.830657043E0
3.594527500E0,1.395098877E-1,-1.330732727E-1,-9.807904358E0
3.614149500E0,1.401086426E-1,-1.121168518E-1,-9.812395020E0
3.633742500E0,1.516346741E-1,-7.843688965E-2,-9.824370117E0
3.653345500E0,1.426533508E-1,-8.696914673E-2,-9.809850311E0
3.672957500E0,1.745370483E-1,-9.145980835E-2,-9.804162140E0
3.692553500E0,1.734892273E-1,-1.204994202E-1,-9.807604980E0
3.712157500E0,1.637594604E-1,-1.460961914E-1,-9.814041595E0
3.731791500E0,1.487905884E-1,-1.263372803E-1,-9.799970856E0
3.751387500E0,1.251397705E-1,-8.652008057E-2,-9.802216187E0
3.771009500E0,1.308279419E-1,-8.008346558E-2,-9.810299377E0
3.790601500E0,1.561253357E-1,-7.753875732E-2,-9.803264008E0
3.810194500E0,1.618135071E-1,-1.194515991E-1,-9.798324280E0
3.829817500E0,1.896556091E-1,-1.284329224E-1,-9.798024902E0
3.849439500E0,1.761836243E-1,-1.215472412E-1,-9.799072723E0
3.869032500E0,1.537303162E-1,-1.176553345E-1,-9.821975098E0
