"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,8.909039199E-2,3.944387287E-2,-7.628863677E-3
2.173300000E-2,8.785133809E-2,3.573385999E-2,-6.373729091E-3
4.351700000E-2,9.160866588E-2,3.698479384E-2,-9.913383052E-3
6.527700000E-2,8.788274974E-2,3.252510354E-2,-8.398406208E-3
8.703500000E-2,8.789186925E-2,3.623542562E-2,-9.687931277E-3
1.087950000E-1,8.665902913E-2,3.623347357E-2,-9.722335264E-3
1.305460000E-1,9.291144460E-2,3.872486204E-2,-1.563121565E-2
1.523130000E-1,9.036170691E-2,3.870344162E-2,-1.208565012E-2
1.740710000E-1,9.276703000E-2,3.621631116E-2,-9.550951421E-3
1.958300000E-1,9.034328163E-2,3.498992696E-2,-1.079624519E-2
2.175950000E-1,9.393043071E-2,3.743078187E-2,-8.340396918E-3
2.393420000E-1,9.146081656E-2,3.989363089E-2,-9.670674801E-3
2.611080000E-1,9.023857862E-2,3.741497546E-2,-1.085369848E-2
2.828670000E-1,9.268525243E-2,3.863707557E-2,-1.201831363E-2
3.046250000E-1,9.011252224E-2,3.860446438E-2,-8.472964168E-3
3.263840000E-1,8.763014525E-2,3.365221620E-2,-7.224171422E-3
3.481430000E-1,8.764106780E-2,3.736333176E-2,-8.513674140E-3
3.699020000E-1,8.881910890E-2,3.486451507E-2,-8.423477411E-3
3.916610000E-1,8.877972513E-2,3.607896343E-2,-9.657153860E-3
4.134230000E-1,8.999282867E-2,3.729997575E-2,-1.206134632E-2
4.351790000E-1,9.362036735E-2,3.604242951E-2,-1.072563231E-2
4.569690000E-1,8.744113147E-2,3.479074314E-2,-1.207478065E-2
4.787280000E-1,9.107724577E-2,3.724310920E-2,-1.202859357E-2
5.004880000E-1,9.111479670E-2,3.477968276E-2,-1.317694783E-2
5.222460000E-1,8.974767476E-2,3.967387974E-2,-1.212036982E-2
5.440050000E-1,8.592949063E-2,3.591522947E-2,-9.730108082E-3
5.657640000E-1,8.836760372E-2,3.588876873E-2,-1.327685826E-2
5.875230000E-1,9.191706032E-2,3.585361689E-2,-7.149722893E-3
6.092630000E-1,8.815323561E-2,3.828996047E-2,-9.720210917E-3
6.310410000E-1,9.543441981E-2,3.700736165E-2,-1.069195289E-2
6.528000000E-1,8.550827950E-2,3.945599869E-2,-9.819161147E-3
6.745590000E-1,9.172622859E-2,3.822230920E-2,-1.564390026E-2
6.963180000E-1,8.924868703E-2,3.698313981E-2,-1.447956637E-2
7.180770000E-1,8.769738674E-2,3.686723486E-2,-9.696968831E-3
7.398450000E-1,9.261515737E-2,3.685976565E-2,-1.317486446E-2
7.615950000E-1,9.485134482E-2,3.924238682E-2,-1.316493098E-2
7.833540000E-1,8.855652809E-2,3.671514988E-2,-1.207697298E-2
8.051250000E-1,9.210392833E-2,3.541747481E-2,-1.194724720E-2
8.268720000E-1,8.593177795E-2,3.665131703E-2,-1.094243675E-2
8.486360000E-1,9.078051895E-2,3.167055547E-2,-1.069302764E-2
8.703910000E-1,9.052570164E-2,3.900096938E-2,-8.454639465E-3
8.921490000E-1,9.168089181E-2,3.648864478E-2,-1.198007632E-2
9.139150000E-1,9.022350609E-2,3.889019415E-2,-9.663094766E-3
9.356980000E-1,8.404272050E-2,3.638210148E-2,-1.459951792E-2
