,Time (s),X (µT),Y (µT),Z (µT)
2,43518000.0,29.22812843,-11.22163582,44.84786606
3,65277000.0,29.22179413,-11.20016479,44.85737228
4,87036000.0,29.2080307,-11.1540451,44.87781906
5,108795000.0,29.19501305,-11.10524654,44.89838409
6,130544000.0,29.16870689,-11.02897263,44.93427277
7,152313000.0,29.16820526,-11.01124477,44.93894196
8,174072000.0,29.14867592,-10.94073009,44.96882248
9,195832000.0,29.13568687,-10.90037441,44.98704147
10,217590000.0,29.12569427,-10.86166191,45.00286865
11,239358000.0,29.10133362,-10.79421997,45.03484726
12,261097000.0,29.10287476,-10.76740265,45.04027557
13,282867000.0,29.09620094,-10.73213005,45.0530014
14,304627000.0,29.08666992,-10.6912899,45.0688591
15,326395000.0,29.07781601,-10.65159225,45.08396912
16,348145000.0,29.07073784,-10.61173725,45.09793091
17,369901000.0,29.04837227,-10.53964233,45.12924957
18,391663000.0,29.04406929,-10.50823784,45.13933563
19,413422000.0,29.03722763,-10.47347736,45.15180969
20,435179000.0,29.03210831,-10.43864346,45.16316223
21,456940000.0,29.03366661,-10.4289484,45.16440582
22,478714000.0,29.00412941,-10.33715725,45.2044754
23,500458000.0,29.01110458,-10.33414268,45.20068741
24,522217000.0,29.00022888,-10.28427887,45.21902466
25,543976000.0,28.99817467,-10.25974464,45.22592163
26,565735000.0,29.00355721,-10.25401878,45.22376251
27,587524000.0,28.998106,-10.22079659,45.23477936
28,609275000.0,28.99487877,-10.19280052,45.24316025
29,631020000.0,28.97614098,-10.12751007,45.26983261
30,652802000.0,28.97420502,-10.10209465,45.27674103
31,674561000.0,28.96906662,-10.07536983,45.28599548
32,696320000.0,28.96548271,-10.04754448,45.2944603
33,718079000.0,28.96318817,-10.01907921,45.30223083
34,739838000.0,28.95429802,-9.986120224,45.31518936
35,761598000.0,28.94684219,-9.934567451,45.33127975
36,783356000.0,28.94693756,-9.91475296,45.33555222
37,805116000.0,28.94737625,-9.898414612,45.33884811
38,826858000.0,28.92729187,-9.83667469,45.36510849
39,848634000.0,28.92679596,-9.816853523,45.36971283
40,870387000.0,28.9370575,-9.81306076,45.36398697
41,892151000.0,28.9364872,-9.790779114,45.36916351
42,913910000.0,28.93458939,-9.773965836,45.37399673
43,935679000.0,28.9434967,-9.77958107,45.36710358
44,957423000.0,28.94070816,-9.756561279,45.37384033
45,979182000.0,28.93066406,-9.70400238,45.39151001
46,1000946000.0,28.94191742,-9.70891571,45.38328171
47,1022715000.0,28.93448639,-9.660792351,45.39830017
48,1044464000.0,28.93466187,-9.640384674,45.4025116
49,1066223000.0,28.94339752,-9.642255783,45.39654922
50,1087982000.0,28.94415474,-9.617377281,45.40134811
51,1109741000.0,28.9442997,-9.594173431,45.40616226
52,1131528000.0,28.91456032,-9.611797333,45.4213829
53,1153290000.0,28.8184948,-9.969812393,45.40526199
54,1175049000.0,28.70378685,-10.16046619,45.43564987
55,1196809000.0,28.82491875,-10.18874741,45.35255814
56,1218568000.0,29.10799408,-11.17751408,44.93693542
57,1240317000.0,29.38080788,-12.18458557,44.49544144
58,1262085000.0,31.83941841,-13.42259598,42.39842224
59,1283844000.0,34.54244232,-13.8878088,40.06855774
60,1305603000.0,39.03286743,-13.43665886,35.88080597
61,1327364000.0,44.0759697,-12.02094173,30.07235527
62,1349121000.0,49.14461517,-10.51185131,21.58353043
63,1370893000.0,52.75692749,-9.750079155,10.63875008
64,1392639000.0,53.72387314,-9.865579605,-2.820827484
65,1414398000.0,52.30555725,-10.64759159,-11.92889023
66,1436157000.0,49.56401443,-12.1371603,-19.68852615
67,1457916000.0,46.77691269,-13.4834013,-24.9330883
68,1479667000.0,41.17979431,-15.71730804,-32.38412094
69,1501434000.0,35.45650101,-17.64458084,-37.72327423
70,1523204000.0,28.26120377,-19.36715126,-42.63517761
