"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,3.064533615E1,-3.992468834E0,4.319172668E1
2.176200000E-2,3.060889626E1,-3.896541119E0,4.322631073E1
4.352000000E-2,3.058279991E1,-3.823006868E0,4.325134277E1
6.527899999E-2,3.054643250E1,-3.725813866E0,4.328551865E1
8.703800000E-2,3.060943604E1,-3.829595089E0,4.323191833E1
1.088080000E-1,3.063927650E1,-3.877166748E0,4.320652771E1
1.305860000E-1,3.062207222E1,-3.817754269E0,4.322401047E1
1.523460000E-1,3.062812042E1,-3.808119297E0,4.322056961E1
1.741050000E-1,3.064145851E1,-3.822178602E0,4.320987701E1
1.958570000E-1,3.064514542E1,-3.819622755E0,4.320748901E1
2.176230000E-1,3.065071297E1,-3.813534260E0,4.320407486E1
2.393820000E-1,3.063489342E1,-3.757672310E0,4.322018814E1
2.611410000E-1,3.059951401E1,-3.663435221E0,4.325332642E1
2.829010000E-1,3.056374741E1,-3.568136930E0,4.328657150E1
3.046560000E-1,3.057471466E1,-3.572770596E0,4.327844620E1
3.264180000E-1,3.057313347E1,-3.556847572E0,4.328086853E1
3.481730000E-1,3.053578949E1,-3.458169937E0,4.331521225E1
3.699360000E-1,3.051720810E1,-3.411620140E0,4.333200455E1
3.916960000E-1,3.048091316E1,-3.313577414E0,4.336514282E1
4.134840000E-1,3.044312859E1,-3.218662739E0,4.339881897E1
4.352430000E-1,3.040731239E1,-3.121647835E0,4.343101120E1
4.570030000E-1,3.046480370E1,-3.234914541E0,4.338239670E1
4.787690000E-1,3.045403099E1,-3.196222305E0,4.339282608E1
5.005020000E-1,3.041861534E1,-3.103094816E0,4.342441940E1
5.222800000E-1,3.038374710E1,-3.009714365E0,4.345538712E1
5.440390000E-1,3.039773178E1,-3.050354242E0,4.344278336E1
5.657980000E-1,3.043254280E1,-3.122857332E0,4.341324234E1
5.875570000E-1,3.039583778E1,-3.030023098E0,4.344552231E1
6.093220000E-1,3.036112022E1,-2.934884071E0,4.347631836E1
6.310750000E-1,3.033598709E1,-2.865551710E0,4.349848557E1
