"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.281755984E-2,3.720941767E-2,-1.268703025E-2
2.176100000E-2,9.657805413E-2,3.477114066E-2,-1.031698566E-2
4.351900000E-2,9.299636632E-2,3.603481129E-2,-1.526753511E-2
6.529100000E-2,9.422156215E-2,3.603206575E-2,-1.523330435E-2
8.703700000E-2,9.540893137E-2,3.849242255E-2,-1.405064669E-2
1.087970000E-1,9.167651832E-2,3.724792600E-2,-1.171585266E-2
1.305540000E-1,9.169926494E-2,3.601064160E-2,-1.289255638E-2
1.523150000E-1,9.777473658E-2,3.846234828E-2,-1.036761422E-2
1.741040000E-1,9.289502352E-2,3.723809496E-2,-1.168161724E-2
1.958620000E-1,9.041749686E-2,3.599892557E-2,-1.051728334E-2
2.176220000E-1,9.295948595E-2,3.478106111E-2,-1.403478626E-2
2.393800000E-1,9.169394523E-2,3.724554926E-2,-1.292078663E-2
2.611330000E-1,9.526000172E-2,3.596111760E-2,-1.038072631E-2
2.828990000E-1,9.040186554E-2,3.597816452E-2,-1.292777248E-2
3.046570000E-1,9.146810323E-2,3.591865674E-2,-9.279840626E-3
3.264160000E-1,9.279662371E-2,3.839425370E-2,-1.653124206E-2
3.481870000E-1,9.141668677E-2,3.587464988E-2,-1.169042941E-2
3.699400000E-1,8.763966709E-2,3.955562040E-2,-1.187903620E-2
3.917240000E-1,9.250218421E-2,3.829329088E-2,-1.532941218E-2
4.134830000E-1,9.113411605E-2,3.576937318E-2,-1.169362105E-2
4.352420000E-1,9.360638261E-2,3.698577359E-2,-1.526817307E-2
4.570010000E-1,9.606234729E-2,3.698364273E-2,-1.519946381E-2
4.787610000E-1,8.746646345E-2,3.699110076E-2,-1.543994620E-2
5.005360000E-1,8.856876194E-2,3.816468641E-2,-1.543500926E-2
5.222780000E-1,8.967973292E-2,3.689070791E-2,-1.537375432E-2
5.440410000E-1,9.207680821E-2,3.562973067E-2,-1.527749840E-2
5.658270000E-1,8.717019856E-2,3.439908102E-2,-1.538668852E-2
5.875860000E-1,9.067599475E-2,3.434267268E-2,-1.408057287E-2
6.093450000E-1,8.823627234E-2,3.682101145E-2,-1.541055553E-2
6.311040000E-1,8.950181305E-2,3.435652331E-2,-1.652455702E-2
6.528780000E-1,9.423061460E-2,3.676335141E-2,-1.765079610E-2
6.746220000E-1,8.774197102E-2,3.542650118E-2,-1.056772750E-2
6.963810000E-1,9.019904584E-2,3.417401016E-2,-1.408621389E-2
7.181400000E-1,8.901420981E-2,3.665767238E-2,-1.658665575E-2
7.398990000E-1,9.017214924E-2,3.416761756E-2,-1.288140099E-2
7.616840000E-1,9.100155532E-2,3.278020397E-2,-9.208071977E-3
7.834480000E-1,8.960123360E-2,3.147462755E-2,-1.162649691E-2
8.052070000E-1,9.061169624E-2,3.261385486E-2,-1.162283961E-2
8.269660000E-1,9.285283834E-2,3.623868152E-2,-1.164106559E-2
8.487340000E-1,9.043440968E-2,3.377738968E-2,-1.285813097E-2
8.704830000E-1,8.672357351E-2,3.377419338E-2,-1.175638009E-2
8.922430000E-1,9.024477005E-2,3.741631657E-2,-1.173972804E-2
9.140020000E-1,9.120982885E-2,3.361257166E-2,-1.162376907E-2
9.357610000E-1,8.871104568E-2,3.234736621E-2,-1.528019272E-2
