"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,8.928862214E-2,3.701844066E-2,-1.600576192E-2
2.177300000E-2,9.409815818E-2,3.575383127E-2,-1.102087274E-2
4.351800000E-2,9.095538408E-2,3.597262502E-2,-1.202581916E-2
6.527800000E-2,9.093791246E-2,3.844045103E-2,-1.208237745E-2
8.703700000E-2,9.223566949E-2,3.474744409E-2,-1.437296253E-2
1.087950000E-1,8.605176210E-2,3.720971197E-2,-1.339640282E-2
1.305780000E-1,9.219700098E-2,3.596947715E-2,-1.319639944E-2
1.523430000E-1,9.212723374E-2,3.966141492E-2,-1.087145973E-2
1.741020000E-1,9.221655130E-2,3.845017031E-2,-1.566293277E-2
1.958620000E-1,9.210584313E-2,3.594781831E-2,-1.199256536E-2
2.176200000E-1,9.082842618E-2,3.716971725E-2,-1.085052919E-2
2.393690000E-1,9.336509556E-2,3.718676046E-2,-1.439626142E-2
2.611380000E-1,9.089847654E-2,3.965870664E-2,-1.452143025E-2
2.828980000E-1,8.720893413E-2,3.470805287E-2,-1.571706869E-2
3.046560000E-1,8.831160516E-2,3.467586637E-2,-1.206890866E-2
3.264130000E-1,8.948174864E-2,3.589943796E-2,-1.206361037E-2
3.481740000E-1,8.815517277E-2,3.710835055E-2,-1.092233695E-2
3.699340000E-1,9.551778436E-2,3.709334880E-2,-1.192143094E-2
3.916930000E-1,9.292200208E-2,3.829842806E-2,-5.994299892E-3
4.134520000E-1,8.948013186E-2,3.835915029E-2,-1.694069058E-2
4.352110000E-1,9.177532047E-2,3.830598295E-2,-1.566905342E-2
4.569700000E-1,8.920697123E-2,3.457225114E-2,-1.203936152E-2
4.787290000E-1,8.785540611E-2,3.825247288E-2,-7.339147851E-3
5.005180000E-1,9.037095308E-2,3.699529916E-2,-1.326717902E-2
5.222730000E-1,8.917519450E-2,3.576784953E-2,-1.447811816E-2
5.440360000E-1,8.788809180E-2,3.699103743E-2,-1.213107444E-2
5.657960000E-1,8.897013217E-2,3.694265708E-2,-8.483120240E-3
5.875540000E-1,8.777878433E-2,3.694414720E-2,-1.574811153E-2
6.092950000E-1,8.881626278E-2,3.813049197E-2,-1.333431248E-2
6.310570000E-1,9.008712322E-2,3.443109617E-2,-1.442008372E-2
6.528310000E-1,8.623113483E-2,3.686575964E-2,-7.350721862E-3
6.745920000E-1,9.120085090E-2,3.804922476E-2,-1.567658782E-2
6.963500000E-1,8.861888200E-2,3.551193699E-2,-1.569040120E-2
7.180890000E-1,8.962840587E-2,3.668643907E-2,-9.661148302E-3
7.398620000E-1,8.597134799E-2,3.669602424E-2,-1.096902695E-2
7.616280000E-1,8.704075962E-2,3.787456080E-2,-7.349312305E-3
7.833860000E-1,8.949316293E-2,3.659744188E-2,-1.327807456E-2
8.051450000E-1,8.441845328E-2,3.775369748E-2,-1.344546489E-2
8.269100000E-1,8.907803148E-2,3.518240154E-2,-8.433988318E-3
8.486810000E-1,9.039763361E-2,3.891162574E-2,-1.330357790E-2
8.704520000E-1,8.784557134E-2,3.641108423E-2,-1.572707109E-2
8.922110000E-1,8.894986659E-2,3.513722494E-2,-1.687093079E-2
9.139610000E-1,8.993237466E-2,3.999613225E-2,-1.333682612E-2
9.357290000E-1,8.853568882E-2,3.620806709E-2,-1.087868493E-2
9.574880000E-1,8.731760830E-2,3.369381279E-2,-1.688250527E-2
9.792470000E-1,8.359610289E-2,3.616043180E-2,-1.583721489E-2
1.001007000E0,8.965533227E-2,3.613593057E-2,-1.205099840E-2
1.022764000E0,8.856640011E-2,3.797877952E-2,-9.042295627E-3
1.044525000E0,8.986573666E-2,3.551975638E-2,-1.256614365E-2
1.066284000E0,8.740569651E-2,3.798893467E-2,-1.389637217E-2
1.088043000E0,8.739477396E-2,3.427781910E-2,-1.260687038E-2
1.109814000E0,8.610861748E-2,3.425829113E-2,-1.143679768E-2
1.131561000E0,9.344429523E-2,3.548041359E-2,-1.005408447E-2
1.153320000E0,8.853768557E-2,3.424976766E-2,-1.016327366E-2
1.175079000E0,8.851446956E-2,3.670975938E-2,-1.263013016E-2
1.196868000E0,8.711405843E-2,3.789639100E-2,-7.874191739E-3
1.218611000E0,9.103450924E-2,3.300469741E-2,-1.729672216E-2
1.240387000E0,8.847653121E-2,3.792728484E-2,-1.386390626E-2
1.262145000E0,8.716291189E-2,3.666425124E-2,-1.146089938E-2
1.283904000E0,8.959327638E-2,3.417349234E-2,-1.254132483E-2
1.305663000E0,9.696378559E-2,3.416089714E-2,-1.474541891E-2
1.327423000E0,8.459734172E-2,3.661517799E-2,-1.394122746E-2
1.349182000E0,9.075214714E-2,3.907711431E-2,-1.744103618E-2
1.370935000E0,8.570334315E-2,3.285995126E-2,-1.141372882E-2
1.392700000E0,9.053485096E-2,3.901744634E-2,-9.007829241E-3
1.414456000E0,8.689269423E-2,3.530989215E-2,-1.264142338E-2
1.436219000E0,9.304326773E-2,3.283043578E-2,-1.361831464E-2
1.457977000E0,9.169971943E-2,3.403415531E-2,-1.127179898E-2
1.479739000E0,8.919919282E-2,3.772825375E-2,-1.142560784E-2
1.501495000E0,8.661177754E-2,3.644921258E-2,-7.852539420E-3
1.523281000E0,8.556674421E-2,3.772992641E-2,-1.634882204E-2
1.545043000E0,8.911621571E-2,3.769477457E-2,-1.022168808E-2
1.566802000E0,8.653702587E-2,3.394543752E-2,-6.592096761E-3
1.588561000E0,9.266470373E-2,3.640038893E-2,-8.887013420E-3
1.610322000E0,8.532012999E-2,3.640877083E-2,-1.150302961E-2
1.632086000E0,8.657501638E-2,3.641409799E-2,-1.267348882E-2
1.653840000E0,8.526004851E-2,3.638461232E-2,-1.029879693E-2
1.675598000E0,8.769081533E-2,3.388579935E-2,-1.137950085E-2
1.708251000E0,8.765552193E-2,3.386156261E-2,-1.258518826E-2
1.729990000E0,8.881666511E-2,3.507337719E-2,-1.257940754E-2
1.751760000E0,8.628033847E-2,3.381410614E-2,-1.141538378E-2
1.773528000E0,8.381173760E-2,3.627264872E-2,-1.395100169E-2
1.795288000E0,8.739189804E-2,3.499580547E-2,-1.141087059E-2
1.817047000E0,8.861615509E-2,3.621473536E-2,-1.381536759E-2
1.838806000E0,8.846729994E-2,3.369604051E-2,-8.940247819E-3
1.860558000E0,8.484555781E-2,3.247203678E-2,-1.383450627E-2
1.882325000E0,8.600286394E-2,3.615841642E-2,-1.388489641E-2
1.904083000E0,8.589401096E-2,3.612428904E-2,-1.147570554E-2
1.925842000E0,8.710905910E-2,3.363527358E-2,-1.259055734E-2
1.947600000E0,8.577996492E-2,3.359786421E-2,-1.021629479E-2
1.969384000E0,8.565771580E-2,3.726516291E-2,-7.892077789E-3
1.991145000E0,8.697981387E-2,3.356997669E-2,-1.379741076E-2
2.012903000E0,8.801210672E-2,3.475425392E-2,-7.767216302E-3
2.034668000E0,8.656961471E-2,3.270204738E-2,-1.007896848E-2
2.056426000E0,8.909744024E-2,3.394700587E-2,-1.485813223E-2
2.078185000E0,8.657155186E-2,3.639691696E-2,-1.377901901E-2
2.099946000E0,9.024445713E-2,3.761786968E-2,-1.490964647E-2
2.121704000E0,8.893334121E-2,3.635621071E-2,-1.250650454E-2
2.143463000E0,8.649190515E-2,3.759383038E-2,-1.501318719E-2
2.165224000E0,8.634199202E-2,3.507950902E-2,-1.013767812E-2
2.186982000E0,8.268900216E-2,3.632377088E-2,-1.267870981E-2
2.208740000E0,8.631281555E-2,3.629762679E-2,-1.137143467E-2
2.230506000E0,8.503172547E-2,3.627193719E-2,-1.140675042E-2
2.252252000E0,8.505719900E-2,3.379850090E-2,-1.376028173E-2
2.274017000E0,8.980451524E-2,3.745819628E-2,-8.888472803E-3
2.295777000E0,8.865664899E-2,3.500090167E-2,-1.368580293E-2
2.317565000E0,8.980102837E-2,3.373823315E-2,-1.121386420E-2
2.339324000E0,8.857426792E-2,3.744158521E-2,-1.374289859E-2
2.361065000E0,8.851721883E-2,3.494670615E-2,-1.248220447E-2
