,Time (s),X (µT),Y (µT),Z (µT)
2,43518000.0,-16.3302803,-19.12195206,39.07567596
3,65273000.0,-16.3259716,-19.11989212,39.0784874
4,87036000.0,-16.32155037,-19.11867332,39.08092499
5,108795000.0,-16.34847069,-19.04693031,39.10469818
6,130533000.0,-16.34924698,-19.03993416,39.10778427
7,152313000.0,-16.35368156,-19.02387238,39.11374283
8,174072000.0,-16.35072708,-19.02148819,39.11614227
9,195831000.0,-16.36603737,-18.96812439,39.13565063
10,217591000.0,-16.35668373,-18.98220825,39.13272095
11,239349000.0,-16.36486244,-18.95035172,39.14474487
12,261108000.0,-16.39171219,-18.87718391,39.16885757
13,282867000.0,-16.37414551,-18.9160614,39.15744781
14,304626000.0,-16.3703289,-18.91290283,39.16056442
15,326384000.0,-16.36065674,-18.93123817,39.15575027
16,348145000.0,-16.38630104,-18.85899925,39.17987823
17,369904000.0,-16.38321114,-18.859375,39.18098831
18,391662000.0,-16.36257744,-18.88413811,39.1776886
19,413420000.0,-16.34684181,-18.90497398,39.17419815
20,435180000.0,-16.35994339,-18.85819244,39.19128036
21,456939000.0,-16.38753319,-18.78613663,39.21434784
22,478729000.0,-16.36100578,-18.84987068,39.19483566
23,500488000.0,-16.35035133,-18.86993027,39.18964005
24,522247000.0,-16.32765961,-18.91715813,39.17632675
25,544006000.0,-16.31640816,-18.94073105,39.1696167
26,565765000.0,-16.30421829,-18.95920181,39.16575241
27,587524000.0,-16.29627609,-18.98122978,39.15839386
28,609282000.0,-16.31034279,-18.94190788,39.17157745
29,631042000.0,-16.30238914,-18.95396423,39.16905594
30,652802000.0,-16.29668617,-18.95898438,39.16900253
31,674561000.0,-16.28484917,-18.97429848,39.16651154
32,696319000.0,-16.28869629,-18.94431305,39.17942047
33,718091000.0,-16.30177116,-18.90067291,39.19505692
34,739837000.0,-16.28989029,-18.92394066,39.18877029
35,761596000.0,-16.27530098,-18.9464798,39.18394089
36,783355000.0,-16.27788925,-18.9406662,39.18567657
37,805114000.0,-16.30227852,-18.86880302,39.21019363
38,826886000.0,-16.28426933,-18.88787651,39.20849609
39,848632000.0,-16.26650238,-18.91628075,39.20217896
40,870392000.0,-16.23537636,-18.96489906,39.19158936
41,892158458.3,-16.16326904,-19.04580498,39.18215179
42,913911458.3,-16.16956329,-19.12905502,39.13898849
43,935696458.3,-16.23640251,-19.14366531,39.10415268
44,957435458.3,-16.30685997,-19.05171013,39.11974335
45,979194458.3,-16.32277298,-19.00290108,39.13683701
46,1000983458.0,-16.3344059,-18.97517395,39.14543915
47,1022742458.0,-16.4288826,-18.96479797,39.11091995
48,1044496458.0,-16.332798,-18.86258507,39.20048523
49,1066243458.0,-16.36673355,-18.8376503,39.1983223
50,1088019458.0,-15.23207092,-21.78744507,42.95266724
51,1109776458.0,-17.55714035,-21.35506248,42.2770462
52,1131537458.0,-19.87832069,-21.47982979,41.17170715
53,1153296458.0,-21.6528244,-22.06644821,39.94831085
54,1175056458.0,-23.80096245,-23.23400879,38.01756668
55,1196816458.0,-26.70864105,-24.4434185,35.2251091
56,1218588458.0,-31.36873627,-25.58888054,30.21343803
57,1240333458.0,-33.22086334,-25.87218285,27.90420532
58,1262092458.0,-38.20763779,-25.88754845,20.53416252
59,1283851458.0,-41.42390823,-24.98434448,14.54244518
60,1305622458.0,-44.13857269,-23.66778755,6.577415466
61,1327384458.0,-44.97912979,-22.97141838,-0.9122714996
62,1349128458.0,-44.14048386,-23.06945419,-8.429609299
63,1370881458.0,-42.61079788,-23.24942017,-13.97943687
64,1392646458.0,-39.73900986,-23.05708504,-20.99577141
65,1414415458.0,-36.59526443,-22.8340168,-26.28753281
66,1436164458.0,-33.02778244,-23.42312241,-30.20203972
67,1457923458.0,-27.72871017,-24.98642349,-34.03582764
68,1479712458.0,-23.43898773,-26.57401848,-36.00105286
69,1501472458.0,-19.42226982,-28.61169624,-36.82101059
70,1523232458.0,-15.21826553,-30.09330559,-37.6090126
71,1544990458.0,-12.40152359,-29.2491703,-39.27249527
72,1566750458.0,-9.900946617,-29.20654297,-40.00736618
73,1588509458.0,-5.80872345,-29.5230217,-40.57450104
74,1610244458.0,-3.684083939,-29.39780998,-40.91255188
75,1632026458.0,-2.19123745,-28.71578789,-41.49990845
76,1653785458.0,-1.247843742,-27.89418411,-42.09510422
77,1675544458.0,0.6659297943,-26.74624252,-42.84664917
78,1697303458.0,2.962772369,-25.74946785,-43.35697556
79,1719072458.0,5.604140282,-25.11176682,-43.46991348
80,1740822458.0,8.799835205,-25.02354813,-42.98866653
81,1762580458.0,10.08072567,-25.35222626,-42.51216507
82,1784339458.0,11.54473019,-26.26715279,-41.57398987
83,1806096458.0,12.48424053,-27.67534637,-40.37151337
84,1827857458.0,13.23681355,-28.734478,-39.3796463
85,1849616458.0,14.25619125,-28.75411987,-39.00771332
86,1871375458.0,15.65747452,-28.29907608,-38.80265808
87,1893134458.0,16.50945473,-28.02578545,-38.6475563
88,1914907458.0,16.73238373,-28.30161667,-38.34952545
89,1936672458.0,16.73500824,-28.81360245,-37.96519852
