,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
4,2174441934.0,46.75937733,12.03293684,1053.195923,-1.0,-1.0,65.0,65.0
5,2561795473.0,46.75935699,12.03293229,1047.787319,0.5799999833,-1.0,50.0,50.0
6,3561796069.0,46.75935699,12.03293229,1056.092983,0.0,0.0,30.0,30.0
7,4561794519.0,46.75935699,12.03293229,1055.622524,0.0,0.0,30.0,30.0
