"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675966174E1,1.203248295E1,1.052702759E3,-1.000000000E0,-1.000000000E0,4.689456787E2,4.689456787E2
8.474695683E-2,4.675966240E1,1.203248179E1,1.052702759E3,-1.000000000E0,-1.000000000E0,4.689525466E2,4.689525466E2
1.531289816E-1,4.675943665E1,1.203273741E1,1.052631958E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
7.163439989E-1,4.675942474E1,1.203274959E1,1.052573120E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.270208001E0,4.675951852E1,1.203273711E1,1.052323730E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
4.654886961E0,4.675949026E1,1.203274548E1,1.052215332E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
