,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75935699,12.03293229,1054.359253,-1.0,-1.0,174.575841,174.575841
1,93333005.91,46.75935699,12.03293229,1054.359253,-1.0,-1.0,174.5888568,174.5888568
2,399395942.7,46.75935699,12.03293229,1054.359253,-1.0,-1.0,174.7300398,174.7300398
3,423702001.6,46.75938429,12.03284606,1053.700195,-1.0,-1.0,165.0,165.0
4,713139057.2,46.75939648,12.03280758,1053.327881,-1.0,-1.0,165.0,165.0
5,2350733995.0,46.7594226,12.03269315,1052.504639,-1.0,-1.0,65.0,65.0
