,Time (s),X (µT),Y (µT),Z (µT)
15,326416000.0,-12.94138145,-24.13768196,37.98833084
16,348175000.0,-12.93910789,-24.12228203,37.99888992
17,369937000.0,-12.93285942,-24.12561798,37.99889755
18,391724000.0,-12.93064499,-24.11087608,38.00900269
19,413480000.0,-12.93181038,-24.08959579,38.02210236
20,435242000.0,-12.93667507,-24.06839561,38.0338707
21,457001000.0,-12.93779945,-24.05021286,38.04498672
22,478762000.0,-12.94910908,-24.01098633,38.06591034
23,500520000.0,-12.94831562,-23.99669838,38.0751915
24,522278000.0,-12.94821739,-23.98356056,38.08349609
25,544044000.0,-12.94145298,-23.98278999,38.08628464
26,565790000.0,-12.94213581,-23.96661377,38.09623337
27,587555000.0,-12.94364929,-23.95036316,38.10593796
28,609314000.0,-12.94659519,-23.93732834,38.11312866
29,631103000.0,-12.9456625,-23.92525864,38.12101746
30,652837000.0,-12.94120502,-23.91704178,38.12768936
31,674625000.0,-12.93819427,-23.90639687,38.13538742
32,696381000.0,-12.93459225,-23.89342117,38.14474106
33,718140000.0,-12.94265652,-23.85245705,38.16763687
34,739899000.0,-12.94806957,-23.83575249,38.17623138
35,761658000.0,-12.94535446,-23.83114624,38.18002701
36,783407000.0,-12.94904518,-23.80843163,38.19294357
37,805170000.0,-12.94078445,-23.80708694,38.19658661
38,826935000.0,-12.94431114,-23.77552795,38.21504974
39,848695000.0,-12.93345451,-23.79179955,38.20859146
40,870950833.3,-12.93161297,-23.77973366,38.21672058
41,892731833.3,-12.93031311,-23.7687664,38.22398758
42,914466833.3,-12.92118931,-23.77269554,38.22462845
43,936248833.3,-12.92016983,-23.76273727,38.23116302
44,958007833.3,-12.91692638,-23.74718094,38.2419281
45,979767833.3,-12.90948296,-23.74809647,38.2438736
46,1001526833.0,-12.90957069,-23.73396683,38.25260544
47,1023286833.0,-12.9110527,-23.72340775,38.25865936
48,1045044833.0,-12.90906334,-23.71346664,38.2654953
49,1066817833.0,-12.9215126,-23.67290306,38.28639984
50,1088563833.0,-12.91822624,-23.66391945,38.2930603
51,1110351833.0,-12.91385651,-23.65384293,38.30075836
52,1132110833.0,-12.91111755,-23.64661217,38.30615234
53,1153869833.0,-12.90787792,-23.64003563,38.31129837
54,1175606833.0,-12.91755581,-23.60095024,38.33213043
55,1197387833.0,-12.91255951,-23.59717178,38.33614349
56,1219147833.0,-12.90721798,-23.59483147,38.33938217
57,1240905833.0,-12.90304279,-23.5888195,38.34448624
58,1262652833.0,-12.91147614,-23.55279732,38.3637886
59,1284427833.0,-12.90456772,-23.5570488,38.3635025
60,1306195833.0,-12.8908968,-23.57847404,38.35492706
61,1327941833.0,-12.88587856,-23.57371712,38.35954285
62,1349731833.0,-12.87964725,-23.56732941,38.36555862
63,1371479833.0,-12.87168884,-23.56448936,38.36997604
64,1393249833.0,-12.86268902,-23.56521225,38.37255096
65,1414993833.0,-12.87038422,-23.53157043,38.39060593
66,1436768833.0,-12.86244297,-23.53187943,38.39307785
67,1458536833.0,-12.85434723,-23.53262711,38.39533234
68,1480285833.0,-12.84496307,-23.53405571,38.39759445
69,1502044833.0,-12.83261204,-23.54992104,38.39199829
70,1523803833.0,-12.82492447,-23.54642296,38.39670944
71,1545562833.0,-12.81695175,-23.54657936,38.39927673
72,1567335833.0,-12.81048012,-23.54736519,38.4009552
73,1589111833.0,-12.80206203,-23.5480938,38.40332413
74,1610870833.0,-12.79839706,-23.54438019,38.40681458
75,1632629833.0,-12.79206944,-23.54206657,38.41033936
76,1654388833.0,-12.78357983,-23.53899002,38.41505814
77,1676137833.0,-12.77614498,-23.52541733,38.42584229
78,1697907833.0,-12.76916218,-23.52803802,38.42655945
79,1719665833.0,-12.76321411,-23.51474762,38.4366684
80,1741424833.0,-12.75418758,-23.51949883,38.43675232
81,1763178833.0,-12.75977039,-23.48830986,38.45396805
82,1784956833.0,-12.74762535,-23.49653053,38.45297623
83,1806705833.0,-12.72788906,-23.52474213,38.44226074
84,1828491833.0,-12.71721077,-23.53021431,38.44244385
85,1850250833.0,-12.73132515,-23.52071571,38.44359207
86,1872009833.0,-12.78027344,-23.48810196,38.44728851
87,1893768833.0,-12.65447235,-23.52149963,38.46847534
88,1915514833.0,-12.72149277,-23.45478058,38.48709869
89,1937286833.0,-12.77440357,-23.39842224,38.50387955
90,1959049833.0,-12.67388153,-23.07755852,38.73009109
91,1980804833.0,-12.29462147,-22.79237366,39.02012634
92,2002564833.0,-11.77084351,-22.93186569,39.09983444
93,2024353833.0,-10.60725594,-23.04257393,39.36681366
94,2046113833.0,-8.737352371,-23.29965019,39.67373657
95,2067857833.0,-5.29150629,-24.73023224,39.4161911
96,2089631833.0,-3.36208725,-25.45908737,39.16314316
97,2111389833.0,3.676222801,-27.24477768,37.91342545
98,2133148833.0,10.9879818,-28.19293785,35.744133
99,2154904833.0,18.59715652,-28.01629829,32.59529495
100,2176664833.0,27.1257019,-26.89860916,27.09025192
101,2198425833.0,32.27773285,-26.22136307,21.53621674
102,2220184833.0,35.91741562,-25.92132759,15.20671844
103,2241943833.0,38.10090637,-25.84824181,8.567969322
104,2263729833.0,38.82234192,-25.94028091,3.62601757
105,2285492833.0,38.82713318,-26.00647354,-3.055688858
106,2307240833.0,37.08438873,-26.32426453,-11.18041515
107,2329010833.0,34.68574524,-26.95231628,-16.2386055
108,2350780833.0,33.4965744,-27.15117645,-18.27603912
109,2372523833.0,30.22300339,-27.04331207,-23.41900635
110,2394287833.0,27.80984688,-27.0397625,-26.24278831
111,2416046833.0,25.81296921,-27.25172806,-28.00453949
112,2437805833.0,23.96416092,-27.69061089,-29.19194221
113,2459562833.0,22.50548172,-28.14452171,-29.91002274
114,2481353833.0,22.01861,-28.65308189,-29.7892971
115,2503112833.0,21.56488419,-29.13609314,-29.65239143
116,2524871833.0,20.73566628,-29.64387512,-29.74043083
117,2546630833.0,19.74287796,-29.95739746,-30.09972763
118,2568384833.0,18.14624405,-30.73705482,-30.31777763
119,2590149833.0,17.56314087,-31.61339188,-29.75483131
120,2611908833.0,17.35819054,-32.54564667,-28.85644913
121,2633667833.0,17.41074753,-33.33323288,-27.9102459
122,2655420833.0,17.25593758,-34.49264526,-26.56520844
123,2677185833.0,16.39276886,-35.58950043,-25.64926529
124,2698969833.0,16.00537872,-35.64546204,-25.81567574
125,2720733833.0,15.95786476,-35.59555054,-25.91377258
126,2742492833.0,15.92794514,-35.64958191,-25.85784531
127,2764251833.0,15.93187809,-35.63896942,-25.87004471
128,2786008833.0,15.94022369,-35.68408585,-25.80262566
129,2807769833.0,16.00634384,-35.7304306,-25.69734573
