,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75940836,12.03313646,1053.917847,-1.0,-1.0,318.0614364,318.0614364
1,137260079.4,46.75940836,12.03313777,1053.917847,-1.0,-1.0,318.088665,318.088665
2,390351057.1,46.75940858,12.0328478,1053.755249,-1.0,-1.0,165.0,165.0
3,834385991.1,46.75940861,12.03280849,1053.616943,-1.0,-1.0,165.0,165.0
4,2250836015.0,46.75940863,12.03278883,1053.498901,-1.0,-1.0,165.0,165.0
