,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75945899,12.03323211,1052.761963,-1.0,-1.0,184.3712691,184.3712691
1,292158961.3,46.75945899,12.03323211,1052.761963,-1.0,-1.0,184.3712691,184.3712691
2,508581996.0,46.75937453,12.03296028,1052.841309,-1.0,-1.0,65.0,65.0
3,776232957.8,46.75937378,12.03295786,1052.871826,-1.0,-1.0,65.0,65.0
4,2410318971.0,46.75937745,12.03293666,1052.855835,-1.0,-1.0,65.0,65.0
