,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
4,2319741011.0,46.7594234,12.0326892,1052.105591,-1.0,-1.0,65.0,65.0
5,3426558971.0,46.75942447,12.03273539,1066.482056,0.0,-1.0,10.0,10.0
6,4026531696.0,46.75942447,12.03273539,1062.267178,0.0,-1.0,10.0,10.0
7,5026360393.0,46.75942447,12.03273539,1062.597988,0.0,-1.0,10.0,10.0
