"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675944674E1,1.203256543E1,1.052850220E3,-1.000000000E0,-1.000000000E0,6.439426470E2,6.439426470E2
1.994049549E-1,4.675944706E1,1.203256372E1,1.052850220E3,-1.000000000E0,-1.000000000E0,6.439742928E2,6.439742928E2
2.006859779E-1,4.675937453E1,1.203295179E1,1.052879761E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
5.937349796E-1,4.675937462E1,1.203295129E1,1.052891357E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.279616952E0,4.675937982E1,1.203292345E1,1.052859253E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
