"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675937634E1,1.203293966E1,1.052693848E3,-1.000000000E0,-1.000000000E0,2.323664743E2,2.323664743E2
2.143597603E-2,4.675937634E1,1.203293966E1,1.052693848E3,-1.000000000E0,-1.000000000E0,2.323664743E2,2.323664743E2
2.784529924E-1,4.675939781E1,1.203282632E1,1.052614258E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
4.841519594E-1,4.675940323E1,1.203279775E1,1.052551025E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.127325058E0,4.675940593E1,1.203278346E1,1.052499634E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
