"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.415115416E-2,3.502706066E-2,-1.200335100E-2
2.175900000E-2,9.212020785E-2,4.017172381E-2,-5.966956727E-3
4.351800000E-2,9.227066487E-2,3.649895638E-2,-1.190633792E-2
6.527700000E-2,9.347175807E-2,3.649149835E-2,-1.066716947E-2
8.703600000E-2,9.340074658E-2,3.894291073E-2,-8.314047009E-3
1.087890000E-1,9.341140091E-2,3.647309542E-2,-8.257588372E-3
1.305540000E-1,8.730369806E-2,3.524990380E-2,-9.605946951E-3
1.523130000E-1,9.335227311E-2,3.769521788E-2,-5.876189563E-3
1.740870000E-1,8.847070485E-2,4.141712189E-2,-9.713256732E-3
1.958310000E-1,9.335919470E-2,3.769487143E-2,-8.286473341E-3
2.175900000E-1,9.579359740E-2,3.645144030E-2,-6.984720007E-3
2.393670000E-1,8.722468466E-2,3.893141448E-2,-1.089666598E-2
2.611080000E-1,9.582056850E-2,3.892396018E-2,-1.065618265E-2
2.828670000E-1,9.092461318E-2,3.522349522E-2,-1.070891321E-2
3.046260000E-1,9.089771658E-2,3.521710634E-2,-9.504099376E-3
3.263850000E-1,9.209880978E-2,3.520964831E-2,-8.264929987E-3
3.481660000E-1,9.328923374E-2,3.767200559E-2,-7.082219701E-3
3.699210000E-1,9.209347516E-2,3.644455597E-2,-8.293159306E-3
3.916630000E-1,9.458699077E-2,3.397900239E-2,-9.372805245E-3
4.134210000E-1,9.192204475E-2,3.637795150E-2,-7.090146653E-3
4.351800000E-1,9.432949126E-2,3.758410364E-2,-9.460525587E-3
4.569400000E-1,9.675323963E-2,3.881048784E-2,-8.215231821E-3
4.787220000E-1,9.050486237E-2,3.753754869E-2,-7.155035157E-3
5.004880000E-1,9.415692091E-2,3.874439374E-2,-9.490803815E-3
5.222470000E-1,8.800074458E-2,3.627351299E-2,-8.401304483E-3
5.440060000E-1,9.421071410E-2,3.875717893E-2,-1.190043148E-2
5.657650000E-1,9.290735424E-2,3.750416264E-2,-8.292114362E-3
5.875130000E-1,9.270499647E-2,3.743303567E-2,-7.089535240E-3
6.092800000E-1,9.145403653E-2,3.618600219E-2,-8.301167749E-3
6.310430000E-1,9.262265265E-2,3.615481779E-2,-1.067786571E-2
6.528010000E-1,9.032274783E-2,3.743020818E-2,-1.800368726E-2
6.745620000E-1,9.263357520E-2,3.986593336E-2,-1.196736842E-2
6.963190000E-1,9.131933749E-2,3.736111149E-2,-1.074134745E-2
7.180790000E-1,8.880424500E-2,3.858536482E-2,-8.428658359E-3
7.398200000E-1,9.005913138E-2,3.859069198E-2,-9.599117562E-3
7.615970000E-1,9.253107011E-2,3.488383815E-2,-9.445719421E-3
7.833570000E-1,8.889558911E-2,3.613472357E-2,-1.198664121E-2
8.051150000E-1,9.380753338E-2,3.613046557E-2,-1.184922270E-2
8.268740000E-1,9.101474285E-2,3.847325593E-2,-8.362960070E-3
8.486330000E-1,8.971117437E-2,3.967818618E-2,-9.631535970E-3
8.703960000E-1,9.460687637E-2,3.719772026E-2,-8.232844062E-3
8.921510000E-1,9.096047282E-2,3.473749012E-2,-9.484263137E-3
9.139100000E-1,8.841314912E-2,3.719026223E-2,-5.994990002E-3
9.356690000E-1,8.843472600E-2,3.843156248E-2,-7.228033617E-3
9.574280000E-1,8.951035887E-2,3.713855520E-2,-7.167426869E-3
9.791960000E-1,8.943513036E-2,3.709422797E-2,-9.578734636E-3
1.000946000E0,9.081359208E-2,3.342039511E-2,-1.548376121E-2
1.022705000E0,9.050364792E-2,3.330885991E-2,-1.307731494E-2
1.044464000E0,9.357684851E-2,3.777390718E-2,-1.043239236E-2
1.066220000E0,9.363065660E-2,3.778669238E-2,-1.284202002E-2
1.087992000E0,9.241890907E-2,4.026396200E-2,-1.413764805E-2
1.109741000E0,8.989559859E-2,3.777212650E-2,-1.174059324E-2
1.131500000E0,8.973869681E-2,3.896420449E-2,-6.950111594E-3
1.153259000E0,9.231290221E-2,3.651782498E-2,-1.164419949E-2
1.175029000E0,9.228606522E-2,3.897637874E-2,-1.290601864E-2
1.196777000E0,9.349898249E-2,3.773292527E-2,-1.284366380E-2
1.218548000E0,9.104833752E-2,3.650014848E-2,-1.288414374E-2
1.240295000E0,9.223466367E-2,3.524759039E-2,-1.161706448E-2
1.262061000E0,9.225090593E-2,3.772379830E-2,-1.287833694E-2
1.283813000E0,9.340352565E-2,3.646865115E-2,-9.201310575E-3
1.305572000E0,9.221868962E-2,3.895231336E-2,-1.170175243E-2
1.327331000E0,9.465307742E-2,3.770888597E-2,-1.039999910E-2
1.349090000E0,9.093690664E-2,3.894059733E-2,-9.326479398E-3
1.370862000E0,9.455590695E-2,3.890570253E-2,-9.224276990E-3
1.392639000E0,9.208368510E-2,3.643162549E-2,-8.031713776E-3
1.414398000E0,9.342991561E-2,3.398631141E-2,-1.276015677E-2
1.436157000E0,8.481805772E-2,3.769849241E-2,-1.308532804E-2
1.457917000E0,9.089351445E-2,4.015019909E-2,-1.056038495E-2
1.479654000E0,9.444610775E-2,3.514932841E-2,-7.935998961E-3
1.501434000E0,8.952225000E-2,3.884962574E-2,-1.056830119E-2
1.523193000E0,8.944654465E-2,3.387912363E-2,-8.046183735E-3
1.545458750E0,8.829527348E-2,3.636775911E-2,-1.295640506E-2
1.567243750E0,9.317498654E-2,3.759201616E-2,-1.164240111E-2
1.589002750E0,9.435448796E-2,3.634325787E-2,-9.170188569E-3
1.610743750E0,8.949831128E-2,3.635681421E-2,-1.292221528E-2
1.632519750E0,9.557322413E-2,3.509073704E-2,-1.151798945E-2
1.654278750E0,9.189485759E-2,4.003995657E-2,-1.293878630E-2
1.676032750E0,9.428782016E-2,3.631000593E-2,-1.037597563E-2
1.697791750E0,9.181208163E-2,3.506651521E-2,-1.041673217E-2
1.719555750E0,8.814436942E-2,3.754591569E-2,-1.178107038E-2
1.741300750E0,9.679938108E-2,3.631633520E-2,-1.392198540E-2
1.763071750E0,9.184990078E-2,3.878401965E-2,-1.291104965E-2
1.784833750E0,9.060033411E-2,3.754378483E-2,-1.171236020E-2
1.806592750E0,9.068635851E-2,3.632805496E-2,-1.529857330E-2
1.828352750E0,9.306695312E-2,3.507183865E-2,-1.158719137E-2
1.850110750E0,9.189377725E-2,3.630795702E-2,-1.767458580E-2
1.871885750E0,8.930025250E-2,3.626871854E-2,-1.412934903E-2
1.893628750E0,9.042065591E-2,3.624208644E-2,-9.275738150E-3
1.915388750E0,8.671512455E-2,3.500398248E-2,-8.145758882E-3
1.937146750E0,9.288754314E-2,3.995107114E-2,-1.049653068E-2
1.958916750E0,9.411492944E-2,3.746673837E-2,-1.281595044E-2
1.980677750E0,9.280467033E-2,3.744335100E-2,-1.044100430E-2
2.002423750E0,9.537889063E-2,3.499697149E-2,-1.513509173E-2
2.024182750E0,9.214872867E-2,3.520863131E-2,-1.052115485E-2
