"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.133948386E-2,3.587608039E-2,-7.803443354E-3
2.175900000E-2,9.266974032E-2,3.713548928E-2,-1.261657476E-2
4.349900000E-2,9.081032127E-2,3.489976749E-2,-1.360265445E-2
6.527700000E-2,9.086897969E-2,3.367706016E-2,-1.598407328E-2
8.703600000E-2,9.693911672E-2,3.736367449E-2,-1.348736137E-2
1.087830000E-1,9.321735799E-2,3.364936262E-2,-1.109610870E-2
1.305540000E-1,8.712591231E-2,3.490237892E-2,-1.370573975E-2
1.523340000E-1,9.202186763E-2,3.860284388E-2,-1.365301013E-2
1.740730000E-1,8.592481911E-2,3.490983695E-2,-1.494490914E-2
1.958310000E-1,8.827722073E-2,3.487718850E-2,-1.126212720E-2
2.176210000E-1,9.201536328E-2,3.859299421E-2,-1.485829521E-2
2.393740000E-1,8.831516653E-2,3.611998260E-2,-1.370008755E-2
2.611270000E-1,9.072824568E-2,3.981618211E-2,-1.251125243E-2
2.828980000E-1,9.193530679E-2,3.857018799E-2,-1.244902983E-2
3.046520000E-1,9.313284606E-2,3.484706208E-2,-1.233048458E-2
3.264100000E-1,9.189620614E-2,3.360382095E-2,-1.354185399E-2
3.481680000E-1,9.313062578E-2,3.606840968E-2,-1.597395353E-2
3.699340000E-1,9.305999428E-2,3.604928404E-2,-1.356450375E-2
3.916930000E-1,9.059337527E-2,3.852123022E-2,-1.368967351E-2
4.134830000E-1,8.812116832E-2,3.604715317E-2,-1.249710936E-2
4.352420000E-1,9.308157116E-2,3.729058430E-2,-1.479754690E-2
4.569810000E-1,8.796255291E-2,3.846199065E-2,-1.014492009E-2
4.787600000E-1,9.285824001E-2,3.598152101E-2,-8.746227250E-3
5.005140000E-1,9.181547910E-2,3.972870111E-2,-1.970904134E-2
5.222780000E-1,8.920877427E-2,3.722266853E-2,-1.249240618E-2
5.440290000E-1,9.175076336E-2,3.600480407E-2,-1.600991189E-2
5.657960000E-1,9.537025541E-2,3.845864162E-2,-1.355367620E-2
5.875471250E-1,9.284957498E-2,3.473687172E-2,-9.923255071E-3
6.093061250E-1,9.174010903E-2,3.847461939E-2,-1.606637053E-2
6.310831250E-1,9.290870279E-2,3.351474926E-2,-1.230465341E-2
6.528451250E-1,9.052277356E-2,3.600586951E-2,-1.604426652E-2
6.746141250E-1,8.919896930E-2,3.473164514E-2,-1.605160162E-2
6.963721250E-1,9.263740480E-2,3.588275239E-2,-1.236393582E-2
7.181321250E-1,8.645508438E-2,3.710464016E-2,-1.376940031E-2
7.398821250E-1,8.639036864E-2,3.338073939E-2,-1.007026993E-2
7.616641250E-1,8.890571445E-2,3.833741695E-2,-1.372892130E-2
7.834091250E-1,9.009175003E-2,3.583972901E-2,-1.484379917E-2
8.051681250E-1,9.349814057E-2,3.945846111E-2,-8.802658878E-3
8.269581250E-1,8.998063207E-2,3.208416700E-2,-1.476041600E-2
8.487161250E-1,8.868287504E-2,3.577717021E-2,-1.246983185E-2
8.704811250E-1,9.120328724E-2,3.331800923E-2,-1.475429162E-2
8.922341250E-1,8.984082192E-2,3.327369317E-2,-1.237991080E-2
9.139931250E-1,8.608158678E-2,3.324823454E-2,-1.248372812E-2
9.357361250E-1,8.611940593E-2,3.696574271E-2,-1.497804467E-2
9.575111250E-1,8.840423822E-2,3.318708390E-2,-1.362148952E-2
9.792701250E-1,8.718717098E-2,3.689926118E-2,-1.494534779E-2
1.001042125E0,8.702913672E-2,3.560975194E-2,-1.130357012E-2
1.022789125E0,8.891762793E-2,3.709185496E-2,-1.780297048E-2
