,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
470,10233372870.0,-0.2011024839,0.4823566266,-0.0345148372
471,10255131870.0,-0.2175870639,0.5141484132,-0.02788743396
472,10276883870.0,-0.2172614471,0.4980710552,-0.03182372015
473,10298639870.0,-0.2134933917,0.473607584,-0.0215480335
474,10320409870.0,-0.2095915995,0.4898221688,-0.02516386486
475,10342168870.0,-0.2040189289,0.5011135443,-0.02766074015
476,10363927870.0,-0.208734818,0.4911490848,-0.03925573453
477,10385686870.0,-0.2008560055,0.4922267632,-0.02034825565
478,10407469870.0,-0.1994066087,0.4770462219,-0.0436107042
479,10429234870.0,-0.2048231952,0.4770755676,-0.04322019699
480,10450993870.0,-0.2154519532,0.4705880453,-0.05192851008
481,10472731870.0,-0.1977698451,0.479080322,-0.04836126999
482,10494511870.0,-0.1969365986,0.4867261047,-0.06747505508
483,10516270870.0,-0.211951755,0.4816052594,-0.05247017238
484,10538029870.0,-0.2157502525,0.4891976497,-0.05693963785
485,10559783880.0,-0.1979591487,0.4614460698,-0.0308647745
486,10581547870.0,-0.2031067085,0.4732548142,-0.04524971529
487,10603306870.0,-0.1973185314,0.488724281,-0.03295697678
488,10625066870.0,-0.2071744337,0.499190797,-0.04773893438
489,10646855870.0,-0.2048930329,0.4979786327,-0.04621643363
490,10668600870.0,-0.1963594784,0.4736291822,-0.03856079295
491,10690356870.0,-0.2156283381,0.4721413947,-0.04150175513
492,10712132880.0,-0.2137729434,0.4693387146,-0.04312678772
493,10733891870.0,-0.2088476875,0.5097846362,-0.05311398737
494,10755651870.0,-0.2174934902,0.4892654408,-0.04044223965
495,10777409870.0,-0.2152888341,0.5004444766,-0.03863421205
496,10799164870.0,-0.2071363354,0.4603789164,-0.031678394
497,10820927880.0,-0.1910689908,0.4785982922,-0.02746869338
498,10842686870.0,-0.191605619,0.4818698825,-0.02788101344
499,10864452870.0,-0.2179534286,0.5040051386,-0.01447372825
500,10886235870.0,-0.21196831,0.5115617877,-0.00630738924
501,10907994870.0,-0.1958578787,0.498606112,-0.01816974184
502,10929753870.0,-0.2063110923,0.4872470185,-0.02927315326
503,10951512870.0,-0.1998301664,0.4768768719,-0.01586347208
504,10973272870.0,-0.208938027,0.4750795475,-0.02645174152
505,10995030870.0,-0.1966072907,0.4826794295,-0.00272627372
506,11016789870.0,-0.1928783203,0.493291797,-0.01706282966
507,11038548870.0,-0.2138148972,0.48879273,-0.02910641626
508,11060298870.0,-0.1961803344,0.4929976089,-0.005690074016
509,11082066870.0,-0.2006585706,0.4724675962,-0.02077885969
510,11103838120.0,-0.2201411095,0.4952503219,-0.0172218705
511,11125603120.0,-0.2116259372,0.5060785612,-0.02520339296
512,11147365120.0,-0.2066601893,0.5014325099,-0.00833911738
513,11169122120.0,-0.2187339588,0.5104198631,-0.009905423142
514,11190880120.0,-0.2086259319,0.4980528923,-0.0005866722669
515,11212640120.0,-0.2052761351,0.4767882866,-0.006572292092
516,11234398120.0,-0.2052736135,0.5024622045,-0.01408928753
517,11256169120.0,-0.2111739292,0.5035826407,-0.02185969923
518,11277917120.0,-0.2193807704,0.5099276006,-0.01007843906
519,11299675120.0,-0.2192760139,0.4861030839,-0.0207575676
520,11321434120.0,-0.2145716,0.4833838362,-0.02268971378
521,11343224120.0,-0.189760859,0.4740794909,-0.02284512409
522,11364975120.0,-0.2058898552,0.4717963724,-0.02634685937
523,11386742120.0,-0.1866646304,0.4906927096,-0.01940181071
524,11408495120.0,-0.2007464068,0.5040513681,-0.02946506528
525,11430261120.0,-0.1986807317,0.4896845035,-0.01252821456
526,11452019120.0,-0.2060056484,0.4893904616,-0.007967917401
527,11473778120.0,-0.2166217252,0.4764494405,-0.01563434688
528,11495537120.0,-0.1966311912,0.4920563168,-0.00579588121
529,11517296120.0,-0.216099313,0.4834655511,-0.03698459146
530,11539074120.0,-0.2080853385,0.4885267182,-0.003355803858
531,11560819120.0,-0.1839786754,0.4659831437,-0.007965683011
532,11582604120.0,-0.1890794939,0.4711721822,-0.02872071472
533,11604364120.0,-0.2048899448,0.4685542375,-0.01395501398
534,11626122120.0,-0.1989698948,0.4839957108,-0.02201074697
535,11647882120.0,-0.1928163398,0.4971580125,-0.01061393209
536,11669635120.0,-0.1958669419,0.499736525,-0.00604526039
537,11691399120.0,-0.2031473832,0.4935298152,-0.02693846969
538,11713159120.0,-0.21458863,0.4708490504,-0.02272762931
539,11734917120.0,-0.2152228702,0.4911011011,-0.01018305168
540,11756684120.0,-0.2107073031,0.4747211131,-0.023716864
541,11778440120.0,-0.2172661614,0.492539041,-0.005648683837
542,11800224120.0,-0.2009483184,0.5072244693,-0.002374271052
543,11821983120.0,-0.2144207419,0.4918760399,-0.01910860025
544,11843743120.0,-0.2040807267,0.4704226422,-0.02064203941
545,11865484120.0,-0.2135777561,0.4656226263,-0.02251091003
546,11887261120.0,-0.2119586621,0.4808121942,-0.001333069381
547,11909028120.0,-0.2087512633,0.4806648079,0.009502720147
548,11930779120.0,0.2915868123,0.3893843994,0.01205550943
549,11952553120.0,0.6989035805,0.2950597112,0.01417889039
550,11974297120.0,1.164148111,0.2263067791,0.03831463431
551,11996056120.0,-1.709607304,1.019192346,-0.07433040837
552,12017815120.0,-0.3001366658,1.090289372,-0.0794637064
553,12039605120.0,0.2002973589,0.16638444,-0.1397282903
554,12061363120.0,-1.830432268,0.2453539562,-2.568309953
555,12083122120.0,-1.839359505,-3.555547412,-0.443179295
556,12104881120.0,1.038234169,1.252916958,-4.135035427
557,12126640120.0,0.6393054695,3.747007472,-7.922623453
558,12148403120.0,-1.382610101,4.065743875,-9.961575032
559,12170158120.0,0.5463119,-0.4380801941,-6.718445522
560,12191919120.0,0.02785016938,-2.053975123,-8.318112747
561,12213677120.0,1.885870451,-0.001419686259,-8.802135903
562,12235436120.0,4.147731486,2.917519413,-10.73772508
563,12257207120.0,4.202770742,0.3528588532,-14.21451576
564,12278970120.0,3.579901358,-3.181166274,-13.67587493
565,12300743120.0,3.164433589,-3.72819581,-8.190951009
566,12322502120.0,3.789102162,-3.963385734,-6.21327708
567,12344261120.0,1.186856139,-3.098892733,-9.320838895
568,12366021120.0,-2.156516429,-1.687923198,-6.124745557
569,12387779120.0,-3.756973759,-3.700035912,-7.148422279
570,12409539120.0,-5.92953217,-1.708562261,-5.883788817
571,12431298120.0,-5.795147951,-0.4406889659,-4.211996772
572,12453082120.0,-4.579824058,0.1572887123,-4.928894647
573,12474846120.0,-2.221520948,-0.3338320865,-6.068026981
574,12496606120.0,-1.058142915,0.6748960094,-5.785623422
575,12518364120.0,-1.249053995,0.8507355981,-7.608426828
576,12540124120.0,-1.5905482,1.504232626,-5.944621494
577,12561882120.0,-1.590430378,1.104561622,-5.299563096
578,12583642120.0,-0.8456923015,1.146135033,-4.975261313
579,12605400120.0,0.6305965535,1.136321797,-5.342071184
580,12627159120.0,0.3557698164,1.646901033,-4.618020702
581,12648908120.0,-0.2558231765,1.510246048,-4.294028237
582,12670702120.0,0.4219955271,0.8694034188,-3.018987316
583,12692468120.0,1.678470735,0.3354400343,0.0961528019
584,12714226120.0,1.758148988,-0.1342943906,0.8000683782
585,12735985120.0,0.1731786488,0.4007947291,-1.647210351
586,12757733120.0,0.8901457585,1.437458885,-0.5450631905
587,12779511120.0,1.670272354,1.687648671,0.760429884
588,12801262120.0,2.403812136,3.373694327,2.00294808
589,12823021120.0,-0.2168298678,1.358431718,-0.5294863908
590,12844787120.0,0.008923599689,1.075908876,-1.555779194
591,12866539120.0,0.3683564597,1.074263104,-1.858961126
592,12888298120.0,0.4723351933,0.5314419555,0.6268014181
593,12910084120.0,-0.6386091392,-0.4287693802,1.177413689
594,12931847120.0,-1.265873657,0.1304243835,-0.1542839744
595,12953592120.0,1.16560648,1.073290201,-1.430712513
596,12975365120.0,0.4802548084,1.01463795,-1.120858835
597,12997124120.0,-0.4667605676,0.2194175896,-0.1986726187
598,13018883120.0,0.2412731113,0.1525434136,0.1322374955
599,13040642120.0,0.7524316239,0.5851070795,-0.3411063883
600,13062401120.0,0.5369419927,0.6894856896,-0.6944791386
601,13084160120.0,0.163773311,0.4507290372,-0.1363862503
602,13105920120.0,0.08582959749,0.338256565,0.1036601609
603,13127678120.0,-0.05480186383,0.1873618561,0.1534035299
604,13149442120.0,-0.3490011892,0.1780584426,-1.594366724
605,13171207120.0,0.1006949921,0.225706599,-0.4642114008
606,13192986120.0,0.611317114,0.07986504466,-0.06646377456
607,13214745120.0,-0.1313619937,-0.5301346277,0.8702702685
