,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
470,10233372870.0,0.08321399242,0.0324899368,-0.01439532358
471,10255131870.0,0.08198878914,0.03619882092,-0.01571911946
472,10276883870.0,0.08566691726,0.03371858597,-0.0155598009
473,10298639870.0,0.07950270176,0.03371324763,-0.01573201269
474,10320409870.0,0.08932159096,0.03740897775,-0.01674683578
475,10342168870.0,0.08673067391,0.03366721421,-0.010707031
476,10363927870.0,0.0855345726,0.03490897641,-0.01317928359
477,10385686870.0,0.08430077136,0.03243323043,-0.01315728575
478,10407469870.0,0.08305422217,0.03490058333,-0.01324814931
479,10429234870.0,0.08661968261,0.03363001347,-0.008297679946
480,10450993870.0,0.07937027514,0.03366140649,-0.01452806965
481,10472731870.0,0.08430352807,0.03118670359,-0.01553916093
482,10494511870.0,0.08421759307,0.03487176821,-0.01321432367
483,10516270870.0,0.08545106649,0.03610492498,-0.01441325154
484,10538029870.0,0.08549423516,0.03487589955,-0.01679478958
485,10559783880.0,0.08292038739,0.03361070529,-0.01201621257
486,10581547870.0,0.08422435075,0.03115229681,-0.01553999912
487,10603306870.0,0.08423504978,0.03115200438,-0.01674470492
488,10625066870.0,0.08532833308,0.0335880816,-0.01194768306
489,10646855870.0,0.08293655515,0.03360249475,-0.01563079469
490,10668600870.0,0.08663125336,0.03359872848,-0.01673263498
491,10690356870.0,0.08408392966,0.03233952075,-0.01315906644
492,10712132880.0,0.08536342531,0.03729365394,-0.01685224287
493,10733891870.0,0.0840004161,0.03355095163,-0.0107779149
494,10755651870.0,0.0840671435,0.03480150178,-0.01442050189
495,10777409870.0,0.0840768218,0.03480036557,-0.01562544331
496,10799164870.0,0.0839176178,0.03475788981,-0.009601483122
497,10820927880.0,0.08409502357,0.03356095403,-0.01800690219
498,10842686870.0,0.08527418226,0.03478151187,-0.01679589413
499,10864452870.0,0.08521399647,0.0322916396,-0.01432990003
500,10886235870.0,0.08640324324,0.03104223497,-0.01306238584
501,10907994870.0,0.08152063191,0.034760423,-0.01569406502
502,10929753870.0,0.08273157477,0.03475217521,-0.01565976627
