,Time (s),X (µT),Y (µT),Z (µT)
460,10015751870.0,-15.13622761,-25.18525314,37.07907486
461,10037510870.0,-15.12793922,-25.19064713,37.07878876
462,10059262870.0,-15.13355541,-25.16464233,37.09415436
463,10081018880.0,-15.10852051,-25.19391251,37.08448792
464,10102788870.0,-15.09843731,-25.19916153,37.0850296
465,10124547870.0,-15.08679676,-25.20425224,37.08630371
466,10146306870.0,-15.07709122,-25.21359634,37.08390427
467,10168065870.0,-15.06081772,-25.23627853,37.0750885
468,10189848870.0,-15.07160282,-25.19114113,37.10138702
469,10211613870.0,-15.06211472,-25.20089722,37.09861755
470,10233372870.0,-15.05126095,-25.20946503,37.09720612
471,10255110870.0,-15.0367384,-25.21917915,37.09648895
472,10276890870.0,-15.01920319,-25.24303055,37.08737183
473,10298649870.0,-15.00943756,-25.24872398,37.08744431
474,10320408870.0,-14.99960041,-25.25418663,37.0877037
475,10342162880.0,-14.98797989,-25.26082802,37.08787918
476,10363926870.0,-14.97977448,-25.26402664,37.08901596
477,10385685870.0,-14.96992874,-25.26980209,37.08906174
478,10407445880.0,-14.95924091,-25.27513695,37.08974457
479,10429234870.0,-14.95002842,-25.28067017,37.08967972
480,10450979870.0,-14.94483662,-25.27180862,37.09781265
481,10472735870.0,-14.93332291,-25.27747154,37.09858322
482,10494511880.0,-14.9320755,-25.26435661,37.10801697
483,10516270870.0,-14.92241764,-25.26696968,37.11013412
484,10538030870.0,-14.91262531,-25.27793884,37.10660172
485,10559788870.0,-14.91562939,-25.25461578,37.1212616
486,10581543870.0,-14.89617538,-25.2865963,37.10730743
487,10603306880.0,-14.88673496,-25.29092216,37.10814667
488,10625065870.0,-14.87662888,-25.2984581,37.10705948
489,10646831870.0,-14.86754894,-25.30593491,37.10560608
490,10668614870.0,-14.85652447,-25.314785,37.10397339
491,10690373870.0,-14.8597002,-25.28752136,37.12129593
492,10712132880.0,-14.8483963,-25.30009079,37.11724854
493,10733891870.0,-14.83669853,-25.31087303,37.11457825
494,10755651870.0,-14.82233524,-25.3350563,37.10382462
495,10777409870.0,-14.8119278,-25.3441906,37.10174179
496,10799168870.0,-14.80299568,-25.35227203,37.09978485
497,10820927880.0,-14.79386806,-25.36003113,37.09811401
498,10842677870.0,-14.79631233,-25.33230972,37.11608124
499,10864445870.0,-14.78844547,-25.33901024,37.11463928
500,10886217130.0,-14.77989101,-25.34601402,37.11326981
501,10907982120.0,-14.76464176,-25.3552494,37.11302185
502,10929744120.0,-14.75355911,-25.36514473,37.110672
503,10951501120.0,-14.7610836,-25.32341385,37.13617706
504,10973259120.0,-14.74834824,-25.3379631,37.13130569
505,10995019120.0,-14.73492432,-25.35235596,37.1268158
506,11016777120.0,-14.73273182,-25.34061813,37.1356926
507,11038548120.0,-14.73730659,-25.31601334,37.15065765
508,11060296120.0,-14.72492409,-25.33291054,37.14404297
509,11082054120.0,-14.70111847,-25.36935997,37.12860107
510,11103813120.0,-14.68644047,-25.38195229,37.12580872
511,11125603120.0,-14.67228413,-25.39424896,37.12298203
512,11147354120.0,-14.65550613,-25.41958618,37.11227036
513,11169121120.0,-14.64370155,-25.42591095,37.11259842
514,11190874120.0,-14.63361931,-25.43401146,37.11102676
515,11212640120.0,-14.62222767,-25.44207573,37.10999298
516,11234398120.0,-14.61273766,-25.44910431,37.10890198
517,11256157120.0,-14.6131115,-25.42255592,37.12694931
518,11277916120.0,-14.60004616,-25.43275833,37.12511063
519,11299675120.0,-14.59163475,-25.44229126,37.12187958
520,11321453120.0,-14.57189941,-25.47486877,37.10728836
521,11343198120.0,-14.55920887,-25.48246956,37.10705566
522,11364983120.0,-14.54842091,-25.48882294,37.10691071
523,11386743130.0,-14.55008793,-25.47754669,37.11400986
524,11408501120.0,-14.54117393,-25.48554611,37.11200714
525,11430261120.0,-14.53015041,-25.49222946,37.11173248
526,11452014120.0,-14.52678871,-25.48279953,37.11952209
527,11473778120.0,-14.5142231,-25.49163818,37.11837006
528,11495538130.0,-14.51691628,-25.46634293,37.13468552
529,11517296120.0,-14.50461769,-25.47456741,37.13384247
530,11539063120.0,-14.4938736,-25.48655701,37.12981796
531,11560819120.0,-14.48105335,-25.49456787,37.12931824
532,11582603120.0,-14.48298454,-25.467453,37.14716339
533,11604362120.0,-14.47125912,-25.48137283,37.14218903
534,11626122120.0,-14.45842934,-25.49337006,37.13895798
535,11647863120.0,-14.44348526,-25.51761818,37.12811279
536,11669640120.0,-14.43350792,-25.52619362,37.12609863
537,11691407120.0,-14.40936661,-25.54270172,37.12411499
538,11713158120.0,-14.21415615,-25.66016769,37.11837769
539,11734932120.0,-14.05584145,-25.74310684,37.12122726
540,11756676120.0,-13.91201878,-25.7597084,37.16386795
541,11778435120.0,-13.84989452,-25.73311996,37.20546722
542,11800194120.0,-13.66797924,-25.77170563,37.24601364
543,11821984120.0,-13.95893097,-25.86273003,37.07461929
544,11843742120.0,-14.69442749,-26.09598923,36.62421417
545,11865501120.0,-16.506464,-26.47574615,35.56446838
546,11887260120.0,-18.34030533,-26.7412281,34.44996643
547,11909019120.0,-21.68636322,-26.69771576,32.48374176
548,11930782120.0,-25.56734848,-25.96076775,30.17630768
549,11952537120.0,-30.36938477,-24.51651001,26.7376442
550,11974298120.0,-35.52373886,-22.15531731,22.03328896
551,11996056120.0,-40.82078934,-18.57005692,15.06902122
552,12017815130.0,-44.83820343,-14.39882946,4.524289131
553,12039586120.0,-45.45240021,-10.67317104,-7.643490791
554,12061349120.0,-40.94086456,-8.864236832,-21.98933029
555,12083122120.0,-34.71871567,-10.85408878,-30.24995041
556,12104881130.0,-27.33947754,-14.98099232,-35.58627319
557,12126640120.0,-19.31154251,-19.40244102,-38.58587646
