"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675937784E1,1.203293403E1,1.052822510E3,-1.000000000E0,-1.000000000E0,3.848982128E2,3.848982128E2
1.987429857E-1,4.675937784E1,1.203293403E1,1.052822510E3,-1.000000000E0,-1.000000000E0,3.849391213E2,3.849391213E2
4.704580307E-1,4.675937335E1,1.203295812E1,1.052880859E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
8.231079578E-1,4.675937334E1,1.203295817E1,1.052901978E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.428102016E0,4.675937853E1,1.203293037E1,1.052873047E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
4.619418979E0,4.675944795E1,1.203293603E1,1.052813721E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
