,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
7,6060780048.0,46.75938314,12.03290996,1055.673218,5.365524382e-08,-1.0,200.0,200.0
8,7060799122.0,46.75938155,12.03291873,1056.102905,5.670629636e-08,-1.0,200.0,200.0
9,8060800076.0,46.75938075,12.03292312,1056.381836,2.184474434e-06,-1.0,200.0,200.0
