"Time (s)","Distance (cm)"
0.000000000E0,5.000000000E0
6.795970201E-1,0.000000000E0
1.129233956E0,5.000000000E0
2.245754004E0,0.000000000E0
6.998121977E0,5.000000000E0
7.454501987E0,0.000000000E0
7.585220933E0,5.000000000E0
