"Time (s)","Distance (cm)"
0.000000000E0,5.000000000E0
2.193559408E-1,0.000000000E0
6.192070246E-1,5.000000000E0
8.330529928E-1,0.000000000E0
5.264268041E0,5.000000000E0
5.631860971E0,0.000000000E0
5.737625957E0,5.000000000E0
