"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.473612905E-2,4.202420264E-2,-8.643925190E-3
2.176000000E-2,9.358298033E-2,3.709845990E-2,-1.097499300E-2
4.403016667E-2,9.164259583E-2,3.855393082E-2,-9.580318816E-3
6.579016667E-2,9.406817704E-2,3.854415193E-2,-8.306831121E-3
8.755016667E-2,8.914498985E-2,3.978058323E-2,-8.472539485E-3
1.093081667E-1,9.043529630E-2,3.608480841E-2,-1.076320931E-2
1.310671667E-1,9.530987591E-2,3.607017919E-2,-9.421095252E-3
1.528261667E-1,9.413728863E-2,3.855653852E-2,-1.312654652E-2
1.745911667E-1,9.038357437E-2,3.853949532E-2,-1.082015503E-2
1.963441667E-1,9.281139076E-2,3.481760249E-2,-9.462119080E-3
2.181031667E-1,9.402874112E-2,3.728338331E-2,-1.068936847E-2
2.398621667E-1,8.786582202E-2,3.604147211E-2,-1.083323173E-2
2.616211667E-1,9.029007703E-2,3.602442145E-2,-1.076486055E-2
2.833851667E-1,9.153442830E-2,3.725231066E-2,-1.437384076E-2
3.051401667E-1,9.141214192E-2,3.721522540E-2,-1.075986214E-2
3.268981667E-1,9.253759682E-2,3.718029708E-2,-8.316421881E-3
3.486571667E-1,9.008137882E-2,3.717713431E-2,-1.079542935E-2
3.704201667E-1,9.256064892E-2,3.716798499E-2,-1.434178744E-2
3.921751667E-1,8.998214453E-2,3.218169883E-2,-1.068381034E-2
4.139251667E-1,8.867137134E-2,3.585998714E-2,-1.080361009E-2
4.356931667E-1,8.980912715E-2,3.458768129E-2,-9.536970407E-3
4.574521667E-1,8.858221769E-2,3.580777347E-2,-1.321477443E-2
4.792131667E-1,9.210851789E-2,3.451471031E-2,-9.469931945E-3
5.009721667E-1,9.324015677E-2,3.571220487E-2,-9.464833885E-3
5.227301667E-1,9.066407382E-2,4.061980173E-2,-9.647648782E-3
5.444901667E-1,9.431818873E-2,3.564995527E-2,-1.184252370E-2
5.662591667E-1,8.678238094E-2,3.805377334E-2,-1.210680231E-2
5.880071667E-1,9.029744565E-2,3.798986971E-2,-9.595391341E-3
6.097661667E-1,9.386938065E-2,3.546392918E-2,-9.437208995E-3
6.315251667E-1,9.008180350E-2,3.541929275E-2,-1.074653398E-2
6.532851667E-1,8.747036755E-2,3.906800598E-2,-1.090146881E-2
6.750431667E-1,8.975375444E-2,3.776942194E-2,-9.601455182E-3
6.968021667E-1,9.082971513E-2,3.770215437E-2,-9.568762966E-3
7.185621667E-1,8.698923886E-2,3.888005018E-2,-9.701756760E-3
7.403201667E-1,9.047696739E-2,3.508992121E-2,-7.106101140E-3
7.620991667E-1,8.796066046E-2,3.505203128E-2,-1.199595351E-2
7.838381667E-1,9.145056456E-2,3.744847327E-2,-1.195142791E-2
8.056021667E-1,8.519617468E-2,3.368917108E-2,-1.445022691E-2
8.273871667E-1,8.612182736E-2,3.729255497E-2,-9.683303535E-3
8.491471667E-1,8.973561972E-2,3.476854414E-2,-1.434514951E-2
8.708791667E-1,8.570799232E-2,3.712861240E-2,-8.482826874E-3
8.926641667E-1,8.677639812E-2,3.334260359E-2,-9.570853785E-3
9.144231667E-1,8.645986021E-2,3.444789350E-2,-9.602537379E-3
9.361821667E-1,8.618690073E-2,3.559011221E-2,-7.223531604E-3
9.579231667E-1,8.237089217E-2,3.553068265E-2,-1.094342954E-2
9.797001667E-1,8.709055930E-2,3.420893475E-2,-1.198512036E-2
1.001459167E0,8.804702014E-2,3.658002615E-2,-1.080506016E-2
1.023218167E0,8.870020509E-2,4.035059363E-2,-6.648539100E-3
1.044977167E0,9.112941474E-2,3.785812482E-2,-7.728907745E-3
1.066736167E0,8.871345222E-2,3.785926104E-2,-1.261762902E-2
1.088496167E0,9.100261331E-2,3.533536196E-2,-7.673988119E-3
1.110254167E0,8.845594525E-2,3.406741470E-2,-6.510447245E-3
1.132013167E0,8.597903699E-2,3.528800234E-2,-9.017807432E-3
1.153772167E0,8.963587880E-2,3.773697093E-2,-1.138163265E-2
1.175544167E0,8.844602108E-2,3.649879992E-2,-1.620784961E-2
1.197285167E0,9.070440382E-2,3.396427631E-2,-1.005944330E-2
1.219045167E0,9.068247676E-2,3.394620866E-2,-1.246992499E-2
1.240808167E0,9.054833651E-2,3.513498232E-2,-1.008939277E-2
1.262556167E0,9.052953869E-2,3.388250619E-2,-1.247164421E-2
1.284327167E0,8.796713501E-2,3.384375200E-2,-1.133645140E-2
1.306085167E0,9.279667586E-2,3.380823880E-2,-1.119991764E-2
1.327844167E0,8.653272688E-2,3.747752309E-2,-1.025249343E-2
1.349603167E0,8.760330826E-2,3.618633375E-2,-6.576418411E-3
1.371377167E0,8.744510263E-2,3.736234456E-2,-5.401240662E-3
1.393121167E0,9.006223828E-2,3.368263692E-2,-1.368201245E-2
1.414875167E0,8.867138624E-2,3.239219263E-2,-1.007468719E-2
1.436650167E0,9.092207998E-2,3.726299480E-2,-7.710694335E-3
1.458411167E0,8.853004873E-2,3.355649114E-2,-1.371973939E-2
1.480158167E0,9.202693403E-2,3.720021620E-2,-1.008794457E-2
1.501918167E0,8.450570703E-2,3.344611451E-2,-6.595902145E-3
1.523677167E0,8.816996962E-2,3.589667380E-2,-1.016467717E-2
1.545455167E0,8.685604483E-2,3.462392092E-2,-1.017183438E-2
1.567193167E0,8.679400384E-2,3.335597739E-2,-1.134945732E-2
1.588953167E0,8.914214373E-2,3.702080250E-2,-1.136642788E-2
1.610742167E0,8.780276775E-2,3.450717404E-2,-1.014051959E-2
1.632501167E0,8.530548215E-2,3.448341414E-2,-1.261987444E-2
1.654244167E0,8.632043749E-2,3.688539937E-2,-7.823822089E-3
1.676002167E0,8.261961490E-2,3.686656058E-2,-1.154241432E-2
1.697778167E0,8.492372185E-2,3.681124374E-2,-9.065127932E-3
1.719537167E0,8.495481312E-2,3.803480789E-2,-1.511859428E-2
1.741296167E0,8.482962847E-2,3.180526569E-2,-1.256892458E-2
1.763055167E0,8.838392049E-2,3.299196437E-2,-1.129023544E-2
1.784815167E0,8.334171772E-2,3.418631852E-2,-1.025202218E-2
1.806554167E0,8.331159502E-2,3.663637117E-2,-1.392388809E-2
1.828333167E0,8.930964023E-2,3.410840034E-2,-1.128706150E-2
1.850095167E0,8.792899549E-2,3.405767307E-2,-8.912774734E-3
1.871851167E0,8.430677652E-2,3.405963629E-2,-1.624573953E-2
1.893610167E0,8.530154079E-2,4.016738385E-2,-1.153432671E-2
1.915356167E0,8.519610018E-2,3.640731797E-2,-1.265611965E-2
1.937129167E0,8.508368582E-2,3.265332431E-2,-1.136778761E-2
1.958891167E0,9.232626855E-2,3.878096491E-2,-1.130386814E-2
1.980646167E0,8.726112545E-2,3.873176500E-2,-9.032721631E-3
2.002405167E0,8.233037591E-2,3.253323212E-2,-1.143971086E-2
2.024164167E0,8.698467165E-2,3.714189678E-2,-1.376530062E-2
2.045937167E0,8.319943398E-2,3.463813290E-2,-1.140291803E-2
2.067683167E0,8.926953375E-2,3.707996011E-2,-1.128811575E-2
2.089441167E0,8.305263519E-2,3.458392620E-2,-1.019927580E-2
2.111200167E0,8.675163239E-2,3.581018001E-2,-1.373951510E-2
2.132959167E0,8.666806668E-2,3.454457968E-2,-1.250705030E-2
2.154728167E0,8.657394350E-2,3.574813530E-2,-1.133110374E-2
2.176477167E0,8.649080992E-2,3.448055685E-2,-1.009879913E-2
2.198236167E0,8.273395151E-2,3.692761436E-2,-1.025901735E-2
2.219995167E0,9.132812917E-2,3.567199409E-2,-1.240066160E-2
2.241754167E0,8.384492993E-2,3.564041853E-2,-1.019780617E-2
2.263514167E0,8.868549019E-2,3.808001801E-2,-1.011756528E-2
2.285273167E0,8.504701406E-2,3.190226480E-2,-1.369457878E-2
2.307063167E0,8.856103569E-2,3.802907839E-2,-1.011884119E-2
2.328821167E0,9.106244892E-2,3.802674636E-2,-1.487006061E-2
2.350561167E0,8.726336062E-2,3.181200847E-2,-1.121809613E-2
2.372339167E0,8.473826200E-2,3.302246332E-2,-1.131574251E-2
2.394098167E0,8.592425287E-2,3.423631564E-2,-1.251511741E-2
2.415857167E0,8.715972304E-2,3.669744357E-2,-1.615241915E-2
2.437593167E0,8.820236474E-2,3.292552754E-2,-1.121527608E-2
2.459364167E0,8.816611767E-2,3.290566429E-2,-1.242075395E-2
2.481134167E0,8.677276969E-2,3.780128062E-2,-8.954207413E-3
2.502893167E0,8.066108078E-2,3.533031046E-2,-1.268457901E-2
2.524652167E0,9.165736288E-2,3.406052291E-2,-1.234779786E-2
2.546402167E0,8.785773069E-2,3.402353451E-2,-1.004206203E-2
2.568170167E0,8.539073169E-2,3.401239589E-2,-1.252096891E-2
2.589929167E0,8.772908151E-2,3.397098929E-2,-1.004329324E-2
2.611688167E0,8.524097502E-2,3.271900490E-2,-1.128914021E-2
2.633448167E0,7.906506956E-2,3.270453960E-2,-1.266639493E-2
2.655207167E0,8.762925863E-2,3.144073486E-2,-1.360331289E-2
2.676958167E0,8.498580754E-2,3.509498015E-2,-8.938163519E-3
2.698724167E0,8.861488104E-2,3.259076178E-2,-9.984308854E-3
2.720484167E0,8.735126257E-2,3.257199377E-2,-1.122414786E-2
2.742254167E0,9.102027118E-2,3.378923237E-2,-1.355969440E-2
2.763996167E0,8.472459018E-2,3.621690720E-2,-1.017432101E-2
2.785761167E0,8.477479219E-2,3.497941792E-2,-1.496622432E-2
2.807541167E0,8.957445621E-2,3.370127827E-2,-1.239152811E-2
2.829280167E0,8.214191347E-2,3.368004411E-2,-1.259836555E-2
2.851055167E0,8.694782853E-2,3.734643012E-2,-1.134160254E-2
2.872797167E0,8.192925900E-2,3.484239429E-2,-9.013439529E-3
2.894557167E0,8.442984521E-2,3.483873606E-2,-1.376469620E-2
2.916338167E0,8.805508167E-2,3.357413411E-2,-1.363397576E-2
2.938088167E0,8.672661334E-2,3.601166606E-2,-1.252066065E-2
2.959863167E0,8.791346103E-2,3.104590066E-2,-1.237384044E-2
2.981622167E0,8.419831097E-2,3.597597405E-2,-1.499989629E-2
