"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.404580295E-2,4.338928685E-2,-1.399863884E-2
2.175900000E-2,9.398108721E-2,3.966538608E-2,-1.029950939E-2
4.351900001E-2,9.281222522E-2,3.844432905E-2,-1.271526143E-2
6.528900001E-2,9.470824897E-2,3.993602097E-2,-1.615633816E-2
8.703600000E-2,9.465751052E-2,3.868727013E-2,-1.371851843E-2
1.087930000E-1,9.713651240E-2,3.868790343E-2,-1.485466305E-2
1.305540000E-1,9.709938616E-2,3.867626563E-2,-1.364996191E-2
1.523130000E-1,9.591986984E-2,3.992502391E-2,-1.612217538E-2
1.740910000E-1,9.223059565E-2,4.116312414E-2,-1.625346951E-2
1.958620000E-1,9.341543168E-2,3.867946193E-2,-1.375302579E-2
2.176210000E-1,9.584090859E-2,3.866600618E-2,-1.368479710E-2
2.393620000E-1,9.712905437E-2,3.991298378E-2,-1.729330048E-2
2.611470000E-1,9.336441010E-2,3.989700228E-2,-1.378192101E-2
2.828980000E-1,9.578814358E-2,4.112339020E-2,-1.253662724E-2
3.046570000E-1,9.207197279E-2,4.235510156E-2,-1.146310661E-2
3.264160000E-1,9.707526118E-2,3.990019858E-2,-1.488367002E-2
3.481760000E-1,9.454924613E-2,3.741334006E-2,-1.128147822E-2
3.699530000E-1,9.330245107E-2,3.739950806E-2,-1.252127811E-2
3.917230000E-1,9.696975350E-2,3.614139184E-2,-1.480042655E-2
4.134780000E-1,9.195525199E-2,3.858219087E-2,-1.379021723E-2
4.352410000E-1,9.443277866E-2,3.982136026E-2,-1.495455112E-2
4.570000000E-1,9.440056235E-2,4.104987904E-2,-1.377796661E-2
4.787540000E-1,9.304121137E-2,3.852001578E-2,-1.255220640E-2
5.005130000E-1,9.667134285E-2,4.096931219E-2,-1.371123828E-2
5.222780000E-1,9.172635525E-2,3.971687704E-2,-1.502596680E-2
5.440370000E-1,9.670258313E-2,3.601299971E-2,-1.841865294E-2
5.657960000E-1,8.668541908E-2,4.091344029E-2,-1.278276742E-2
5.875550000E-1,9.279569983E-2,3.718426079E-2,-1.373195276E-2
6.093440000E-1,8.909575641E-2,4.089218006E-2,-1.391970553E-2
6.315932500E-1,9.526790679E-2,3.965833783E-2,-1.492451504E-2
6.533522500E-1,9.396456182E-2,3.840532154E-2,-1.131619886E-2
6.751112500E-1,9.507028759E-2,3.588817641E-2,-1.002188213E-2
6.968702500E-1,9.748183936E-2,4.080981761E-2,-1.127147861E-2
7.186292500E-1,9.019996971E-2,3.960047662E-2,-1.506382041E-2
7.404042500E-1,9.386766702E-2,3.712107614E-2,-1.369948313E-2
7.621512500E-1,9.378164262E-2,3.833680972E-2,-1.011327002E-2
7.839072500E-1,9.388924390E-2,3.836237267E-2,-1.493252628E-2
8.056652500E-1,9.610222280E-2,4.074655846E-2,-1.251288410E-2
8.274552500E-1,9.118779004E-2,3.948929906E-2,-1.864782162E-2
8.492142500E-1,9.227596223E-2,4.069118202E-2,-1.261762623E-2
8.709502500E-1,9.598122537E-2,3.574835509E-2,-1.240164321E-2
8.927322500E-1,8.862423897E-2,3.946586326E-2,-1.389727462E-2
9.144912500E-1,9.584432840E-2,3.814864159E-2,-1.486987062E-2
9.362512500E-1,9.449145943E-2,3.686792776E-2,-1.246722601E-2
9.580192500E-1,9.437341243E-2,3.805387393E-2,-1.370181888E-2
9.797682500E-1,9.179628640E-2,3.553162143E-2,-1.371555869E-2
1.001540250E0,9.056872874E-2,3.799256682E-2,-1.742161997E-2
1.023286250E0,9.470262378E-2,3.868754581E-2,-1.696958952E-2
1.045070250E0,8.971532434E-2,3.743772581E-2,-1.346433535E-2
1.066830250E0,9.461632371E-2,3.989225253E-2,-1.579368487E-2
1.088594250E0,9.577409923E-2,3.987123445E-2,-1.334990188E-2
1.110354250E0,9.336659312E-2,4.112105444E-2,-1.585646905E-2
1.132105250E0,9.209546447E-2,3.863951936E-2,-1.342473738E-2
1.153871250E0,9.458366036E-2,3.740887344E-2,-1.453261264E-2
1.175630250E0,9.096975625E-2,3.990105912E-2,-1.830657758E-2
1.197389250E0,9.580099583E-2,3.987762332E-2,-1.455471665E-2
1.219149250E0,9.452986717E-2,3.739609197E-2,-1.212298311E-2
1.240908250E0,9.694828093E-2,3.985738382E-2,-1.090591960E-2
1.262666250E0,9.699101001E-2,3.985285386E-2,-1.572606713E-2
1.284456250E0,9.325855970E-2,3.983492032E-2,-1.582969353E-2
1.306215250E0,9.450811148E-2,4.107515514E-2,-1.702838205E-2
1.327974250E0,9.200367332E-2,3.982959688E-2,-1.465923432E-2
1.349733250E0,9.320476651E-2,3.982213885E-2,-1.342006493E-2
1.371492250E0,9.692512453E-2,3.981116042E-2,-1.813716255E-2
1.393258250E0,9.200155735E-2,3.980630264E-2,-1.947972178E-2
1.415011250E0,9.559757262E-2,3.977568820E-2,-1.696738973E-2
1.436770250E0,9.306643903E-2,4.099337757E-2,-1.465485059E-2
1.458542250E0,9.435354173E-2,3.977018595E-2,-1.700189337E-2
1.480319250E0,9.310398996E-2,3.852995113E-2,-1.580320485E-2
1.502071250E0,9.792548418E-2,4.220763594E-2,-1.334116049E-2
1.523836250E0,9.181689471E-2,3.850460425E-2,-1.583827101E-2
1.545595250E0,9.184937924E-2,4.345702007E-2,-1.836081780E-2
1.567365250E0,9.427285939E-2,3.850247338E-2,-1.576956175E-2
1.589114250E0,9.301145375E-2,4.096438736E-2,-1.586059108E-2
1.610872250E0,9.305433929E-2,3.726605698E-2,-1.698071696E-2
1.632647250E0,9.291452169E-2,3.846900538E-2,-1.098487619E-2
1.654393250E0,9.540271759E-2,3.723835945E-2,-1.209275052E-2
1.676179250E0,9.301678836E-2,3.972947970E-2,-1.583236270E-2
1.697938250E0,9.545117617E-2,3.848605230E-2,-1.453060843E-2
1.719697250E0,9.419097006E-2,3.971563280E-2,-1.338837855E-2
1.741456250E0,9.170229733E-2,3.846468404E-2,-1.342943963E-2
1.763220250E0,9.410084784E-2,3.720025346E-2,-1.333317440E-2
1.784975250E0,9.164488316E-2,3.720238432E-2,-1.340188365E-2
1.806734250E0,9.286446869E-2,3.842895105E-2,-1.460095309E-2
1.828493250E0,9.035427123E-2,3.964665160E-2,-1.469828375E-2
1.850252250E0,9.036295116E-2,3.469773009E-2,-1.579050720E-2
1.872011250E0,9.282271564E-2,4.210986197E-2,-1.830104366E-2
1.893801250E0,9.401820600E-2,3.715638071E-2,-1.574414223E-2
1.915560250E0,9.279911965E-2,3.838768601E-2,-1.821687073E-2
1.937318250E0,9.633156657E-2,3.834527358E-2,-1.208992675E-2
1.959065250E0,9.389784932E-2,3.710937127E-2,-1.454045624E-2
1.980832250E0,9.641748667E-2,3.958797455E-2,-1.934788935E-2
2.002599250E0,9.504367411E-2,3.831499070E-2,-1.333013363E-2
2.024354250E0,9.813588113E-2,3.981426358E-2,-1.462205872E-2
2.046113250E0,9.205508977E-2,3.859746456E-2,-1.717523113E-2
2.067874250E0,9.315390140E-2,3.732953221E-2,-1.108857617E-2
2.089662250E0,9.446755797E-2,3.981832787E-2,-1.593012363E-2
2.111421250E0,9.572244436E-2,3.982365131E-2,-1.710058190E-2
2.133180250E0,9.324490279E-2,3.858448192E-2,-1.593624800E-2
2.154936250E0,8.964724094E-2,4.355287552E-2,-2.097148634E-2
2.176698250E0,9.204382449E-2,3.859193996E-2,-1.717541739E-2
2.198458250E0,9.320560843E-2,3.733486682E-2,-1.470346935E-2
2.220216250E0,9.324364364E-2,3.981077671E-2,-1.837465167E-2
2.241975250E0,9.069287777E-2,3.978713229E-2,-1.482913643E-2
2.263742250E0,9.320263565E-2,3.979778662E-2,-1.717005484E-2
2.285493250E0,9.064972401E-2,3.730453551E-2,-1.236305013E-2
2.307284250E0,9.568030387E-2,3.979328647E-2,-1.951144449E-2
2.329042250E0,9.311109036E-2,4.099759832E-2,-1.599441655E-2
2.350789250E0,9.429344535E-2,3.974410146E-2,-1.472732518E-2
2.372560250E0,9.310349822E-2,3.851276264E-2,-1.714341156E-2
2.394319250E0,9.315197170E-2,3.976045176E-2,-1.958126947E-2
2.416079250E0,9.314104915E-2,3.604933992E-2,-1.829176582E-2
2.437837250E0,9.184329212E-2,3.974234313E-2,-1.600118168E-2
2.459591250E0,9.312357754E-2,3.974770010E-2,-1.958150975E-2
2.481355250E0,9.671426564E-2,3.972005099E-2,-1.586407423E-2
2.503146250E0,9.174320847E-2,4.094643891E-2,-1.362009533E-2
2.524896250E0,9.176654369E-2,3.847584501E-2,-1.476868708E-2
2.546664250E0,9.293539077E-2,3.969690576E-2,-1.235293318E-2
2.568422250E0,9.424407035E-2,3.971501440E-2,-1.593302190E-2
2.590181250E0,9.429254383E-2,4.096270725E-2,-1.837087795E-2
2.611940250E0,9.051165730E-2,3.847052157E-2,-1.359822694E-2
2.633699250E0,9.173431247E-2,3.970436379E-2,-1.359210070E-2
2.655478250E0,9.416338056E-2,3.969584033E-2,-1.231857855E-2
2.677217250E0,9.424940497E-2,3.848010674E-2,-1.590479165E-2
2.699007250E0,9.176330268E-2,4.093594477E-2,-1.723536290E-2
2.720766250E0,9.410353005E-2,3.843019903E-2,-1.229108311E-2
2.742525250E0,9.288085997E-2,3.719635680E-2,-1.229720935E-2
2.764286250E0,9.293145686E-2,3.967090324E-2,-1.717336103E-2
2.786043250E0,9.405477345E-2,3.963991627E-2,-1.352478657E-2
2.807802250E0,8.785075694E-2,3.715397045E-2,-1.123050321E-2
2.829561250E0,9.408342093E-2,3.840541467E-2,-1.590617932E-2
2.851333250E0,9.282853454E-2,3.840008751E-2,-1.473571919E-2
2.873081250E0,9.156832844E-2,3.962966800E-2,-1.359348930E-2
2.894868250E0,9.909039736E-2,3.842119873E-2,-2.058807388E-2
2.916627250E0,9.041189402E-2,3.963982314E-2,-1.844752580E-2
2.938387250E0,9.401514381E-2,3.961745277E-2,-1.473001856E-2
2.960143250E0,9.406691790E-2,3.715487570E-2,-1.708326861E-2
2.981905250E0,9.282722324E-2,3.715053573E-2,-1.711778529E-2
3.003659250E0,9.519716352E-2,3.836413845E-2,-1.346286386E-2
3.025427250E0,9.646124393E-2,3.715068102E-2,-1.400229987E-2
3.047182250E0,9.280420095E-2,3.716026992E-2,-1.531017665E-2
3.068941250E0,9.650971740E-2,3.839837387E-2,-1.644015685E-2
3.090700250E0,9.029442817E-2,3.714961559E-2,-1.296925824E-2
3.112489250E0,8.911153674E-2,3.962870315E-2,-1.667470112E-2
3.134252250E0,9.515932947E-2,3.959929943E-2,-1.288857497E-2
3.155988250E0,9.025271982E-2,3.836864978E-2,-1.299776509E-2
3.177767250E0,9.270336479E-2,3.960143030E-2,-1.295728423E-2
3.199525250E0,9.148862213E-2,3.960195184E-2,-1.419670600E-2
3.221284250E0,9.518066794E-2,3.835916147E-2,-1.527055353E-2
3.243044250E0,9.206316620E-2,3.943785280E-2,1.354790013E-2
3.264814250E0,8.623989671E-2,3.623220697E-2,3.847275674E-1
3.286561250E0,8.701700717E-2,4.978663102E-2,6.219089627E-1
3.308351250E0,7.079696655E-2,3.467675298E-2,9.110999107E-1
3.330110250E0,6.849078089E-2,3.630814329E-2,1.068908453E0
3.351846250E0,7.346588373E-2,1.314392686E-1,8.258001804E-1
3.373628250E0,4.366501570E-1,-1.172003508E0,6.908066869E-1
3.395399250E0,2.472338974E-1,-4.620962620E0,-1.085178137E0
3.417146250E0,1.697122157E-1,-5.048713684E0,-1.207804203E0
3.438905250E0,3.439162374E-1,-6.070992470E0,-1.249602795E0
3.460689250E0,1.873292029E-2,-7.705299377E0,-1.301089287E0
3.482423250E0,-6.303856969E-1,-9.132987022E0,-9.227353930E-1
3.504213250E0,-1.291909933E0,-1.018252373E1,9.398387372E-2
3.525972250E0,-1.535605192E0,-9.822166443E0,8.588839769E-1
3.547732250E0,-9.850129485E-1,-8.514047623E0,1.616000652E0
3.569485250E0,7.826991379E-2,-7.693178654E0,1.750013828E0
3.591249250E0,8.748653531E-1,-7.748314381E0,8.658560514E-1
3.613008250E0,1.497298121E0,-8.114537239E0,-2.403052598E-1
3.634767250E0,1.950984120E0,-8.465934753E0,-3.968280256E-1
3.656551250E0,2.368911505E0,-7.795934677E0,3.313110471E-1
3.678285250E0,2.826053858E0,-5.209138870E0,1.200184345E0
3.700075250E0,2.967874050E0,-3.836543322E0,1.265755177E0
3.721834250E0,2.792156696E0,-4.650307655E0,8.369573951E-1
3.743593250E0,2.510850906E0,-5.515602589E0,3.605735600E-1
3.765331250E0,2.230005980E0,-5.519631863E0,2.274497896E-1
3.787096250E0,2.056053162E0,-3.962258339E0,4.174087942E-1
3.808871250E0,1.753085375E0,-2.838981152E0,7.558715343E-1
3.830629250E0,7.809524536E-1,-2.287287712E0,7.004783154E-1
3.852409250E0,1.018050164E-1,-2.381022930E0,5.401777625E-1
3.874147250E0,3.443394322E-3,-2.672118187E0,4.958302677E-1
3.895914250E0,3.064581752E-1,-2.109114647E0,2.311285585E-1
3.917696250E0,8.116092086E-1,-1.073825240E0,5.656684190E-2
3.939455250E0,9.692997932E-1,-3.803473711E-1,-1.114983261E-1
3.961214250E0,7.959994078E-1,-1.585591771E-2,-1.330694258E-1
3.982973250E0,5.706726909E-1,9.850867838E-2,-2.468410134E-1
4.004719250E0,2.019708008E-1,-3.370281458E-1,-2.592992783E-1
