"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.034656733E-2,3.500704467E-2,-6.090981420E-3
2.176000000E-2,9.656717628E-2,3.502089158E-2,-9.533649310E-3
4.350300000E-2,9.577764571E-2,3.519646451E-2,-1.029808633E-2
6.527700000E-2,9.202924371E-2,3.765692934E-2,-8.047983982E-3
8.703100000E-2,9.584416449E-2,3.768558055E-2,-1.396904513E-2
1.088050000E-1,9.206327796E-2,3.519339487E-2,-9.196394123E-3
1.305550000E-1,9.699220955E-2,4.013833031E-2,-1.158173382E-2
1.523190000E-1,9.824177623E-2,4.137856513E-2,-1.278042234E-2
1.740720000E-1,8.961899579E-2,4.137963057E-2,-1.181609184E-2
1.958320000E-1,9.332779795E-2,3.890702128E-2,-1.286151260E-2
2.175910000E-1,9.086624533E-2,3.396312892E-2,-1.161248982E-2
2.393350000E-1,9.446469694E-2,3.887045756E-2,-1.162299328E-2
2.611170000E-1,9.312430769E-2,3.760191798E-2,-8.015063591E-3
2.828680000E-1,9.314137697E-2,3.512890637E-2,-9.163619019E-3
3.046270000E-1,9.554915130E-2,4.006001353E-2,-8.003014140E-3
3.263860000E-1,9.068009257E-2,3.636594489E-2,-9.260558523E-3
3.481690000E-1,9.437508881E-2,3.512416407E-2,-1.274463907E-2
3.699330000E-1,9.164211154E-2,3.751896322E-2,-5.642155651E-3
3.916930000E-1,9.654559940E-2,3.750154376E-2,-7.915058173E-3
4.134520000E-1,9.286164492E-2,3.750474006E-2,-8.018122055E-3
4.352110000E-1,8.920460194E-2,3.751432523E-2,-9.326000698E-3
4.569660000E-1,9.400305152E-2,3.623887524E-2,-1.036703121E-2
4.787290000E-1,8.903836459E-2,3.745869920E-2,-1.053323783E-2
5.004730000E-1,9.139292687E-2,3.618673980E-2,-8.027286269E-3
5.222480000E-1,9.624058753E-2,3.243784606E-2,-9.011215530E-3
5.439990000E-1,9.372576326E-2,3.984303027E-2,-8.044488728E-3
5.657660000E-1,9.259978682E-2,3.492363915E-2,-1.158036757E-2
5.875250000E-1,9.121933579E-2,3.487471491E-2,-8.001086302E-3
6.092840000E-1,8.992180228E-2,3.854890168E-2,-1.173614990E-2
6.310430000E-1,9.598095715E-2,3.603456914E-2,-1.030378509E-2
6.528020000E-1,9.351965785E-2,3.727160767E-2,-1.040072460E-2
6.745610000E-1,9.474764764E-2,3.727054223E-2,-1.036636997E-2
6.963200000E-1,9.465166181E-2,3.599212319E-2,-1.033924986E-2
7.180790000E-1,9.197186679E-2,3.714990616E-2,-9.233566001E-3
7.398270000E-1,9.052196890E-2,3.585060313E-2,-6.832148880E-3
7.615970000E-1,9.437263757E-2,3.465084732E-2,-1.392973959E-2
7.833560000E-1,9.057012200E-2,3.584321961E-2,-1.406238135E-2
8.051150000E-1,9.396918118E-2,4.068515822E-2,-1.166512724E-2
8.268740000E-1,9.130676836E-2,3.689705208E-2,-1.044666022E-2
8.486310000E-1,8.648084849E-2,3.568558022E-2,-1.417029183E-2
8.703920000E-1,9.622428566E-2,4.183881357E-2,-1.162697282E-2
8.921510000E-1,9.104369581E-2,3.557882085E-2,-8.011353202E-3
9.139100000E-1,9.096685052E-2,3.677202389E-2,-1.406619046E-2
9.356670000E-1,8.575792611E-2,3.666456044E-2,-9.386832826E-3
9.579583750E-1,9.291911870E-2,3.410690278E-2,-7.921730168E-3
9.797033750E-1,9.526714683E-2,3.528192639E-2,-1.149800140E-2
1.001477375E0,9.263935685E-2,3.521480039E-2,-1.156879030E-2
1.023223375E0,9.692668170E-2,3.887434676E-2,-1.389091648E-2
1.045005375E0,9.077205509E-2,3.763655573E-2,-1.403470151E-2
1.066741375E0,9.553878009E-2,3.635493293E-2,-9.050300345E-3
1.088500375E0,9.319489449E-2,3.637993708E-2,-1.514334977E-2
1.110265375E0,8.943025023E-2,3.636395931E-2,-1.163197216E-2
1.132022375E0,9.439380467E-2,3.760153800E-2,-1.513754204E-2
1.153808375E0,9.434001148E-2,3.758875653E-2,-1.272791345E-2
1.175567375E0,9.065605700E-2,3.759195283E-2,-1.283097733E-2
1.197326375E0,9.564869106E-2,3.760686517E-2,-1.630800217E-2
1.219085375E0,9.182176739E-2,3.509026021E-2,-1.274100505E-2
1.240831375E0,8.923166245E-2,3.875691444E-2,-1.048555132E-2
1.262603375E0,9.176299721E-2,4.000886530E-2,-1.405951381E-2
1.284362375E0,8.928363770E-2,3.752764687E-2,-1.407212764E-2
1.306122375E0,9.528446198E-2,3.624407575E-2,-1.025837101E-2
1.327881375E0,9.281742573E-2,3.623561189E-2,-1.273739338E-2
1.349635375E0,9.398869425E-2,3.621656075E-2,-1.149857044E-2
1.371389375E0,9.398335963E-2,3.745147213E-2,-1.152679976E-2
1.393158375E0,9.029632062E-2,3.620516881E-2,-1.401206851E-2
1.414916375E0,9.385730326E-2,3.863235936E-2,-1.155662537E-2
1.436662375E0,9.398619831E-2,3.371829540E-2,-1.626296341E-2
1.458434375E0,8.760929108E-2,3.613284603E-2,-9.262870997E-3
1.480194375E0,9.133315831E-2,3.860807419E-2,-1.283099409E-2
1.501967375E0,9.621668607E-2,3.735493124E-2,-1.266575232E-2
1.523712375E0,9.488086402E-2,3.608705103E-2,-9.057908319E-3
1.545471375E0,8.218291402E-2,3.694166243E-2,6.409832835E-2
1.567231375E0,9.038597345E-2,3.436851501E-2,8.246748149E-2
1.588989375E0,8.879885823E-2,3.478825837E-2,-1.884347200E-2
1.610749375E0,9.299413115E-2,3.490634263E-2,-4.163186625E-2
1.632519375E0,9.047220647E-2,3.394940123E-2,-9.351370484E-2
1.654260375E0,9.340327978E-2,3.994817287E-2,-6.102180481E-2
1.676025375E0,9.657986462E-2,4.665528610E-2,7.030534744E-2
1.697784375E0,1.045093089E-1,5.761489272E-2,9.800249338E-2
1.719543375E0,9.489629418E-2,7.745211571E-2,8.402303606E-2
1.741313375E0,1.357238740E-1,1.442425996E-1,5.712644383E-2
1.763091375E0,3.757881522E-1,2.591433525E-1,1.180290431E-2
1.784850375E0,3.941922486E-1,1.949408054E-1,-6.877775192E-1
1.806610375E0,4.158248007E-1,8.085372448E-1,-9.084576964E-1
1.828356375E0,6.642928123E-1,1.118243814E0,-4.372342527E-1
1.850130375E0,8.263502717E-1,1.648899913E0,5.909563228E-2
1.871887375E0,7.191150188E-1,2.515355825E0,6.017376184E-1
1.893646375E0,2.002571076E-1,2.161747932E0,5.277691483E-1
1.915405375E0,-5.533201098E-1,2.480422735E0,1.450614333E-1
1.937150375E0,-1.081861258E0,3.123342037E0,2.892463207E-1
1.958923375E0,-1.110573888E0,3.411868811E0,1.372322887E-1
1.980690375E0,-4.956706166E-1,4.009339809E0,3.144177198E-1
2.002441375E0,2.058173865E-1,5.729102135E0,4.986395538E-1
2.024200375E0,6.719652414E-1,6.020407677E0,2.867139876E-1
2.045959375E0,7.086361647E-1,5.758072853E0,-3.078005016E-1
2.067718375E0,1.853153706E-1,5.283951759E0,-7.058224678E-1
2.089477375E0,-7.994915247E-1,6.190766335E0,-4.357435405E-1
2.111237375E0,-1.277808785E0,9.075411797E0,2.760461867E-1
2.132992375E0,-7.602481246E-1,7.410658836E0,-2.008092850E-1
2.154754375E0,-1.796914339E-1,4.849585056E0,-9.387959838E-1
2.176513375E0,-1.207965463E-1,4.804791927E0,-6.504462361E-1
2.198272375E0,-3.118570447E-1,5.848309994E0,-1.889099926E-1
2.220031375E0,-2.983383238E-1,5.477448940E0,-1.089792177E-1
2.241809375E0,-3.168934286E-1,5.666209221E0,-3.090683222E-1
2.263549375E0,-5.898978189E-2,5.939543247E0,-1.971748024E-1
2.285308375E0,4.782156944E-1,6.167678833E0,1.757770963E-2
2.307067375E0,7.192013860E-1,5.805212975E0,-3.507667482E-1
2.328825375E0,9.756120443E-1,3.750740051E0,-8.790998459E-1
2.350617375E0,1.333364725E0,3.872486115E0,-1.298585534E0
2.372376375E0,1.402667165E0,4.010776520E0,-1.075584412E0
2.394134375E0,-1.139482707E-1,6.112362742E-1,-8.212953210E-1
2.415893375E0,-8.055862188E-1,1.257180572E0,-5.274450779E-1
2.437633375E0,-9.064598083E-1,1.396391988E0,-2.224321663E-1
2.459411375E0,-1.191949248E0,1.492561102E0,-3.893050253E-1
2.481170375E0,-1.240920663E0,1.123543501E0,-6.474756002E-1
2.502929375E0,-5.234472156E-1,7.949915528E-1,-9.562586546E-1
2.524670375E0,5.851932764E-1,1.237696767E0,-1.230659366E0
2.546447375E0,1.434624195E0,1.712936521E0,-8.548867702E-1
2.568206375E0,1.760510921E0,1.641619325E0,-2.687911317E-2
2.589965375E0,1.474888563E0,1.164594769E0,3.207331896E-1
2.611724375E0,7.079827189E-1,1.130657077E0,-1.592006683E-1
2.633483375E0,-1.994025409E-1,1.051928878E0,-5.564585328E-1
2.655243375E0,-7.296438813E-1,1.199909925E0,-4.492835999E-1
2.677001375E0,-5.380424261E-1,9.954905510E-1,-3.464613259E-1
2.698760375E0,3.426190019E-1,8.003366590E-1,-4.536157250E-1
2.720519375E0,1.508410215E0,9.319923520E-1,-5.240675211E-1
2.742278375E0,2.419248343E0,1.352724195E0,-3.550819457E-1
2.764037375E0,2.673069239E0,1.538849235E0,-9.666902572E-2
2.785797375E0,1.768127322E0,3.121983111E-1,3.591626883E-1
2.807556375E0,5.129505992E-1,2.739588171E-2,4.486792386E-1
2.829337375E0,-5.613943338E-1,4.415356517E-1,2.681925893E-1
2.851079375E0,-9.207656980E-1,6.733418703E-1,-8.584857732E-2
2.872833375E0,-4.555074573E-1,1.674713343E-1,-4.518947005E-1
2.894622375E0,4.688234925E-1,2.415076196E-1,-1.031652689E0
2.916381375E0,1.315412045E0,9.831840992E-1,-1.300891042E0
2.938141375E0,1.014558792E0,8.246924877E-1,-9.452766180E-1
2.959899375E0,1.810798198E-1,5.987514257E-1,-6.042250395E-1
2.981635375E0,-1.279962659E-1,3.210348785E-1,-3.497961760E-1
3.003418375E0,-2.068126202E-1,4.147053957E-1,-3.071182072E-1
3.025164375E0,-1.648113728E-1,5.012165383E-2,-2.241832912E-1
3.046936375E0,-6.028921902E-2,-2.153544873E-1,-5.481311586E-3
3.068694375E0,1.383215040E-1,7.561179996E-2,2.815504670E-1
3.090454375E0,2.019359022E-1,3.906444088E-2,4.119345844E-1
3.112214375E0,1.634694636E-1,6.771610379E-1,2.360285372E-1
3.133956375E0,4.371760041E-2,8.263317347E-1,6.414601952E-2
3.155732375E0,4.181487113E-2,8.042141199E-1,4.410360754E-2
3.177490375E0,3.140392005E-1,4.345574379E-1,9.387173504E-2
3.199249375E0,6.418219209E-1,2.763145566E-1,8.614164591E-2
3.221021375E0,7.112739086E-1,3.623636067E-1,1.488085091E-1
3.242767375E0,6.321910620E-1,4.265950024E-1,1.547805369E-1
3.264526375E0,5.478092432E-1,3.941884637E-1,-2.410141826E-1
3.286285375E0,3.568813503E-1,4.287612140E-1,-4.472379386E-1
3.308044375E0,1.250791848E-1,7.359591126E-1,-3.678863943E-1
3.329821375E0,5.513166264E-2,8.514174223E-1,-1.204649638E-2
3.351562375E0,2.659254968E-1,4.404301047E-1,1.562807411E-1
3.373320375E0,5.667739511E-1,3.956001699E-1,-4.523771629E-2
3.395080375E0,6.891951561E-1,2.520076931E-1,6.050513592E-3
3.416870375E0,7.251354456E-1,7.098778337E-2,1.413569450E-1
3.438629375E0,6.572413445E-1,2.307212502E-1,6.591225415E-2
3.460388375E0,3.865608275E-1,2.786842585E-1,-9.342334419E-2
3.482147375E0,-3.634160757E-2,1.784493625E-1,-2.271254361E-1
3.503907375E0,-1.609884948E-1,1.864767671E-1,-9.458017349E-2
3.525666375E0,1.615123302E-1,1.728472412E-1,1.027914882E-1
3.547424375E0,4.516027272E-1,-1.617780700E-2,8.385881037E-2
3.569184375E0,3.470875323E-1,-8.941154182E-2,-6.204833090E-2
3.590942375E0,3.032687679E-2,1.018337831E-1,-2.247248739E-1
3.612701375E0,1.225744560E-2,1.532657295E-1,-1.420200914E-1
3.634465375E0,1.121650636E-1,2.021452487E-1,-5.957526341E-2
3.656219375E0,6.070190668E-2,1.583174467E-1,5.330391973E-2
3.677978375E0,-5.841965787E-3,4.358367249E-2,-1.882370710E-1
3.699737375E0,-8.175428025E-3,4.885246977E-2,-2.498985678E-1
