"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.763201714E1,-2.241842461E1,4.140482712E1
2.176700000E-2,-1.763478661E1,-2.237264252E1,4.142840195E1
4.352600000E-2,-1.764526367E1,-2.233316040E1,4.144524002E1
6.529200000E-2,-1.765789604E1,-2.229878426E1,4.145836639E1
8.704500000E-2,-1.767034531E1,-2.227053261E1,4.146824646E1
1.088040000E-1,-1.768559074E1,-2.222172737E1,4.148792648E1
1.305630000E-1,-1.768998909E1,-2.220693970E1,4.149396515E1
1.523220000E-1,-1.769998741E1,-2.218424797E1,4.150183868E1
1.741120000E-1,-1.770739555E1,-2.214928627E1,4.151734924E1
1.958700000E-1,-1.771213531E1,-2.212491989E1,4.152831268E1
2.176290000E-1,-1.772936630E1,-2.206941795E1,4.155049133E1
2.393880000E-1,-1.774058914E1,-2.201493645E1,4.157460022E1
2.611370000E-1,-1.776631355E1,-2.193495941E1,4.160588074E1
2.829220000E-1,-1.776245689E1,-2.192083549E1,4.161496353E1
3.046660000E-1,-1.776168442E1,-2.191149330E1,4.162021255E1
3.264240000E-1,-1.776227951E1,-2.190218353E1,4.162485504E1
3.481830000E-1,-1.777852821E1,-2.185867119E1,4.164079285E1
3.699740000E-1,-1.779022217E1,-2.181068993E1,4.166094971E1
3.917120000E-1,-1.778361130E1,-2.181950188E1,4.165915680E1
4.134910000E-1,-1.778684998E1,-2.180307579E1,4.166637802E1
4.352460000E-1,-1.779720879E1,-2.177226830E1,4.167805862E1
4.570040000E-1,-1.781081963E1,-2.172077751E1,4.169910812E1
4.787810000E-1,-1.781587410E1,-2.169491386E1,4.171041107E1
5.005290000E-1,-1.782156372E1,-2.167276573E1,4.171949005E1
5.222970000E-1,-1.781180954E1,-2.168457031E1,4.171752548E1
5.440770000E-1,-1.781186485E1,-2.166973686E1,4.172520828E1
5.658080000E-1,-1.781093788E1,-2.165271759E1,4.173443604E1
5.875940000E-1,-1.781044197E1,-2.163668442E1,4.174296951E1
6.093440000E-1,-1.781071472E1,-2.162472153E1,4.174905014E1
6.311130000E-1,-1.780421066E1,-2.162074661E1,4.175387955E1
6.528710000E-1,-1.780418205E1,-2.161582756E1,4.175643921E1
6.746300000E-1,-1.780015182E1,-2.161580276E1,4.175817108E1
6.963900000E-1,-1.779008484E1,-2.163167572E1,4.175423813E1
7.181790000E-1,-1.778700447E1,-2.162031746E1,4.176143265E1
7.399140000E-1,-1.778635406E1,-2.160717010E1,4.176851273E1
7.616920000E-1,-1.779204941E1,-2.157645988E1,4.178196335E1
7.834560000E-1,-1.778884125E1,-2.156103516E1,4.179129410E1
8.052150000E-1,-1.779005432E1,-2.154548454E1,4.179880142E1
8.269750000E-1,-1.779784393E1,-2.151581764E1,4.181076050E1
8.487330000E-1,-1.779956818E1,-2.149917412E1,4.181858826E1
8.704890000E-1,-1.781342316E1,-2.145315933E1,4.183631134E1
8.922510000E-1,-1.780306625E1,-2.145806885E1,4.183820343E1
9.140400000E-1,-1.780292892E1,-2.145010567E1,4.184235001E1
9.357990000E-1,-1.779935074E1,-2.143826485E1,4.184993744E1
9.575600000E-1,-1.779243088E1,-2.144789696E1,4.184794235E1
9.793170000E-1,-1.778991699E1,-2.143618011E1,4.185501480E1
1.001077000E0,-1.779074287E1,-2.142628479E1,4.185972595E1
1.022836000E0,-1.778939438E1,-2.142204857E1,4.186247253E1
1.044595000E0,-1.778381157E1,-2.141681480E1,4.186752319E1
1.066382000E0,-1.779618263E1,-2.137438393E1,4.188394547E1
1.088143000E0,-1.779330254E1,-2.136800766E1,4.188842392E1
1.109902000E0,-1.778964233E1,-2.136552811E1,4.189123917E1
1.131652000E0,-1.778084183E1,-2.137734604E1,4.188895035E1
1.153434000E0,-1.777766037E1,-2.136831665E1,4.189490128E1
1.175179000E0,-1.777293777E1,-2.135906601E1,4.190161896E1
1.196938000E0,-1.776949692E1,-2.134944725E1,4.190798569E1
1.218697000E0,-1.777390671E1,-2.132898140E1,4.191653824E1
1.240456000E0,-1.777182770E1,-2.132343864E1,4.192023087E1
1.262243000E0,-1.777541161E1,-2.130080605E1,4.193022156E1
1.284005000E0,-1.776575279E1,-2.129882431E1,4.193532181E1
1.305764000E0,-1.777131462E1,-2.127839279E1,4.194333649E1
1.327523000E0,-1.776403999E1,-2.127906990E1,4.194606781E1
1.349282000E0,-1.775568008E1,-2.128416252E1,4.194702911E1
1.371041000E0,-1.776513863E1,-2.125177574E1,4.195944214E1
1.392813000E0,-1.774787331E1,-2.127720451E1,4.195386505E1
1.414560000E0,-1.774169922E1,-2.127729034E1,4.195643234E1
1.436350000E0,-1.773683167E1,-2.127626991E1,4.195900345E1
1.458092000E0,-1.773061371E1,-2.127945518E1,4.196002197E1
1.479867000E0,-1.772371483E1,-2.128191376E1,4.196169281E1
1.501626000E0,-1.773271561E1,-2.124405289E1,4.197706604E1
1.523385000E0,-1.772756577E1,-2.124889374E1,4.197679520E1
1.545144000E0,-1.771837997E1,-2.125421333E1,4.197797775E1
1.566903000E0,-1.771034050E1,-2.126128960E1,4.197778320E1
1.588662000E0,-1.770315742E1,-2.126508141E1,4.197888947E1
1.610451000E0,-1.771307373E1,-2.123305702E1,4.199092102E1
1.632211000E0,-1.770603180E1,-2.123822594E1,4.199127960E1
1.653967000E0,-1.769356537E1,-2.124564743E1,4.199277496E1
1.675723000E0,-1.768563461E1,-2.125729561E1,4.199022293E1
1.697488000E0,-1.768636894E1,-2.124429512E1,4.199649429E1
1.719247000E0,-1.767455482E1,-2.125853348E1,4.199426270E1
1.741006000E0,-1.766611481E1,-2.126998520E1,4.199201202E1
1.762762000E0,-1.767320251E1,-2.124010086E1,4.200415802E1
1.784554000E0,-1.765799141E1,-2.126984024E1,4.199550247E1
1.806313000E0,-1.765605354E1,-2.126121140E1,4.200069046E1
1.828072000E0,-1.764935112E1,-2.126848221E1,4.199982834E1
1.849823000E0,-1.766881180E1,-2.122301292E1,4.201463699E1
1.871584000E0,-1.774246216E1,-2.116161156E1,4.201457596E1
1.893349000E0,-1.792486572E1,-2.095937538E1,4.203851700E1
1.915109000E0,-1.812654305E1,-2.074123573E1,4.206023026E1
1.936868000E0,-1.826763725E1,-2.057123756E1,4.208266830E1
1.958637000E0,-1.830309677E1,-2.048491669E1,4.210935593E1
1.980416000E0,-1.832610130E1,-2.041163826E1,4.213493347E1
2.002173000E0,-1.830501747E1,-2.037639236E1,4.216114426E1
2.023934000E0,-1.814966774E1,-2.045389175E1,4.219076920E1
2.045693000E0,-1.784022903E1,-2.065755463E1,4.222351074E1
2.067452000E0,-1.754513168E1,-2.084104156E1,4.225698090E1
2.089211000E0,-1.740367699E1,-2.091295052E1,4.227994537E1
2.111001000E0,-1.734962845E1,-2.089794159E1,4.230957031E1
2.132760000E0,-1.737841988E1,-2.082031822E1,4.233600998E1
2.154506000E0,-1.741311836E1,-2.073730850E1,4.236248779E1
2.176278000E0,-1.752348900E1,-2.059404945E1,4.238685608E1
2.198038000E0,-1.761407661E1,-2.046903801E1,4.240985489E1
2.219796000E0,-1.760015869E1,-2.049693489E1,4.240216064E1
2.241556000E0,-1.778781509E1,-2.078175926E1,4.218465042E1
2.263314000E0,-1.760026932E1,-2.123113632E1,4.203930283E1
2.285086000E0,-1.928099251E1,-2.094864845E1,4.143947983E1
2.306858000E0,-2.274756241E1,-1.950779343E1,4.037112427E1
2.328622000E0,-2.633730698E1,-1.848645973E1,3.863198853E1
2.350390000E0,-3.173465347E1,-1.751461792E1,3.484226227E1
2.372140000E0,-3.730783081E1,-1.618573380E1,2.956316185E1
2.393909000E0,-4.369600296E1,-1.360623074E1,2.081737328E1
2.415658000E0,-4.731674957E1,-1.162299442E1,1.240419388E1
2.437417000E0,-4.904074478E1,-1.043520164E1,3.734340668E0
2.459196000E0,-4.903433990E1,-1.014805031E1,-4.525882721E0
