"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,8.913093805E-2,3.547312692E-2,-1.415176969E-2
2.176800000E-2,9.149550647E-2,3.174022585E-2,-9.179140441E-3
4.406704167E-2,9.565113485E-2,3.686306626E-2,-1.232870482E-2
6.582704167E-2,9.082877636E-2,3.441658616E-2,-1.602417231E-2
8.758504167E-2,8.704438806E-2,3.810415789E-2,-1.259756461E-2
1.093420417E-1,9.075070173E-2,3.810270503E-2,-1.369936857E-2
1.311030417E-1,8.946550637E-2,3.685221449E-2,-1.129598916E-2
1.528620417E-1,9.322886169E-2,3.562770411E-2,-1.477920730E-2
1.746210417E-1,9.191277623E-2,3.436551616E-2,-1.117100194E-2
1.963800417E-1,9.192469716E-2,3.560113534E-2,-1.240413450E-2
2.181390417E-1,9.071936458E-2,3.560240567E-2,-1.484847814E-2
2.399200417E-1,9.187880158E-2,3.557515144E-2,-1.360972133E-2
2.616870417E-1,9.300550073E-2,3.924303874E-2,-1.125061978E-2
2.834460417E-1,8.938006312E-2,3.554655984E-2,-1.488384791E-2
3.052120417E-1,8.929652721E-2,3.676171228E-2,-1.370788924E-2
3.269650417E-1,9.425447136E-2,3.553038090E-2,-1.836231723E-2
3.487240417E-1,9.171760082E-2,3.303481266E-2,-1.596535556E-2
3.704830417E-1,8.915478736E-2,3.795303032E-2,-1.614802890E-2
3.922420417E-1,9.023132175E-2,3.666750714E-2,-1.247182768E-2
4.140320417E-1,9.262691438E-2,3.540323302E-2,-1.237558946E-2
4.357900417E-1,9.364098310E-2,3.657869622E-2,-5.141077098E-3
4.575490417E-1,9.247498959E-2,3.657583520E-2,-9.995039552E-3
4.793080417E-1,9.249369055E-2,3.656252474E-2,-1.361002494E-2
5.010570417E-1,9.118866175E-2,3.405574337E-2,-1.238363702E-2
5.228420417E-1,8.864746988E-2,3.277489170E-2,-1.483512390E-2
5.445860417E-1,8.965866268E-2,3.764200956E-2,-1.250543538E-2
5.663440417E-1,8.593229949E-2,3.886554390E-2,-1.384223904E-2
5.881030417E-1,9.445878118E-2,3.512743860E-2,-1.231290121E-2
6.098940417E-1,8.570121229E-2,3.506877273E-2,-1.255499292E-2
6.316320417E-1,9.158773720E-2,3.743837774E-2,-1.364727225E-2
6.534110417E-1,8.888994157E-2,3.488445282E-2,-8.841701783E-3
6.751660417E-1,8.892613649E-2,3.487696126E-2,-1.366164256E-2
6.969240417E-1,9.001429379E-2,3.607884422E-2,-7.631446701E-3
7.187010417E-1,8.739969879E-2,3.599433601E-2,-1.372716576E-2
7.404490417E-1,8.849268407E-2,3.718325868E-2,-1.251728833E-2
7.622170417E-1,9.312765300E-2,3.705722094E-2,-1.358764432E-2
7.839970417E-1,9.041582048E-2,3.449466452E-2,-9.987290017E-3
8.057280417E-1,8.661036193E-2,3.072142228E-2,-1.241713576E-2
8.275140417E-1,8.882147074E-2,3.681132942E-2,-1.128663681E-2
8.492640417E-1,8.991372585E-2,3.426739573E-2,-1.481247786E-2
8.710330417E-1,8.846694231E-2,3.541849926E-2,-1.608222350E-2
8.927910417E-1,8.699169010E-2,3.532591462E-2,-1.611902378E-2
9.145500417E-1,8.553960174E-2,3.523665667E-2,-1.736069098E-2
9.363100417E-1,8.773770928E-2,3.390366957E-2,-1.606129110E-2
9.580990417E-1,8.511621505E-2,3.382975608E-2,-1.854183897E-2
9.798340417E-1,8.970449865E-2,3.370600939E-2,-1.358734816E-2
1.001612042E0,8.941144496E-2,3.482663631E-2,-1.120830420E-2
1.023376042E0,8.770403266E-2,3.909606114E-2,-1.493227668E-2
1.045135042E0,9.259733558E-2,3.536933661E-2,-1.591560058E-2
1.066895042E0,9.379426390E-2,3.535669670E-2,-1.588156447E-2
1.088653042E0,9.377395362E-2,3.905571252E-2,-1.717138290E-2
1.110409042E0,8.507524431E-2,3.531835973E-2,-1.491823234E-2
1.132171042E0,8.734090626E-2,3.649134561E-2,-1.126434747E-2
1.153960042E0,9.347412735E-2,3.399813548E-2,-1.344648376E-2
1.175719042E0,9.100199491E-2,3.398595378E-2,-1.592551172E-2
1.197480042E0,9.451726824E-2,3.763752803E-2,-1.229342632E-2
1.219237042E0,9.072435647E-2,3.389276937E-2,-9.902901947E-3
1.240997042E0,8.826033026E-2,3.635479137E-2,-1.364325173E-2
1.262756042E0,8.823063970E-2,3.138973564E-2,-1.473593060E-2
1.284515042E0,9.181508422E-2,3.877242282E-2,-1.359784603E-2
1.306302042E0,9.297960252E-2,3.503563255E-2,-1.347958948E-2
1.328063042E0,8.803535253E-2,3.625433519E-2,-1.605567895E-2
1.349822042E0,9.029885381E-2,3.619511425E-2,-1.116850972E-2
1.371572042E0,9.143967181E-2,3.368197009E-2,-1.228373777E-2
1.393354042E0,8.893280476E-2,3.365750611E-2,-1.355808415E-2
1.415099042E0,9.016700089E-2,3.240977973E-2,-1.711071469E-2
1.436858042E0,9.125889093E-2,3.607719019E-2,-1.354703121E-2
1.458617042E0,8.868584782E-2,3.727534041E-2,-1.243997086E-2
1.480376042E0,8.865734190E-2,3.601695225E-2,-1.482227258E-2
1.502163042E0,9.102288634E-2,3.597773239E-2,-1.475449372E-2
1.523925042E0,8.849591017E-2,3.841848299E-2,-1.608540490E-2
1.545684042E0,9.089040011E-2,3.592145443E-2,-1.475588325E-2
1.567443042E0,8.958934247E-2,3.712636232E-2,-1.602417789E-2
1.589202042E0,8.703641593E-2,3.585931286E-2,-1.365556382E-2
1.610961042E0,8.819644898E-2,3.459266201E-2,-1.479866914E-2
1.632733042E0,8.557394147E-2,3.452986479E-2,-1.366400253E-2
1.654480042E0,9.036086500E-2,3.571910411E-2,-1.235081349E-2
1.676270042E0,9.033143520E-2,3.322292864E-2,-1.470494736E-2
1.698012042E0,8.526775986E-2,3.317635134E-2,-1.243363693E-2
1.719787042E0,9.258317947E-2,3.561117500E-2,-1.469464134E-2
1.741546042E0,9.003927559E-2,3.187634051E-2,-1.226949506E-2
1.763305042E0,8.505714685E-2,3.184728697E-2,-1.361268945E-2
1.785064042E0,8.866139501E-2,3.304615617E-2,-1.474356465E-2
1.806823042E0,8.850592375E-2,3.299350291E-2,-1.233486552E-2
1.828582042E0,8.844015002E-2,3.667901084E-2,-1.241999492E-2
1.850371042E0,8.461846411E-2,3.292399645E-2,-1.002974901E-2
1.872131042E0,8.827801049E-2,3.413415700E-2,-1.357035618E-2
1.893887042E0,8.203995228E-2,3.286416456E-2,-1.371482853E-2
