"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.337356687E-2,3.862454742E-2,-8.585445583E-3
2.179000000E-2,8.974295855E-2,3.864052147E-2,-1.109816507E-2
4.354900000E-2,8.973010629E-2,3.492829576E-2,-9.808707982E-3
6.530900000E-2,9.398345649E-2,3.763481975E-2,-8.395305835E-3
8.706700000E-2,9.167090803E-2,3.519747406E-2,-1.443164609E-2
1.088160000E-1,8.927401900E-2,3.891893104E-2,-1.819955930E-2
1.305890000E-1,9.044202417E-2,3.766338155E-2,-1.572747901E-2
1.523380000E-1,9.155368060E-2,3.639611229E-2,-1.084582973E-2
1.741030000E-1,9.036117047E-2,3.887726739E-2,-1.334638428E-2
1.958620000E-1,9.392128140E-2,3.637229651E-2,-7.162791211E-3
2.176420000E-1,9.151479602E-2,3.761054575E-2,-1.087442134E-2
2.393940000E-1,9.272044897E-2,3.635709360E-2,-1.081208326E-2
2.611390000E-1,9.263470769E-2,3.632464260E-2,-8.402732201E-3
2.829290000E-1,9.266333282E-2,4.002857208E-2,-1.210220065E-2
3.046870000E-1,9.259177744E-2,3.506172448E-2,-9.580120444E-3
3.264470000E-1,9.392853081E-2,3.632192314E-2,-1.559833623E-2
3.482060000E-1,9.141343832E-2,3.754617646E-2,-1.328564808E-2
3.699470000E-1,9.011060745E-2,3.504354879E-2,-1.205937192E-2
3.917240000E-1,9.252570570E-2,3.625005484E-2,-1.322430931E-2
4.134780000E-1,9.119280428E-2,3.250410035E-2,-1.076505799E-2
4.352430000E-1,8.997329324E-2,3.497367352E-2,-1.326588728E-2
4.570010000E-1,9.232991189E-2,3.617291525E-2,-1.202133670E-2
4.787600000E-1,8.866315335E-2,3.617805243E-2,-1.453448366E-2
5.005120000E-1,9.459686279E-2,3.611317277E-2,-7.134309504E-3
5.222820000E-1,8.607050776E-2,3.365530074E-2,-1.213811152E-2
5.440370000E-1,8.971157670E-2,3.735043854E-2,-1.091492083E-2
5.658260000E-1,8.599848300E-2,3.609915078E-2,-1.219526678E-2
5.875860000E-1,9.078509361E-2,3.728539124E-2,-1.208746433E-2
6.093240000E-1,8.576454222E-2,3.477149829E-2,-1.216976810E-2
6.311040000E-1,8.691182733E-2,3.475125879E-2,-8.520971984E-3
6.528630000E-1,9.307900816E-2,3.597389907E-2,-1.319752261E-2
6.746220000E-1,8.681518584E-2,3.715750203E-2,-1.460389793E-2
6.963810000E-1,9.277196974E-2,3.460158780E-2,-1.196744759E-2
7.181350000E-1,8.654205501E-2,3.703279793E-2,-1.460670587E-2
7.398990000E-1,9.004735947E-2,3.573555127E-2,-1.206719410E-2
7.616590000E-1,8.628243953E-2,3.571070358E-2,-1.458140370E-2
7.834170000E-1,8.861207962E-2,3.690591455E-2,-1.213205885E-2
8.051910000E-1,8.855334669E-2,3.438496590E-2,-1.569172554E-2
8.269650000E-1,8.477539569E-2,3.805630282E-2,-1.588033512E-2
8.487170000E-1,9.321726114E-2,3.303582221E-2,-1.432374306E-2
8.704890000E-1,8.923731744E-2,3.787270933E-2,-1.213243697E-2
8.922420000E-1,9.156983346E-2,3.782526404E-2,-1.327012200E-2
9.140000000E-1,8.905389160E-2,3.531584889E-2,-1.689846627E-2
9.357600000E-1,8.904296905E-2,3.160473332E-2,-1.560896356E-2
9.575210000E-1,8.640272915E-2,3.523814306E-2,-1.576424204E-2
9.792920000E-1,8.732807636E-2,3.511792794E-2,-9.707720019E-3
1.001039000E0,8.718911558E-2,3.380850330E-2,-1.088614203E-2
1.022798000E0,8.904747665E-2,3.586157784E-2,-1.135599986E-2
1.044557000E0,9.148187935E-2,3.461814672E-2,-1.005424652E-2
1.066315000E0,8.904018253E-2,3.708928823E-2,-1.379444916E-2
1.088105000E0,9.019117057E-2,3.582789004E-2,-1.132255606E-2
1.109839000E0,9.257791191E-2,3.826988861E-2,-1.131093502E-2
1.131622000E0,8.638419956E-2,3.826243058E-2,-9.073080495E-3
1.153382000E0,9.260866791E-2,3.579891473E-2,-1.366448961E-2
1.175140000E0,8.879957348E-2,3.699705005E-2,-1.138684247E-2
1.196899000E0,8.636880666E-2,3.452689201E-2,-1.501416601E-2
1.218658000E0,8.496897668E-2,3.447789699E-2,-1.022994984E-2
1.240420000E0,8.615778387E-2,3.569206968E-2,-1.142934151E-2
1.262177000E0,8.618365973E-2,3.444847092E-2,-1.501628105E-2
1.283936000E0,8.244591206E-2,3.443888575E-2,-1.270971727E-2
1.305714000E0,8.980302513E-2,3.318463638E-2,-1.488570403E-2
1.327484000E0,8.721671999E-2,3.685981408E-2,-1.142500341E-2
1.349243000E0,8.961293101E-2,3.559960797E-2,-1.132872049E-2
1.371004000E0,8.590781689E-2,3.805774450E-2,-1.389865484E-2
1.392761000E0,8.700116724E-2,3.553896770E-2,-1.019419637E-2
1.414515000E0,8.564622700E-2,3.796922415E-2,-7.876147516E-3
1.436275000E0,8.578118682E-2,3.675950691E-2,-1.507715601E-2
1.458038000E0,9.054723382E-2,3.670955449E-2,-1.132600009E-2
1.479797000E0,8.929234743E-2,3.670422733E-2,-1.015554089E-2
1.501556000E0,8.562013507E-2,3.794074431E-2,-1.269686967E-2
1.523338000E0,8.802430332E-2,3.296772018E-2,-1.251609065E-2
1.545074000E0,8.802907914E-2,3.543459624E-2,-1.498259697E-2
1.566833000E0,8.921512216E-2,3.665191308E-2,-1.497692522E-2
1.588623000E0,8.908595890E-2,3.538504988E-2,-8.924625814E-3
1.610385000E0,8.417907357E-2,4.032229632E-2,-1.399506908E-2
1.632138000E0,8.652267605E-2,3.409648687E-2,-1.258149929E-2
1.653900000E0,8.645495772E-2,3.283347189E-2,-1.255401317E-2
1.675660000E0,8.762725443E-2,3.527693823E-2,-1.378186047E-2
1.697402000E0,8.751491457E-2,3.894424438E-2,-1.266264264E-2
1.719172000E0,8.743994683E-2,3.396861255E-2,-1.134573203E-2
1.740936000E0,8.382277936E-2,3.521825001E-2,-1.629664004E-2
1.762695000E0,8.491160721E-2,3.270307183E-2,-1.259195246E-2
1.784454000E0,8.847662807E-2,3.760758415E-2,-1.139758062E-2
1.806239000E0,8.840866387E-2,3.757914528E-2,-1.139840577E-2
1.828004000E0,8.602246642E-2,3.388933837E-2,-1.379205473E-2
1.849763000E0,8.830737323E-2,3.753834963E-2,-1.019469090E-2
1.871521000E0,8.455803245E-2,3.504040837E-2,-1.024215017E-2
1.893280000E0,8.464162797E-2,3.628366813E-2,-1.750007458E-2
1.915039000E0,9.068162739E-2,3.254102916E-2,-1.362948492E-2
1.936799000E0,8.322641253E-2,3.746549413E-2,-1.274409890E-2
1.958557000E0,8.694285154E-2,3.127593547E-2,-1.611519046E-2
1.980323000E0,8.433108032E-2,3.618573770E-2,-1.027274784E-2
2.002076000E0,8.560646325E-2,3.741468117E-2,-1.629182138E-2
2.023834000E0,8.801989257E-2,3.421616927E-2,-1.122564916E-2
2.045593000E0,8.793503046E-2,3.542723134E-2,-8.844573051E-3
2.067384000E0,8.803995699E-2,3.667923063E-2,-1.610226370E-2
2.089142000E0,9.028585255E-2,3.661755845E-2,-8.805274032E-3
2.110895000E0,8.908668160E-2,3.662152588E-2,-1.124949101E-2
2.132660000E0,8.793939650E-2,3.664176539E-2,-1.489828806E-2
2.154419000E0,8.778331429E-2,3.535794467E-2,-1.005146187E-2
2.176178000E0,8.650527149E-2,3.533734754E-2,-1.008641906E-2
2.197935000E0,8.780386299E-2,3.287259862E-2,-1.481533796E-2
2.219697000E0,8.896403015E-2,3.779176623E-2,-1.489440631E-2
2.241456000E0,8.642820269E-2,3.282301128E-2,-1.244095992E-2
2.263214000E0,8.633416146E-2,3.278692812E-2,-1.123705413E-2
2.284973000E0,8.884067088E-2,3.649714589E-2,-1.607280970E-2
2.306764000E0,8.383301646E-2,3.523764387E-2,-1.256789826E-2
2.328522000E0,8.989888430E-2,3.644342721E-2,-1.121995319E-2
2.350274000E0,8.499143273E-2,3.767872974E-2,-1.379548758E-2
2.372039000E0,8.618160337E-2,3.396015987E-2,-1.126681641E-2
2.393789000E0,8.975923061E-2,3.516100720E-2,-8.782684803E-3
2.415558000E0,8.858963102E-2,3.517015278E-2,-1.243191864E-2
2.437317000E0,9.100671858E-2,3.391217068E-2,-1.233571395E-2
2.459076000E0,8.610433340E-2,3.390930966E-2,-1.488335431E-2
2.480835000E0,8.477967978E-2,3.759592399E-2,-1.138795540E-2
2.502599000E0,9.214010835E-2,3.510361910E-2,-1.353554893E-2
2.524353000E0,8.836278319E-2,3.383983299E-2,-1.120126154E-2
2.546143000E0,8.710171282E-2,3.630088270E-2,-1.129234675E-2
2.567902000E0,8.717052639E-2,3.384041041E-2,-1.485059876E-2
2.589645000E0,9.074467421E-2,3.504276276E-2,-1.116157323E-2
2.611420000E0,8.826174587E-2,3.626499698E-2,-1.246389840E-2
2.633157000E0,8.459813148E-2,3.378934413E-2,-1.612542942E-2
2.654938000E0,8.701438457E-2,3.253398836E-2,-1.602886058E-2
2.676697000E0,9.422116727E-2,3.867017478E-2,-9.939808398E-3
2.698452000E0,8.690741658E-2,3.373520821E-2,-1.364803314E-2
2.720215000E0,8.807396144E-2,3.618636355E-2,-1.246571075E-2
2.741974000E0,8.559188247E-2,3.740944713E-2,-1.376795303E-2
2.763752000E0,8.554279804E-2,3.739063814E-2,-1.376816910E-2
2.785522000E0,8.541325480E-2,3.735275567E-2,-1.015395578E-2
2.807282000E0,8.539427817E-2,3.610967472E-2,-1.012568269E-2
2.829041000E0,8.171032369E-2,3.611287102E-2,-1.022874750E-2
2.850800000E0,8.662576228E-2,3.609946743E-2,-1.250159740E-2
2.872559000E0,8.416805416E-2,3.732702136E-2,-1.500885747E-2
2.894326000E0,9.018213302E-2,3.604847565E-2,-1.119461842E-2
2.916078000E0,8.781751245E-2,3.359996527E-2,-1.482131146E-2
2.937836000E0,8.405244350E-2,3.358066082E-2,-1.251478121E-2
2.959595000E0,8.778576553E-2,3.482119739E-2,-1.605459861E-2
2.981354000E0,8.522782475E-2,3.355700895E-2,-1.248107944E-2
3.003115000E0,8.642620593E-2,3.477490693E-2,-1.368044969E-2
3.024902000E0,8.763261884E-2,3.353254497E-2,-1.241305191E-2
3.046661000E0,8.864451200E-2,3.642042726E-2,-1.482425723E-2
3.068420000E0,8.989375830E-2,3.518221900E-2,-1.717156731E-2
3.090154000E0,9.346139431E-2,3.514613584E-2,-1.345425285E-2
3.111931000E0,8.487430215E-2,3.762291372E-2,-1.616102271E-2
3.133698000E0,8.721047640E-2,3.511132300E-2,-1.242193393E-2
3.155457000E0,8.841229230E-2,3.386095911E-2,-1.235993579E-2
3.177216000E0,8.838041872E-2,3.384683281E-2,-1.236042660E-2
3.198975000E0,8.597256988E-2,3.138511255E-2,-1.478247251E-2
3.220734000E0,8.590812236E-2,3.384214640E-2,-1.242930349E-2
3.242509000E0,8.707030863E-2,3.505627438E-2,-1.121856086E-2
3.264282000E0,8.693391830E-2,3.378312662E-2,-6.371149328E-3
