,Time (s),X (µT),Y (µT),Z (µT)
270,5876290875.0,-12.57805538,-24.39954948,37.59038925
271,5898049875.0,-12.57717514,-24.38806534,37.59814072
272,5919808875.0,-12.55812454,-24.42313766,37.5817337
273,5941592875.0,-12.539114,-24.45191002,37.56937408
274,5963356875.0,-12.555089,-24.40189743,37.59654236
275,5985115875.0,-12.5367527,-24.43596268,37.58053589
276,6006854875.0,-12.54032135,-24.41474533,37.59313583
277,6028633875.0,-12.54907417,-24.3819809,37.61146927
278,6050397875.0,-12.54714489,-24.36451149,37.62343597
279,6072151875.0,-12.56834412,-24.29669952,37.66019058
280,6093911875.0,-12.5890007,-24.23050308,37.69593048
281,6115670875.0,-12.53772259,-24.3155899,37.65821075
282,6137438875.0,-12.513237,-24.35945892,37.63799286
283,6159201875.0,-12.53337193,-24.29178047,37.67502213
284,6180978875.0,-12.55652714,-24.22182274,37.71233368
285,6202736875.0,-12.53780174,-24.25487709,37.69731903
286,6224495875.0,-12.4971981,-24.32940292,37.66275787
287,6246249875.0,-12.46302795,-24.38963509,37.63511658
288,6268013875.0,-12.43199539,-24.43738747,37.61439896
289,6289772875.0,-12.41068745,-24.47444153,37.59733582
290,6311531875.0,-12.43249798,-24.40651321,37.6342659
291,6333321875.0,-12.45521069,-24.33949661,37.67014313
292,6355080875.0,-12.42407703,-24.39146614,37.64680862
293,6376839875.0,-12.4148922,-24.40598869,37.64041901
294,6398608875.0,-12.4187355,-24.38144875,37.65505219
295,6420357875.0,-12.38673687,-24.43155289,37.63311005
296,6442106875.0,-12.36503887,-24.47439194,37.6124115
297,6463875875.0,-12.38447857,-24.40633583,37.65021515
298,6485634875.0,-12.37590504,-24.41516685,37.64730835
299,6507424875.0,-12.34785271,-24.45940781,37.62779617
300,6529164875.0,-12.33329582,-24.47529602,37.62224197
301,6550938875.0,-12.33385658,-24.46024704,37.63184357
302,6572702875.0,-12.34946442,-24.40990257,37.65940475
303,6594461875.0,-12.3265295,-24.453825,37.63841248
304,6616219875.0,-12.34850121,-24.38531113,37.67564774
305,6637970875.0,-12.37628269,-24.29868317,37.72247696
306,6659737875.0,-12.39750671,-24.23015594,37.75956345
307,6681496875.0,-12.35253334,-24.32530975,37.7130928
308,6703286875.0,-12.33385944,-24.36585617,37.6930275
309,6725045875.0,-12.33570099,-24.34880447,37.70344162
310,6746807875.0,-12.32764816,-24.35586357,37.70150757
311,6768559875.0,-12.27054787,-24.4736557,37.64381409
312,6790323875.0,-12.24422646,-24.52120972,37.62143707
313,6812081875.0,-12.23991299,-24.52323532,37.62150955
314,6833840875.0,-12.26225758,-24.45528603,37.65845871
315,6855623875.0,-12.23770714,-24.49242592,37.64229584
316,6877388875.0,-12.23015976,-24.49812126,37.64104462
317,6899127875.0,-12.21216297,-24.52155876,37.63162994
318,6920906875.0,-12.1865406,-24.5509243,37.62078857
319,6942670875.0,-12.18869209,-24.53147125,37.63277435
320,6964424875.0,-12.20645237,-24.47851181,37.66149139
321,6986183875.0,-12.18017769,-24.5128746,37.64765167
